item_id,premise,hypothesis,gold_label
ps_en_001596,"Is it true that if Daniel attends the conference, he'll never blame Julia for a mistake again?",Daniel has blamed Julia for a mistake before.,E
ps_en_001597,"If Caleb arrives early, he'll never calculate a risk for the investment again.",Caleb has calculated a risk for the investment before.,E
ps_en_001598,"It's not the case that if Caleb arrives early, he'll never calculate a risk for the investment again.",Caleb has calculated a risk for the investment before.,E
ps_en_001599,"Sam believes that if Caleb arrives early, he'll never calculate a risk for the investment again.",Caleb has calculated a risk for the investment before.,E
ps_en_001600,"Is it true that if Caleb arrives early, he'll never calculate a risk for the investment again?",Caleb has calculated a risk for the investment before.,E
ps_en_001601,"If Nathan flight arrives on time, he'll never categorize a file on his computer again.",Nathan has categorized a file on his computer before.,E
ps_en_001602,"It's not the case that if Nathan flight arrives on time, he'll never categorize a file on his computer again.",Nathan has categorized a file on his computer before.,E
ps_en_001603,"Sam believes that if Nathan flight arrives on time, he'll never categorize a file on his computer again.",Nathan has categorized a file on his computer before.,E
ps_en_001604,"Is it true that if Nathan flight arrives on time, he'll never categorize a file on his computer again?",Nathan has categorized a file on his computer before.,E
ps_en_001605,"If Victoria finishes her homework early, she'll never certify a document again.",Victoria has certified a document before.,E
ps_en_001606,"It's not the case that if Victoria finishes her homework early, she'll never certify a document again.",Victoria has certified a document before.,E
ps_en_001607,"Sam believes that if Victoria finishes her homework early, she'll never certify a document again.",Victoria has certified a document before.,E
ps_en_001608,"Is it true that if Victoria finishes her homework early, she'll never certify a document again?",Victoria has certified a document before.,E
ps_en_001609,"If Jessica finishes work early, she'll never clarify a math problem for her classmates again.",Jessica has clarified a math problem for her classmates before.,E
ps_en_001610,"It's not the case that if Jessica finishes work early, she'll never clarify a math problem for her classmates again.",Jessica has clarified a math problem for her classmates before.,E
ps_en_001611,"Sam believes that if Jessica finishes work early, she'll never clarify a math problem for her classmates again.",Jessica has clarified a math problem for her classmates before.,E
ps_en_001612,"Is it true that if Jessica finishes work early, she'll never clarify a math problem for her classmates again?",Jessica has clarified a math problem for her classmates before.,E
ps_en_001613,"If Avery's train arrives on time, she'll never compromise on an issue again.",Avery has compromised on an issue before.,E
ps_en_001614,"It's not the case that if Avery's train arrives on time, she'll never compromise on an issue again.",Avery has compromised on an issue before.,E
ps_en_001615,"Sam believes that if Avery's train arrives on time, she'll never compromise on an issue again.",Avery has compromised on an issue before.,E
ps_en_001616,"Is it true that if Avery's train arrives on time, she'll never compromise on an issue again?",Avery has compromised on an issue before.,E
ps_en_001617,"If Steven travels to London, he'll never conceive an idea again.",Steven has conceived an idea before.,E
ps_en_001618,"It's not the case that if Steven travels to London, he'll never conceive an idea again.",Steven has conceived an idea before.,E
ps_en_001619,"Sam believes that if Steven travels to London, he'll never conceive an idea again.",Steven has conceived an idea before.,E
ps_en_001620,"Is it true that if Steven travels to London, he'll never conceive an idea again?",Steven has conceived an idea before.,E
ps_en_001621,"If Abigail passes the exam, she'll never confide in a friend of Sania again.",Abigail has confided in a friend of Sania before.,E
ps_en_001622,"It's not the case that if Abigail passes the exam, she'll never confide in a friend of Sania again.",Abigail has confided in a friend of Sania before.,E
ps_en_001623,"Sam believes that if Abigail passes the exam, she'll never confide in a friend of Sania again.",Abigail has confided in a friend of Sania before.,E
ps_en_001624,"Is it true that if Abigail passes the exam, she'll never confide in a friend of Sania again?",Abigail has confided in a friend of Sania before.,E
ps_en_001625,"If David passes his driving test, he'll never conspire with an ally again.",David has conspired with an ally before.,E
ps_en_001626,"It's not the case that if David passes his driving test, he'll never conspire with an ally again.",David has conspired with an ally before.,E
ps_en_001627,"Sam believes that if David passes his driving test, he'll never conspire with an ally again.",David has conspired with an ally before.,E
ps_en_001628,"Is it true that if David passes his driving test, he'll never conspire with an ally again?",David has conspired with an ally before.,E
ps_en_001629,"If Mia agrees to go shopping, she'll never construct a model like this again.",Mia has constructed a model like this before.,E
ps_en_001630,"It's not the case that if Mia agrees to go shopping, she'll never construct a model like this again.",Mia has constructed a model like this before.,E
ps_en_001631,"Sam believes that if Mia agrees to go shopping, she'll never construct a model like this again.",Mia has constructed a model like this before.,E
ps_en_001632,"Is it true that if Mia agrees to go shopping, she'll never construct a model like this again?",Mia has constructed a model like this before.,E
ps_en_001633,"If Dorothy finishes her work on time, she'll never craft a speech for the event again.",Dorothy has crafted a speech for the event before.,E
ps_en_001634,"It's not the case that if Dorothy finishes her work on time, she'll never craft a speech for the event again.",Dorothy has crafted a speech for the event before.,E
ps_en_001635,"Sam believes that if Dorothy finishes her work on time, she'll never craft a speech for the event again.",Dorothy has crafted a speech for the event before.,E
ps_en_001636,"Is it true that if Dorothy finishes her work on time, she'll never craft a speech for the event again?",Dorothy has crafted a speech for the event before.,E
ps_en_001637,"If Mary wins the competition, she'll never decipher a code again.",Mary has deciphered a code before.,E
ps_en_001638,"It's not the case that if Mary wins the competition, she'll never decipher a code again.",Mary has deciphered a code before.,E
ps_en_001639,"Sam believes that if Mary wins the competition, she'll never decipher a code again.",Mary has deciphered a code before.,E
ps_en_001640,"Is it true that if Mary wins the competition, she'll never decipher a code again?",Mary has deciphered a code before.,E
ps_en_001641,"If Avery finishes hers meeting early, she'll never defend a right again.",Avery has defended a right before.,E
ps_en_001642,"It's not the case that if Avery finishes hers meeting early, she'll never defend a right again.",Avery has defended a right before.,E
ps_en_001643,"Sam believes that if Avery finishes hers meeting early, she'll never defend a right again.",Avery has defended a right before.,E
ps_en_001644,"Is it true that if Avery finishes hers meeting early, she'll never defend a right again?",Avery has defended a right before.,E
ps_en_001645,"If Ryan flight is delayed, he'll never delegate a task to the workers again.",Ryan has delegated a task to the workers before.,E
ps_en_001646,"It's not the case that if Ryan flight is delayed, he'll never delegate a task to the workers again.",Ryan has delegated a task to the workers before.,E
ps_en_001647,"Sam believes that if Ryan flight is delayed, he'll never delegate a task to the workers again.",Ryan has delegated a task to the workers before.,E
ps_en_001648,"Is it true that if Ryan flight is delayed, he'll never delegate a task to the workers again?",Ryan has delegated a task to the workers before.,E
ps_en_001649,"If Sarah finishes her exam early, she'll never demonstrate a technique to bake a cake again.",Sarah has demonstrated a technique to bake a cake before.,E
ps_en_001650,"It's not the case that if Sarah finishes her exam early, she'll never demonstrate a technique to bake a cake again.",Sarah has demonstrated a technique to bake a cake before.,E
ps_en_001651,"Sam believes that if Sarah finishes her exam early, she'll never demonstrate a technique to bake a cake again.",Sarah has demonstrated a technique to bake a cake before.,E
ps_en_001652,"Is it true that if Sarah finishes her exam early, she'll never demonstrate a technique to bake a cake again?",Sarah has demonstrated a technique to bake a cake before.,E
ps_en_001653,"If Grace package arrives early, she'll never depict a gloomy scene in her painting again.",Grace has depicted a gloomy scene in her painting before.,E
ps_en_001654,"It's not the case that if Grace package arrives early, she'll never depict a gloomy scene in her painting again.",Grace has depicted a gloomy scene in her painting before.,E
ps_en_001655,"Sam believes that if Grace package arrives early, she'll never depict a gloomy scene in her painting again.",Grace has depicted a gloomy scene in her painting before.,E
ps_en_001656,"Is it true that if Grace package arrives early, she'll never depict a gloomy scene in her painting again?",Grace has depicted a gloomy scene in her painting before.,E
ps_en_001657,"If Jame's flight arrives on time, he'll never describe a journey for his nephew again.",James has described a journey for his nephew before.,E
ps_en_001658,"It's not the case that if Jame's flight arrives on time, he'll never describe a journey for his nephew again.",James has described a journey for his nephew before.,E
ps_en_001659,"Sam believes that if Jame's flight arrives on time, he'll never describe a journey for his nephew again.",James has described a journey for his nephew before.,E
ps_en_001660,"Is it true that if Jame's flight arrives on time, he'll never describe a journey for his nephew again?",James has described a journey for his nephew before.,E
ps_en_001661,"If Zoey finishes her presentation early, she'll never devise a strategy to overcome an issue again.",Zoey has devised a strategy to overcome an issue before.,E
ps_en_001662,"It's not the case that if Zoey finishes her presentation early, she'll never devise a strategy to overcome an issue again.",Zoey has devised a strategy to overcome an issue before.,E
ps_en_001663,"Sam believes that if Zoey finishes her presentation early, she'll never devise a strategy to overcome an issue again.",Zoey has devised a strategy to overcome an issue before.,E
ps_en_001664,"Is it true that if Zoey finishes her presentation early, she'll never devise a strategy to overcome an issue again?",Zoey has devised a strategy to overcome an issue before.,E
ps_en_001665,"If Nancy travels to Paris, she'll never differentiate a complicated fraction again.",Nancy has differentiated a complicated fraction before.,E
ps_en_001666,"It's not the case that if Nancy travels to Paris, she'll never differentiate a complicated fraction again.",Nancy has differentiated a complicated fraction before.,E
ps_en_001667,"Sam believes that if Nancy travels to Paris, she'll never differentiate a complicated fraction again.",Nancy has differentiated a complicated fraction before.,E
ps_en_001668,"Is it true that if Nancy travels to Paris, she'll never differentiate a complicated fraction again?",Nancy has differentiated a complicated fraction before.,E
ps_en_001669,"If Olivia finishes work early, she'll never document a process again.",Olivia has documented a process before.,E
ps_en_001670,"It's not the case that if Olivia finishes work early, she'll never document a process again.",Olivia has documented a process before.,E
ps_en_001671,"Sam believes that if Olivia finishes work early, she'll never document a process again.",Olivia has documented a process before.,E
ps_en_001672,"Is it true that if Olivia finishes work early, she'll never document a process again?",Olivia has documented a process before.,E
ps_en_001673,"If Karen finishes her meeting early, she'll never dominate a discussion in the meeting again.",Karen has dominated a discussion in the meeting before.,E
ps_en_001674,"It's not the case that if Karen finishes her meeting early, she'll never dominate a discussion in the meeting again.",Karen has dominated a discussion in the meeting before.,E
ps_en_001675,"Sam believes that if Karen finishes her meeting early, she'll never dominate a discussion in the meeting again.",Karen has dominated a discussion in the meeting before.,E
ps_en_001676,"Is it true that if Karen finishes her meeting early, she'll never dominate a discussion in the meeting again?",Karen has dominated a discussion in the meeting before.,E
ps_en_001677,"If Aiden flight is delayed, he'll never double his efforts to win a competition again.",Aiden has doubled his efforts to win a competition before.,E
ps_en_001678,"It's not the case that if Aiden flight is delayed, he'll never double his efforts to win a competition again.",Aiden has doubled his efforts to win a competition before.,E
ps_en_001679,"Sam believes that if Aiden flight is delayed, he'll never double his efforts to win a competition again.",Aiden has doubled his efforts to win a competition before.,E
ps_en_001680,"Is it true that if Aiden flight is delayed, he'll never double his efforts to win a competition again?",Aiden has doubled his efforts to win a competition before.,E
ps_en_001681,"If Caleb flight is delayed, he'll never draft a proposal again.",Caleb has drafted a proposal before.,E
ps_en_001682,"It's not the case that if Caleb flight is delayed, he'll never draft a proposal again.",Caleb has drafted a proposal before.,E
ps_en_001683,"Sam believes that if Caleb flight is delayed, he'll never draft a proposal again.",Caleb has drafted a proposal before.,E
ps_en_001684,"Is it true that if Caleb flight is delayed, he'll never draft a proposal again?",Caleb has drafted a proposal before.,E
ps_en_001685,"If Grace flight is delayed, she'll never drift into a dream again.",Grace has drifted into a dream before.,E
ps_en_001686,"It's not the case that if Grace flight is delayed, she'll never drift into a dream again.",Grace has drifted into a dream before.,E
ps_en_001687,"Sam believes that if Grace flight is delayed, she'll never drift into a dream again.",Grace has drifted into a dream before.,E
ps_en_001688,"Is it true that if Grace flight is delayed, she'll never drift into a dream again?",Grace has drifted into a dream before.,E
ps_en_001689,"If Elizabeth finishes her exam early, she'll never edit a manuscript by the famous writer again.",Elizabeth has edited a manuscript by the famous writer before.,E
ps_en_001690,"It's not the case that if Elizabeth finishes her exam early, she'll never edit a manuscript by the famous writer again.",Elizabeth has edited a manuscript by the famous writer before.,E
ps_en_001691,"Sam believes that if Elizabeth finishes her exam early, she'll never edit a manuscript by the famous writer again.",Elizabeth has edited a manuscript by the famous writer before.,E
ps_en_001692,"Is it true that if Elizabeth finishes her exam early, she'll never edit a manuscript by the famous writer again?",Elizabeth has edited a manuscript by the famous writer before.,E
ps_en_001693,"If Donna finishes her work early, she'll never engage in a conversation with the actor again.",Donna has engaged in a conversation with the actor before.,E
ps_en_001694,"It's not the case that if Donna finishes her work early, she'll never engage in a conversation with the actor again.",Donna has engaged in a conversation with the actor before.,E
ps_en_001695,"Sam believes that if Donna finishes her work early, she'll never engage in a conversation with the actor again.",Donna has engaged in a conversation with the actor before.,E
ps_en_001696,"Is it true that if Donna finishes her work early, she'll never engage in a conversation with the actor again?",Donna has engaged in a conversation with the actor before.,E
ps_en_001697,"If Jacob arrives on time, he'll never enhance an experience for the customers again.",Jacob has enhanced an experience for the customers before.,E
ps_en_001698,"It's not the case that if Jacob arrives on time, he'll never enhance an experience for the customers again.",Jacob has enhanced an experience for the customers before.,E
ps_en_001699,"Sam believes that if Jacob arrives on time, he'll never enhance an experience for the customers again.",Jacob has enhanced an experience for the customers before.,E
ps_en_001700,"Is it true that if Jacob arrives on time, he'll never enhance an experience for the customers again?",Jacob has enhanced an experience for the customers before.,E
ps_en_001701,"If Andrew arrives early, he'll never escalate a conflict at work again.",Andrew has escalated a conflict at work before.,E
ps_en_001702,"It's not the case that if Andrew arrives early, he'll never escalate a conflict at work again.",Andrew has escalated a conflict at work before.,E
ps_en_001703,"Sam believes that if Andrew arrives early, he'll never escalate a conflict at work again.",Andrew has escalated a conflict at work before.,E
ps_en_001704,"Is it true that if Andrew arrives early, he'll never escalate a conflict at work again?",Andrew has escalated a conflict at work before.,E
ps_en_001705,"If Barbara finishes her work on time, she'll never establish a connection with a colleague at work again.",Barbara has established a connection with a colleague at work before.,E
ps_en_001706,"It's not the case that if Barbara finishes her work on time, she'll never establish a connection with a colleague at work again.",Barbara has established a connection with a colleague at work before.,E
ps_en_001707,"Sam believes that if Barbara finishes her work on time, she'll never establish a connection with a colleague at work again.",Barbara has established a connection with a colleague at work before.,E
ps_en_001708,"Is it true that if Barbara finishes her work on time, she'll never establish a connection with a colleague at work again?",Barbara has established a connection with a colleague at work before.,E
ps_en_001709,"If Margaret's flight arrives on time, she'll never estimate a risk factor accurately again.",Margaret has estimated a risk factor accurately before.,E
ps_en_001710,"It's not the case that if Margaret's flight arrives on time, she'll never estimate a risk factor accurately again.",Margaret has estimated a risk factor accurately before.,E
ps_en_001711,"Sam believes that if Margaret's flight arrives on time, she'll never estimate a risk factor accurately again.",Margaret has estimated a risk factor accurately before.,E
ps_en_001712,"Is it true that if Margaret's flight arrives on time, she'll never estimate a risk factor accurately again?",Margaret has estimated a risk factor accurately before.,E
ps_en_001713,"If Hannah finishes her work early, she'll never extend an exam's deadline for the students again.",Hannah has extended an exam's deadline for the students before.,E
ps_en_001714,"It's not the case that if Hannah finishes her work early, she'll never extend an exam's deadline for the students again.",Hannah has extended an exam's deadline for the students before.,E
ps_en_001715,"Sam believes that if Hannah finishes her work early, she'll never extend an exam's deadline for the students again.",Hannah has extended an exam's deadline for the students before.,E
ps_en_001716,"Is it true that if Hannah finishes her work early, she'll never extend an exam's deadline for the students again?",Hannah has extended an exam's deadline for the students before.,E
ps_en_001717,"If Patricia finishes her work early, she'll never write a scary story for kids again.",Patricia has written a scary story for kids before.,E
ps_en_001718,"It's not the case that if Patricia finishes her work early, she'll never write a scary story for kids again.",Patricia has written a scary story for kids before.,E
ps_en_001719,"Sam believes that if Patricia finishes her work early, she'll never write a scary story for kids again.",Patricia has written a scary story for kids before.,E
ps_en_001720,"Is it true that if Patricia finishes her work early, she'll never write a scary story for kids again?",Patricia has written a scary story for kids before.,E
ps_en_001721,"If Margaret finishes work early, she'll never facilitate anotsher workshop at school again.",Margaret has facilitated another workshop at school before.,E
ps_en_001722,"It's not the case that if Margaret finishes work early, she'll never facilitate anotsher workshop at school again.",Margaret has facilitated another workshop at school before.,E
ps_en_001723,"Sam believes that if Margaret finishes work early, she'll never facilitate anotsher workshop at school again.",Margaret has facilitated another workshop at school before.,E
ps_en_001724,"Is it true that if Margaret finishes work early, she'll never facilitate anotsher workshop at school again?",Margaret has facilitated another workshop at school before.,E
ps_en_001725,"If Emily finishes her exam early, she'll never foster a dog again.",Emily has fostered a dog before.,E
ps_en_001726,"It's not the case that if Emily finishes her exam early, she'll never foster a dog again.",Emily has fostered a dog before.,E
ps_en_001727,"Sam believes that if Emily finishes her exam early, she'll never foster a dog again.",Emily has fostered a dog before.,E
ps_en_001728,"Is it true that if Emily finishes her exam early, she'll never foster a dog again?",Emily has fostered a dog before.,E
ps_en_001729,"If Jennifer finishes work early, she'll never gauges a person's actions again.",Jennifer has gauged a person's actions before.,E
ps_en_001730,"It's not the case that if Jennifer finishes work early, she'll never gauges a person's actions again.",Jennifer has gauged a person's actions before.,E
ps_en_001731,"Sam believes that if Jennifer finishes work early, she'll never gauges a person's actions again.",Jennifer has gauged a person's actions before.,E
ps_en_001732,"Is it true that if Jennifer finishes work early, she'll never gauges a person's actions again?",Jennifer has gauged a person's actions before.,E
ps_en_001733,"If Daniel's flight is delayed, he'll never generate a picture with AI again.",Daniel has generated a picture with AI before.,E
ps_en_001734,"It's not the case that if Daniel's flight is delayed, he'll never generate a picture with AI again.",Daniel has generated a picture with AI before.,E
ps_en_001735,"Sam believes that if Daniel's flight is delayed, he'll never generate a picture with AI again.",Daniel has generated a picture with AI before.,E
ps_en_001736,"Is it true that if Daniel's flight is delayed, he'll never generate a picture with AI again?",Daniel has generated a picture with AI before.,E
ps_en_001737,"If Patricia decides to move to a new city, she'll never graduate from a program at Stanford again.",Patricia has graduated from a program at Stanford before.,E
ps_en_001738,"It's not the case that if Patricia decides to move to a new city, she'll never graduate from a program at Stanford again.",Patricia has graduated from a program at Stanford before.,E
ps_en_001739,"Sam believes that if Patricia decides to move to a new city, she'll never graduate from a program at Stanford again.",Patricia has graduated from a program at Stanford before.,E
ps_en_001740,"Is it true that if Patricia decides to move to a new city, she'll never graduate from a program at Stanford again?",Patricia has graduated from a program at Stanford before.,E
ps_en_001741,"If Scarlett agrees to join the road trip, she'll never harness a skill again.",Scarlett has harnessed a skill before.,E
ps_en_001742,"It's not the case that if Scarlett agrees to join the road trip, she'll never harness a skill again.",Scarlett has harnessed a skill before.,E
ps_en_001743,"Sam believes that if Scarlett agrees to join the road trip, she'll never harness a skill again.",Scarlett has harnessed a skill before.,E
ps_en_001744,"Is it true that if Scarlett agrees to join the road trip, she'll never harness a skill again?",Scarlett has harnessed a skill before.,E
ps_en_001745,"If Thomas completes his project on time, he'll never host an event again.",Thomas has hosted an event before.,E
ps_en_001746,"It's not the case that if Thomas completes his project on time, he'll never host an event again.",Thomas has hosted an event before.,E
ps_en_001747,"Sam believes that if Thomas completes his project on time, he'll never host an event again.",Thomas has hosted an event before.,E
ps_en_001748,"Is it true that if Thomas completes his project on time, he'll never host an event again?",Thomas has hosted an event before.,E
ps_en_001749,"If Jacob arrives on time, he'll never explain an example for Debby again.",Jacob has explained an example for Debby before.,E
ps_en_001750,"It's not the case that if Jacob arrives on time, he'll never explain an example for Debby again.",Jacob has explained an example for Debby before.,E
ps_en_001751,"Sam believes that if Jacob arrives on time, he'll never explain an example for Debby again.",Jacob has explained an example for Debby before.,E
ps_en_001752,"Is it true that if Jacob arrives on time, he'll never explain an example for Debby again?",Jacob has explained an example for Debby before.,E
ps_en_001753,"If Sarah finishes her work on time, she'll never impart a message to the king again.",Sarah has imparted a message to the king before.,E
ps_en_001754,"It's not the case that if Sarah finishes her work on time, she'll never impart a message to the king again.",Sarah has imparted a message to the king before.,E
ps_en_001755,"Sam believes that if Sarah finishes her work on time, she'll never impart a message to the king again.",Sarah has imparted a message to the king before.,E
ps_en_001756,"Is it true that if Sarah finishes her work on time, she'll never impart a message to the king again?",Sarah has imparted a message to the king before.,E
ps_en_001757,"If Patricia passes her driving test, she'll never implement a plan again.",Patricia has implemented a plan before.,E
ps_en_001758,"It's not the case that if Patricia passes her driving test, she'll never implement a plan again.",Patricia has implemented a plan before.,E
ps_en_001759,"Sam believes that if Patricia passes her driving test, she'll never implement a plan again.",Patricia has implemented a plan before.,E
ps_en_001760,"Is it true that if Patricia passes her driving test, she'll never implement a plan again?",Patricia has implemented a plan before.,E
ps_en_001761,"If Thomas package arrives on time, he'll never incite a response again.",Thomas has incited a response before.,E
ps_en_001762,"It's not the case that if Thomas package arrives on time, he'll never incite a response again.",Thomas has incited a response before.,E
ps_en_001763,"Sam believes that if Thomas package arrives on time, he'll never incite a response again.",Thomas has incited a response before.,E
ps_en_001764,"Is it true that if Thomas package arrives on time, he'll never incite a response again?",Thomas has incited a response before.,E
ps_en_001765,"If Emma finishes her work early, she'll never influence a decision by the president again.",Emma has influenced a decision by the president before.,E
ps_en_001766,"It's not the case that if Emma finishes her work early, she'll never influence a decision by the president again.",Emma has influenced a decision by the president before.,E
ps_en_001767,"Sam believes that if Emma finishes her work early, she'll never influence a decision by the president again.",Emma has influenced a decision by the president before.,E
ps_en_001768,"Is it true that if Emma finishes her work early, she'll never influence a decision by the president again?",Emma has influenced a decision by the president before.,E
ps_en_001769,"If Aiden passes his driving test, he'll never innovate a product again.",Aiden has innovated a product before.,E
ps_en_001770,"It's not the case that if Aiden passes his driving test, he'll never innovate a product again.",Aiden has innovated a product before.,E
ps_en_001771,"Sam believes that if Aiden passes his driving test, he'll never innovate a product again.",Aiden has innovated a product before.,E
ps_en_001772,"Is it true that if Aiden passes his driving test, he'll never innovate a product again?",Aiden has innovated a product before.,E
ps_en_001773,"If Donna's car breaks down, she'll never investigate a case again.",Donna has investigated a case before.,E
ps_en_001774,"It's not the case that if Donna's car breaks down, she'll never investigate a case again.",Donna has investigated a case before.,E
ps_en_001775,"Sam believes that if Donna's car breaks down, she'll never investigate a case again.",Donna has investigated a case before.,E
ps_en_001776,"Is it true that if Donna's car breaks down, she'll never investigate a case again?",Donna has investigated a case before.,E
ps_en_001777,"If Anthony drives to the concert, he'll never join a club again.",Anthony has joined a club before.,E
ps_en_001778,"It's not the case that if Anthony drives to the concert, he'll never join a club again.",Anthony has joined a club before.,E
ps_en_001779,"Sam believes that if Anthony drives to the concert, he'll never join a club again.",Anthony has joined a club before.,E
ps_en_001780,"Is it true that if Anthony drives to the concert, he'll never join a club again?",Anthony has joined a club before.,E
ps_en_001781,"If Michael arrives on time, he'll never land a deal with the couple again.",Michael has landed a deal with the couple before.,E
ps_en_001782,"It's not the case that if Michael arrives on time, he'll never land a deal with the couple again.",Michael has landed a deal with the couple before.,E
ps_en_001783,"Sam believes that if Michael arrives on time, he'll never land a deal with the couple again.",Michael has landed a deal with the couple before.,E
ps_en_001784,"Is it true that if Michael arrives on time, he'll never land a deal with the couple again?",Michael has landed a deal with the couple before.,E
ps_en_001785,"If Abigail takes the bus home, she'll never launch a campaign for the candidate again.",Abigail has launched a campaign for the candidate before.,E
ps_en_001786,"It's not the case that if Abigail takes the bus home, she'll never launch a campaign for the candidate again.",Abigail has launched a campaign for the candidate before.,E
ps_en_001787,"Sam believes that if Abigail takes the bus home, she'll never launch a campaign for the candidate again.",Abigail has launched a campaign for the candidate before.,E
ps_en_001788,"Is it true that if Abigail takes the bus home, she'll never launch a campaign for the candidate again?",Abigail has launched a campaign for the candidate before.,E
ps_en_001789,"If Margaret arrives early, she'll never lead a social movement again.",Margaret has led a social movement before.,E
ps_en_001790,"It's not the case that if Margaret arrives early, she'll never lead a social movement again.",Margaret has led a social movement before.,E
ps_en_001791,"Sam believes that if Margaret arrives early, she'll never lead a social movement again.",Margaret has led a social movement before.,E
ps_en_001792,"Is it true that if Margaret arrives early, she'll never lead a social movement again?",Margaret has led a social movement before.,E
ps_en_001793,"If Harper flight arrives on time, he'll never maintain an standard for his performance again.",Harper has maintained a standard for his performance before.,E
ps_en_001794,"It's not the case that if Harper flight arrives on time, he'll never maintain an standard for his performance again.",Harper has maintained a standard for his performance before.,E
ps_en_001795,"Sam believes that if Harper flight arrives on time, he'll never maintain an standard for his performance again.",Harper has maintained a standard for his performance before.,E
ps_en_001796,"Is it true that if Harper flight arrives on time, he'll never maintain an standard for his performance again?",Harper has maintained a standard for his performance before.,E
ps_en_001797,"If Olivia confirms her attendance, he'll never manage a crisis again.",Olivia has managed a crisis before.,E
ps_en_001798,"It's not the case that if Olivia confirms her attendance, he'll never manage a crisis again.",Olivia has managed a crisis before.,E
ps_en_001799,"Sam believes that if Olivia confirms her attendance, he'll never manage a crisis again.",Olivia has managed a crisis before.,E
ps_en_001800,"Is it true that if Olivia confirms her attendance, he'll never manage a crisis again?",Olivia has managed a crisis before.,E
ps_en_001801,"If Amelia travels to Paris, she'll never manufacture a product again.",Amelia has manufactured a product before.,E
ps_en_001802,"It's not the case that if Amelia travels to Paris, she'll never manufacture a product again.",Amelia has manufactured a product before.,E
ps_en_001803,"Sam believes that if Amelia travels to Paris, she'll never manufacture a product again.",Amelia has manufactured a product before.,E
ps_en_001804,"Is it true that if Amelia travels to Paris, she'll never manufacture a product again?",Amelia has manufactured a product before.,E
ps_en_001805,"If Christopher passes the exam, he'll never market a product again.",Christopher has marketed a product before.,E
ps_en_001806,"It's not the case that if Christopher passes the exam, he'll never market a product again.",Christopher has marketed a product before.,E
ps_en_001807,"Sam believes that if Christopher passes the exam, he'll never market a product again.",Christopher has marketed a product before.,E
ps_en_001808,"Is it true that if Christopher passes the exam, he'll never market a product again?",Christopher has marketed a product before.,E
ps_en_001809,"If Evelyn finishes her work early, she'll never migrate to a new social platform again.",Evelyn has migrated to a new social platform before.,E
ps_en_001810,"It's not the case that if Evelyn finishes her work early, she'll never migrate to a new social platform again.",Evelyn has migrated to a new social platform before.,E
ps_en_001811,"Sam believes that if Evelyn finishes her work early, she'll never migrate to a new social platform again.",Evelyn has migrated to a new social platform before.,E
ps_en_001812,"Is it true that if Evelyn finishes her work early, she'll never migrate to a new social platform again?",Evelyn has migrated to a new social platform before.,E
ps_en_001813,"If Steven misses the bus, he'll never moderate a debate again.",Steven has moderated a debate before.,E
ps_en_001814,"It's not the case that if Steven misses the bus, he'll never moderate a debate again.",Steven has moderated a debate before.,E
ps_en_001815,"Sam believes that if Steven misses the bus, he'll never moderate a debate again.",Steven has moderated a debate before.,E
ps_en_001816,"Is it true that if Steven misses the bus, he'll never moderate a debate again?",Steven has moderated a debate before.,E
ps_en_001817,"If Mary finishes work early, she'll never obtain a permission to access the files again.",Mary has obtained permission to access the files before.,E
ps_en_001818,"It's not the case that if Mary finishes work early, she'll never obtain a permission to access the files again.",Mary has obtained permission to access the files before.,E
ps_en_001819,"Sam believes that if Mary finishes work early, she'll never obtain a permission to access the files again.",Mary has obtained permission to access the files before.,E
ps_en_001820,"Is it true that if Mary finishes work early, she'll never obtain a permission to access the files again?",Mary has obtained permission to access the files before.,E
ps_en_001821,"If Olivia agrees to attend the concert, she'll never outline a plan again.",Olivia has outlined a plan before.,E
ps_en_001822,"It's not the case that if Olivia agrees to attend the concert, she'll never outline a plan again.",Olivia has outlined a plan before.,E
ps_en_001823,"Sam believes that if Olivia agrees to attend the concert, she'll never outline a plan again.",Olivia has outlined a plan before.,E
ps_en_001824,"Is it true that if Olivia agrees to attend the concert, she'll never outline a plan again?",Olivia has outlined a plan before.,E
ps_en_001825,"If Hannah's car breaks down, she'll never overcome a challenge again.",Hannah has overcome a challenge before.,E
ps_en_001826,"It's not the case that if Hannah's car breaks down, she'll never overcome a challenge again.",Hannah has overcome a challenge before.,E
ps_en_001827,"Sam believes that if Hannah's car breaks down, she'll never overcome a challenge again.",Hannah has overcome a challenge before.,E
ps_en_001828,"Is it true that if Hannah's car breaks down, she'll never overcome a challenge again?",Hannah has overcome a challenge before.,E
ps_en_001829,"If Margaret takes the train to London, she'll never oversee a plan by the company again.",Margaret has overseen a plan by the company before.,E
ps_en_001830,"It's not the case that if Margaret takes the train to London, she'll never oversee a plan by the company again.",Margaret has overseen a plan by the company before.,E
ps_en_001831,"Sam believes that if Margaret takes the train to London, she'll never oversee a plan by the company again.",Margaret has overseen a plan by the company before.,E
ps_en_001832,"Is it true that if Margaret takes the train to London, she'll never oversee a plan by the company again?",Margaret has overseen a plan by the company before.,E
ps_en_001833,"If Karen finishes her work early, she'll never participate in a workshop again.",Karen has participated in a workshop before.,E
ps_en_001834,"It's not the case that if Karen finishes her work early, she'll never participate in a workshop again.",Karen has participated in a workshop before.,E
