sample_id,sentence_id,entities
3,59,"[{""text"": ""HOUSTON"", ""label"": ""ORG""}]"
3,60,"[{""text"": ""Stefan Edberg"", ""label"": ""PER""}, {""text"": ""U.S. Open"", ""label"": ""MISC""}, {""text"": ""Bernd Karbacher"", ""label"": ""PER""}]"
3,61,"[{""text"": ""KHASAVYURT"", ""label"": ""LOC""}, {""text"": ""Russia"", ""label"": ""LOC""}]"
3,62,"[{""text"": ""Wrexham"", ""label"": ""ORG""}]"
3,63,"[{""text"": ""LONDON"", ""label"": ""LOC""}]"
3,64,"[{""text"": ""Mehrtens"", ""label"": ""PER""}, {""text"": ""Springboks"", ""label"": ""ORG""}]"
3,65,"[{""text"": ""Moin Khan"", ""label"": ""PER""}, {""text"": ""Mullally"", ""label"": ""PER""}]"
3,66,"[{""text"": ""Iran"", ""label"": ""LOC""}, {""text"": ""German"", ""label"": ""MISC""}, {""text"": ""Banisadr"", ""label"": ""PER""}]"
3,67,"[{""text"": ""U.S."", ""label"": ""LOC""}]"
3,68,"[{""text"": ""Welsh"", ""label"": ""MISC""}]"
3,69,"[{""text"": ""Oakland"", ""label"": ""LOC""}, {""text"": ""Dave Telgheder"", ""label"": ""PER""}, {""text"": ""Mark McGwire"", ""label"": ""PER""}, {""text"": ""Athetlics"", ""label"": ""ORG""}, {""text"": ""Boston Red Sox"", ""label"": ""ORG""}]"
3,70,"[{""text"": ""FTO"", ""label"": ""ORG""}, {""text"": ""EOE"", ""label"": ""ORG""}]"
3,71,"[{""text"": ""Alain Juppe"", ""label"": ""PER""}]"
3,72,"[{""text"": ""Tripoli"", ""label"": ""LOC""}]"
3,73,"[{""text"": ""Hoey"", ""label"": ""PER""}]"
3,74,"[{""text"": ""Dudayeva"", ""label"": ""PER""}, {""text"": ""Urus-Martan"", ""label"": ""LOC""}]"
3,75,"[{""text"": ""Burundi"", ""label"": ""LOC""}, {""text"": ""Hutu"", ""label"": ""MISC""}]"
3,76,"[{""text"": ""Far East"", ""label"": ""LOC""}]"
3,77,"[{""text"": ""Greater Milwaukee Open"", ""label"": ""MISC""}]"
3,78,"[{""text"": ""Henke"", ""label"": ""PER""}]"
3,79,"[{""text"": ""Juppe"", ""label"": ""PER""}]"
3,80,"[{""text"": ""Bobby Rahal"", ""label"": ""PER""}, {""text"": ""U.S."", ""label"": ""LOC""}, {""text"": ""Reynard Mercedes-Benz"", ""label"": ""ORG""}]"
3,81,"[{""text"": ""Crewe"", ""label"": ""ORG""}]"
3,82,"[{""text"": ""Commerce"", ""label"": ""ORG""}]"
3,83,"[{""text"": ""Mobil"", ""label"": ""ORG""}, {""text"": ""Shell"", ""label"": ""ORG""}, {""text"": ""Caltex"", ""label"": ""ORG""}, {""text"": ""Tianjin"", ""label"": ""LOC""}, {""text"": ""China"", ""label"": ""LOC""}]"
3,84,"[{""text"": ""Brian Giles"", ""label"": ""PER""}, {""text"": ""Jim Thome"", ""label"": ""PER""}, {""text"": ""Cleveland"", ""label"": ""ORG""}]"
3,85,"[{""text"": ""European"", ""label"": ""MISC""}, {""text"": ""Mediterranean"", ""label"": ""MISC""}]"
3,86,"[{""text"": ""Bolesy"", ""label"": ""PER""}, {""text"": ""Florida"", ""label"": ""ORG""}, {""text"": ""John Boles"", ""label"": ""PER""}, {""text"": ""Brown"", ""label"": ""PER""}]"
3,87,"[{""text"": ""Tarango"", ""label"": ""PER""}]"
3,88,"[{""text"": ""Jearl Miles"", ""label"": ""PER""}, {""text"": ""U.S."", ""label"": ""LOC""}]"
3,89,"[{""text"": ""Southend"", ""label"": ""ORG""}, {""text"": ""Swindon"", ""label"": ""ORG""}]"
3,90,"[{""text"": ""Treasury"", ""label"": ""ORG""}]"
3,91,"[{""text"": ""DETROIT"", ""label"": ""LOC""}]"
3,92,[]
3,93,[]
3,94,"[{""text"": ""Reading"", ""label"": ""ORG""}]"
3,95,"[{""text"": ""ENGLAND"", ""label"": ""LOC""}, {""text"": ""PAKISTAN"", ""label"": ""LOC""}]"
3,96,"[{""text"": ""Haitai"", ""label"": ""ORG""}]"
3,97,"[{""text"": ""Scottish"", ""label"": ""MISC""}, {""text"": ""Jackie Stewart"", ""label"": ""PER""}, {""text"": ""Italian Grand Prix"", ""label"": ""MISC""}]"
3,98,"[{""text"": ""Tarango"", ""label"": ""PER""}, {""text"": ""Rios"", ""label"": ""PER""}]"
3,99,"[{""text"": ""U.S."", ""label"": ""LOC""}, {""text"": ""Gulf"", ""label"": ""LOC""}, {""text"": ""Clinton"", ""label"": ""PER""}]"
3,100,"[{""text"": ""BAKU"", ""label"": ""LOC""}]"
