item_id,sentence,option_a,option_b
pr_ru_000307,"Кольцо мне понравилось больше, чем ожерелье, потому что _ было более тусклым.", кольцо, ожерелье
pr_ru_000308,"Новый матрас не помещался на каркас кровати, потому что _ был слишком длинным.", матрас, каркас
pr_ru_000309,"Новый матрас не поместился на каркас кровати, потому что _ был слишком коротким.", каркас, матрас
pr_ru_000310,"Он предпочитает читать Библию другой книге, потому что считает, что _ для него лучше.", библия, книга
pr_ru_000311,"Он предпочитает читать Библию другой книге, потому что считает, что _ для него хуже.", книга, библия
pr_ru_000312,"Мяч разбился о стекло, а камень отскочил, поскольку _ был эффективной ракетой.", камень, мяч
pr_ru_000313,"Мяч разбился о стекло, а камень отскочил, так как _ был несовершенной ракетой.", камень, мяч
pr_ru_000315,"Моя сестра предпочитает смотреть баскетбол футболу, потому что считает _ очень скучным.", баскетбол, футбол
pr_ru_000316,"Мы приучили нашу собаку брать палку вместо кости, так как _ была гибкой.", кость, палка
pr_ru_000317,"Мы научили нашу собаку брать палку вместо кости, поскольку _ была жесткой.", кость, палка
pr_ru_000320,"Они установили ковер вместо деревянного пола, потому что _ соответствовал остальному декору.", ковер, пол
pr_ru_000321,"Они установили ковер вместо деревянного пола, потому что _ конфликтовал с остальным декором.", ковер, пол
pr_ru_000322,"Изумруд был больше рубина, поэтому _ был более ценным камнем.", изумруд, рубин
pr_ru_000323,"Изумруд был больше рубина, поэтому _ был более доступным драгоценным камнем.", изумруд, рубин
pr_ru_000325,"Специальный камень был перемещен с тарелки на чашу, потому что _ была прочной.", тарелка, чаша
pr_ru_000326,"Мужчина попытался принести свой рюкзак в магазин, но _ оказался слишком маленьким.", рюкзак, магазин
pr_ru_000329,"Женщина считала рубин более ценным, чем изумруд, потому что _ выглядел фальшивым.", рубин, изумруд
pr_ru_000330,"Грузчики не смогли протащить холодильник через дверной проем в дом, потому что _ был слишком широким.", проем, холодильник
pr_ru_000332,"У Энтони была картина с изображением большой свиньи, но она не помещалась на бумаге, _ была слишком большой.", бумага, картина
pr_ru_000333,"У Энтони была картина с изображением большой свиньи, но она не помещалась на бумаге, _ была слишком маленькой.", картина, бумага
pr_ru_000336,"Джеймс смог заработать больше денег, когда продал свой велосипед, в отличие от того, когда он продал свой мяч, потому что _ был дешевле.", велосипед, мяч
pr_ru_000337,"Джеймс смог заработать больше денег, когда продал свой велосипед, в отличие от того, когда он продал свой мяч, потому что _ стал дороже.", байк, мяч
pr_ru_000340,"Когда мы работали над унитазом, нам понадобился новый поршень, так как _ был мощным.", поршень, унитаз
pr_ru_000342,"Большинство людей в нашем городе использовали улицу рядом с нашим домом, а не дорогу через город, потому что _ давала больше доступа.", улица, дорога
pr_ru_000343,"Большинство людей в нашем городе использовали улицу рядом с нашим домом, а не дорогу через город, потому что _ ограничивала доступ.", дорога, улица
pr_ru_000344,"Совершенно новая мебель не поместилась в комнате, потому что мы забыли измерить, а _ была слишком громоздкой.", мебель, комната
pr_ru_000345,"Совершенно новая мебель не поместилась в комнате, потому что мы забыли измерить ее, а _ была слишком маленькой.", мебель, комната
pr_ru_000346,"Захват наковальни не может согнуть железный стержень, потому что _ слабый.", стержень, захват
pr_ru_000347,"Захват наковальни не может согнуть железный стержень, потому что _ прочный.", захват, стержень
pr_ru_000348,"Мужчина хотел хранить горшок внутри шкафа, но _ оказался слишком маленьким.", горшок, шкаф
pr_ru_000349,"Мужчина хотел хранить горшок внутри шкафа, но _ был слишком большим.", шкаф, горшок
pr_ru_000350,"Врачи любят давать своим пациентам таблетки вместо жидкости, потому что _ была более вредной.", жидкость, таблетка
pr_ru_000352,"Стратегия генерала заключалась в том, чтобы взять город вместо взятия форта, поскольку _ был активом в битве.", город, форт
pr_ru_000353,"Стратегия генерала заключалась в том, чтобы взять город вместо того, чтобы брать форт, поскольку _ был помехой в битве.", город, форт
pr_ru_000354,"Студент попытался сохранить бумагу в папке, но _ оказалась слишком большой.", бумага, папка
pr_ru_000355,"Подарить рубашку в подарок - лучший знак любви, чем подарить шляпу, поскольку _ - более сильный символ привязанности.", шляпа, рубашка
pr_ru_000356,"Подарить рубашку в подарок - лучший знак любви, чем подарить шляпу, поскольку _ - более ламерский символ привязанности.", шляпа, рубашка
pr_ru_000357,"Шеф-повар попытался положить сыр на поднос, но _ оказался слишком маленьким.", поднос, сыр
pr_ru_000358,"Шеф-повар попытался уложить сыр на поднос, но _ оказался слишком большим.", сыр, поднос
pr_ru_000359,"Мужчина попытался поставить кровать в комнату, но _ оказалась слишком маленькой.", комната, кровать
pr_ru_000360,"Мужчина попытался поставить кровать в комнату, но _ оказалась слишком большой.", комната, кровать
pr_ru_000361,"Калли очень беспокоилась о том, чтобы говорить в микрофон, но она чувствовала себя комфортно с компьютером, потому что _ был ей незнаком.", микрофон, компьютер
pr_ru_000362,"Калли очень беспокоилась о том, чтобы говорить в микрофон, но ей было комфортно с компьютером, потому что _ был ей знаком.", микрофон, компьютер
pr_ru_000363,"Мужчина выбрал бетон для своей дороги, а не гравий, хотя _ был дорогим.", бетон, гравий
pr_ru_000364,"Мужчина выбрал бетон для своей дороги, а не гравий, хотя _ был дешевле.", гравий, бетон
pr_ru_000365,"Мужчина попытался записать план на листе бумаги, но _ оказался слишком большим.", план, лист
pr_ru_000367,"Регулирующие органы решили помочь окружающей среде, введя налоги на поезд, но не на самолет, потому что _ был неэффективен.", поезд, самолет
pr_ru_000368,"Регулирующие органы решили помочь окружающей среде, введя налоги на поезд, но не на самолет, потому что _ был зеленым.", самолет, поезд
pr_ru_000369,"Наказание за преступление требовало, чтобы осужденный отправился в тюрьму, потому что _ было необходимо.", преступление, наказание
pr_ru_000370,"Наказание за преступление требовало, чтобы осужденный отправился в тюрьму, потому что _ было ненужным.", наказание, преступление
pr_ru_000371,"Чтобы добраться до магазина, требовалась целая вечность по сравнению с театром, потому что _ был далеко.", театр, магазин
pr_ru_000372,"По сравнению с театром, чтобы добраться до магазина, требовалась целая вечность, потому что _ был рядом.", театр, магазин
pr_ru_000373,"Трава казалась кошкам более приятной, чем солома, хотя _ была влажной.", трава, солома
pr_ru_000374,"Трава казалась кошкам приятнее, чем солома, хотя _ была сухой.", солома, трава
pr_ru_000375,"Молодые люди думали, что картина прекрасна, а не статуя, потому что _ была более современной.", статуя, картина
pr_ru_000377,"Я вынул лицензию из бумажника и переместил ее в карман, так как _ был уязвим для кражи.", бумажник, карман
pr_ru_000378,"Я вынул лицензию из бумажника и положил ее в карман, так как _ был защищен от кражи.", карман, бумажник
pr_ru_000379,"В старые времена в школе дисциплину применяли палкой, а не рукой, поскольку _ имела тенденцию бить сильнее.", палка, рука
pr_ru_000380,"В старые времена в школе дисциплину применяли палкой, а не рукой, так как _ имела тенденцию бить мягче.", палка, рука
pr_ru_000381,"Мужчина хотел поставить стол в сарае, но _ оказался слишком большим.", стол, сарай
pr_ru_000382,"Мужчина хотел поставить стол в сарае, но _ оказался слишком маленьким.", сарай, стол
pr_ru_000383,"Тэмми лечилась от депрессии в клинике, и за нее платили слишком много денег, но _ не была такой серьезной.", клиника, депрессия
pr_ru_000384,"Тэмми лечилась от депрессии в клинике, и ей платили слишком много денег, но _ помогла.", депрессия, клиника
pr_ru_000385,"Я решил поступить в колледж, а не в университет, потому что _ был ближе к моему родному городу.", колледж, университет
pr_ru_000386,"Я решил поступить в колледж, а не в университет, потому что _ был дальше от моего родного города.", университет, колледж
pr_ru_000387,"Праздник Благодарения больше нельзя было подавать за столом, потому что _ был слишком большим.", стол, праздник
pr_ru_000388,"Праздник Благодарения больше нельзя было подавать за столом, потому что _ был слишком маленьким.", праздник, стол
pr_ru_000391,"Боб пошел к торговцу автомобилями, чтобы обменять свой грузовик на мотоцикл, потому что _ был старым.", грузовик, мотоцикл
pr_ru_000392,"Боб пошел к торговцу автомобилями, чтобы обменять свой грузовик на мотоцикл, потому что _ был новым.", мотоцикл, грузовик
pr_ru_000395,"Эрл положил ящик для инструментов в кровать, а не в кабину, потому что _ была пуста.", кабина, кровать
pr_ru_000396,"Эрл положил ящик для инструментов в кровать, а не в кабину, потому что _ была заполнена..", кабина, кровать
pr_ru_000397,"Им нужна была древесина, идеально подходящая для изгиба, но машина не подходила для этого, _ была спрессованной.", древесина, машина
pr_ru_000398,"Им нужна была древесина, идеально подходящая для изгиба, но машина не подходила для этого, _ работала медленно.", машина, древесина
pr_ru_000399,"Писать мелом было немного сложнее, чем маркером, так как _ расстоянии был практически невидим невооруженным глазом.", мел, маркер
pr_ru_000400,"Писать мелом было немного сложнее, чем маркером, поскольку _ был хорошо виден невооруженным глазом на расстоянии.", мел, маркер
pr_ru_000401,"Путешественник попытался положить свой багаж в шкаф, но он не поместился, потому что _ был слишком широк.", шкаф, багаж
pr_ru_000402,"Путешественник попытался положить свой багаж в шкаф, но он не поместился, потому что _ был слишком узким.", шкаф, багаж
pr_ru_000403,"Когда человек испытывает судороги, он может принять теплую ванну или использовать грелку, но _ доставляет больше неудобств.", грелка, ванна
pr_ru_000404,"При судорогах можно принять теплую ванну или использовать грелку, но _ удобнее.", грелка, ванна
pr_ru_000405,"Мы выбрали синий ковер вместо твердого деревянного пола, потому что _ был более грязным.", пол, ковер
pr_ru_000406,"Мы выбрали синий ковер вместо твердого деревянного пола, потому что _ был чище.", ковер, пол
pr_ru_000407,"Леска была потрясающей по сравнению с веревкой, потому что _ могла выдерживать больший вес.", леска, веревка
pr_ru_000409,"На городской площади бетон был заменен на асфальт на тротуаре, так как _ был старым.", бетон, асфальт
pr_ru_000410,"На городской площади бетон был заменен на асфальт на тротуаре, так как _ был новым.", бетон, асфальт
pr_ru_000411,"Я пошел припарковать лодку на местной пристани, но не смог, потому что _ была переполнена.", пристань, лодка
pr_ru_000413,"Эван перемещал пули из пистолета в ящик для боеприпасов, пока _ не наполнился.", ящик, пистолет
pr_ru_000414,"Эван перемещал пули из пистолета в ящик для боеприпасов, пока _ не опустел.", пистолет, ящик
pr_ru_000415,"Джим купил телефон вместо монитора в магазине электроники, потому что _, который у него был последним, сломался.", телефон, монитор
pr_ru_000416,"Джим купил телефон вместо монитора в магазине электроники, потому что _ все еще работал.", телефон, монитор
pr_ru_000417,"Я только что купил новую сумку для камеры, но она не подходит, потому что _ слишком большая.", сумка, камера
pr_ru_000418,"Я только что купил новую сумку для камеры, но она не подходит, потому что _ слишком мала.", сумка, камера
pr_ru_000419,"В саду растения росли лучше, чем во дворе, потому что _ был на солнце.", сад, двор
pr_ru_000420,"В саду растения росли лучше, чем во дворе, потому что _ был в тени.", сад, двор
pr_ru_000421,"Сотрудник вошел в офис и получил доступ к компьютеру через терминал, но не через смартфон, потому что _ был защищен.", терминал, смартфон
pr_ru_000422,"Сотрудник зашел в офис и получил доступ к компьютеру через терминал, но не через смартфон, потому что _ был небезопасен.", смартфон, терминал
pr_ru_000423,"Покупатели увидели красивый блеск на столе, но не на стуле, потому что _ был убран.", стул, стол
pr_ru_000424,"Покупатели увидели красивый блеск на столе, но не на стуле, потому что _ был грязным.", стол, стул
pr_ru_000425,"Агентству никто не верил по сравнению с бюро, потому что _ всегда лгало.", агентство, бюро
pr_ru_000426,"Агентству никто не верил по сравнению с бюро, потому что _ всегда говорило правду.", бюро, агентство
pr_ru_000427,"Она решила научиться играть на арфе и трубе, так как _ была такой красивой.", арфа, труба
pr_ru_000428,"Она решила научиться играть на арфе и трубе, поскольку _ была джазовой.", труба, арфа
pr_ru_000429,"Кожа, сделанная с использованием специального ингредиента, прослужила дольше, чем замена, так как _ настоящая.", кожа, замена
pr_ru_000431,"Мужчина хотел положить багаж в дом, но _ был слишком маленьким.", багаж, дом
pr_ru_000432,"Мужчина хотел положить багаж в дом, но _ оказался слишком большим.", дом, багаж
pr_ru_000435,"Серебро ему нравилось больше, чем золото, потому что _ было красивее.", золото, серебро
pr_ru_000437,"Пшенице нужно меньше дождя, чем кукурузе, поэтому _ хорошо росла, когда дождей было мало.", кукуруза, пшеница
pr_ru_000440,"Он повесил инструменты на стойку, а не на стену, потому что _ была устойчивой.", стойка, стена
pr_ru_000442,"Проволока не могла обернуться вокруг скульптуры, созданной О 'Чи, потому что _ была слишком длинной.", скульптура, проволока
pr_ru_000443,"Моя спина не болела, когда я нес стул, но мне было больно, когда я нес телевизор, потому что _ был тяжелее.", стул, телевизор
pr_ru_000444,"Моя спина не болела, когда я нес стул, но мне было больно, когда я нес телевизор, потому что _ был легче.", стул, телевизор
pr_ru_000445,"Марси забронировала отель в свою первую ночь после выхода из тюрьмы, а не остановилась в доме своей семьи, потому что _ казался проще.", отель, дом
pr_ru_000447,"У Джейн перчатка слишком легко соскользнула с руки, потому что _ слишком велика.", перчатка, рука
pr_ru_000449,"Рубашка была в картонной коробке, и во время дождя книга лежала на ней, так что _ промокла.", книга, рубашка
pr_ru_000451,"Пара поселилась в отеле после выхода из дома, так как _ был для них доступным.", дом, отель
pr_ru_000453,"Во время миссии шпион смог получить информацию на бумаге, но не записку, потому что _ была разборчивой.", бумага, записка
pr_ru_000454,"Во время миссии шпион смог получить информацию на бумаге, но не получил записку, потому что _ была на китайском языке.", записка, бумага
pr_ru_000455,"Когда повязка не сработала, мы обработали рану тканью, так как _ не подходила для этой задачи.", повязка, ткань
pr_ru_000456,"Когда повязка не использовалась, мы использовали ткань для обработки раны, так как _ подходила для этой задачи.", ткань, повязка
pr_ru_000457,"Писатель попытался записать речь на бумаге, но _ была слишком длинной.", бумага, речь
pr_ru_000459,"В саду была проблема с сорняками, поэтому я опрыскал химикатом вместо того, чтобы просто использовать уксус, поскольку _ действует быстрее.", химикат, уксус
pr_ru_000460,"Джеб налил воду из бака в таз, пока _ не наполнился.", таз, бак
pr_ru_000462,"Она подслащивает чай медом вместо сахара, потому что _ для нее вреден.", мед, сахар
pr_ru_000463,"Я решил путешествовать по миру на самолете, а не на поезде, потому что _ быстрее.", поезд, самолет
pr_ru_000464,"Я решил путешествовать по миру на самолете, а не на поезде, потому что _ медленнее.", самолет, поезд
pr_ru_000465,"Мужчина попытался положить статью в свою папку, но _ оказалась слишком большой.", статья, папка
pr_ru_000466,"Вчера лапша не поместилась в лодку, потому что _ была слишком большой.", лодка, лапша
pr_ru_000468,"Основываясь на низком бюджете Джеймса, он решил поехать в Великобританию поездом, а не самолетом, потому что _ дешевле.", поезд, самолет
pr_ru_000471,"Она предпочитает кататься на велосипеде скейтборду, потому что _ для нее менее утомителен.", велосипед, скейтборд
pr_ru_000473,"Мальчик попытался положить мяч в мешок, но _ оказался слишком маленьким.", мяч, мешок
pr_ru_000474,"Мальчик попытался засунуть мяч в мешок, но _ оказался слишком большим.", мешок, мяч
pr_ru_000475,"Я всегда ездила на фестиваль, но не на праздник, потому что _ всегда проходил недалеко от моего города.", праздник, фестиваль
pr_ru_000476,"Я всегда ездила на фестиваль, но не на праздник, потому что _ всегда проводился далеко от моего города.", праздник, фестиваль
pr_ru_000478,"Подарил папе новый телефон, и он ему понравился больше, чем его планшет, потому что _ был битый.", телефон, планшет
pr_ru_000479,"Ксавье всегда составлял список перед тем, как пойти в магазин, потому что _ был организован.", список, магазин
pr_ru_000480,"Ксавье всегда составлял список перед тем, как пойти в магазин, потому что _ был огромным.", список, магазин
pr_ru_000481,"Тренер попытался поставить машину на трассу, но _ оказалась слишком маленькой.", машина, трасса
pr_ru_000482,"Тренер попытался вывести машину на трассу, но _ оказалась слишком большой.", машина, трасса
pr_ru_000483,"Заказчик сказал, что стул был золотым, а не стол, потому что _ был как раз подходящим.", стул, стол
pr_ru_000484,"Заказчик сказал, что стул был золотым, а не стол, потому что _ не нужен.", стол, стул
pr_ru_000486,"Собака не могла видеть, что шест за забором, потому что _ короче.", шест, забор
pr_ru_000487,"Гравий не помещался в водный резервуар, потому что _ был слишком маленьким.", резервуар, гравий
pr_ru_000489,"Снег в Англии менее сильный, чем дождь, потому что _ выпадает редко.", снег, дождь
pr_ru_000490,"Снег в Англии менее сильный, чем дождь, потому что _ бывает всегда.", дождь, снег
pr_ru_000492,"Пришлось заменить колонну на прочную стену, так как _ была устойчивой к весу крыши.", колонна, стена
pr_ru_000493,"Джон не мог поставить новую кровать в своей комнате, потому что _ была слишком большой.", кровать, комната
pr_ru_000495,"Билл насыпал весь мешок земли в цветочный горшок, пока _ не наполнился.", мешок, горшок
pr_ru_000496,"Мэри бросила сельдерей в корзину, прежде чем нарезать лук, потому что _ был свежим.", сельдерей, лук
pr_ru_000497,"Вода соскользнула с дивана и попала на ковер, потому что _ водонепроницаем.", диван, ковер
pr_ru_000499,"Я хотел покрасить гараж, но решил, что имеет смысл покрасить дом, так как _ все еще выглядел свежим после прошлогоднего покрытия.", гараж, дом
pr_ru_000500,"Я хотел покрасить гараж, но решил, что имеет смысл красить дом, так как _ не выглядел свежим после прошлогоднего покрытия.", гараж, дом
pr_ru_000501,"Аромат женщины был лучше запаха мужчины, потому что _ был свежее.", аромат, запах
pr_ru_000503,"Женщина попыталась уложить фен в чемодан, но _ оказался слишком маленьким.", чемодан, фен
pr_ru_000504,"Женщина попыталась уложить фен в чемодан, но _ оказался слишком большим.", фен, чемодан
pr_ru_000505,"Я не мог использовать это слово в названии своей книги, потому что _ было очень длинным.", слово, название
pr_ru_000507,"Джеймс пожалел, что съел незрелое манго, а позже согласился съесть яблоко и обнаружил, что _ кислое.", яблоко, манго
pr_ru_000509,"Учитель обнаружил, что заключение было лучшей дисциплиной, чем отстранение, поскольку _ было бесполезным для улучшения поведения.", отстранение, задержание
pr_ru_000511,"Телеграф оказался неспособен к быстрой связи, и был заменен телефоном, поскольку _ теперь был критически важен.", телеграф, телефон
pr_ru_000513,"Мужчина решил создать картину, а не скульптуру, потому что _ сейчас идет ему не по вкусу.", скульптура, живопись
pr_ru_000514,"Дети хотели играть на чердаке, а не в подвале, так как _ им казался жутким.", чердак, подвал
pr_ru_000516,"Служанка попыталась налить чай в бумажный стаканчик, но _ оказался слишком мягким.", стакан, чай
pr_ru_000517,"Ландшафтному дизайнеру пришлось покинуть лестницу и принести газонокосилку, потому что _ была бесполезна.", лестница, газонокосилка
pr_ru_000518,"Ландшафтному проектировщику пришлось покинуть лестницу и принести газонокосилку, потому что _ была необходима.", лестница, газонокосилка
pr_ru_000519,"К сожалению, поездка на игру Dodgers была отменена, потому что _ была перенесена.", игра, поездка
pr_ru_000520,"К сожалению, поездку на игру « Доджерс » отменили, потому что _ была запланирована.", игра, поездка
pr_ru_000521,"Мужчина хотел открыть бизнес в собственном доме, но _ был слишком большим.", дом, бизнес
pr_ru_000522,"Мужчина хотел открыть бизнес в собственном доме, но _ был слишком маленьким.", дом, бизнес
pr_ru_000523,"Джен пыталась не отвлекаться, убираясь со стола и убирая телефон, но _ был слишком грязным, чтобы игнорировать его.", стол, телефон
pr_ru_000524,"Джен пыталась не отвлекаться, убираясь со стола и убирая телефон, но _ был слишком громким, чтобы игнорировать его.", стол, телефон
pr_ru_000525,"Веревка была натянута намного сильнее, чем в сети, потому что _ висела свободно.", веревка, сеть
pr_ru_000526,"Веревка была натянута намного сильнее, чем в сети, потому что _ была натянута туго.", веревка, сеть
pr_ru_000527,"Ему нравилось наносить гель на волосы больше, чем спрей, потому что _ в конечном итоге заставлял его чувствовать себя прохладно.", спрей, гель
pr_ru_000528,"Ему нравилось наносить гель на волосы больше, чем спрей, потому что _ заставлял его чувствовать себя занудным.", спрей, гель
pr_ru_000529,"Утром он мочится из мочевого пузыря в унитаз, пока _ не опустеет.", унитаз, пузырь
pr_ru_000530,"Утром он мочится из мочевого пузыря в унитаз, пока _ не наполнится.", пузырь, унитаз
pr_ru_000531,"Утюг был горячее, чем кофейник, потому что _ все еще был подключен к розетке.", кофейник, утюг
pr_ru_000532,"Утюг был холоднее кофейника, потому что _ все еще был подключен.", утюг, кофейник
pr_ru_000533,"Мальчик на велосипеде не мог поймать мальчика на скейтборде, потому что _ был медленнее.", велосипед, скейтборд
pr_ru_000534,"Мальчик на велосипеде не мог поймать мальчика на скейтборде, потому что _ был быстрее.", скейтборд, байк
pr_ru_000535,"Этот человек решил, что карьера в области географии принесет больше денег, чем карьера в области философии, потому что _ была убыточной.", география, философия
pr_ru_000536,"Этот человек решил, что карьера в области географии принесет больше денег, чем карьера в области философии, потому что _ была прибыльной.", география, философия
pr_ru_000537,"Велосипед чаще ломался, чем трехколесный велосипед, потому что _ имел плохое качество изготовления.", мотоцикл, велосипед
pr_ru_000538,"Велосипед чаще ломался, чем трехколесный велосипед, потому что _ был изготовлен на высочайшем уровне.", велосипед, мотоцикл
pr_ru_000541,"Барри вынул кусочки пиццы пепперони из теплой картонной коробки и положил их на тонкую бумажную тарелку, пока _ полностью не переполнилась.", коробка, тарелка
pr_ru_000545,"Врач попытался вылечить женщину от рака экспериментальным препаратом, но безуспешно, потому что _ был слишком сильным.", рак, препарат
pr_ru_000546,"Людям больше нравится бетон на главной улице, чем камень в переулке, потому что _ крошится.", бетон, камень
pr_ru_000548,"Химик вылил жидкость из колбы в емкость до тех пор, пока _ не наполнилась.", емкость, колба
pr_ru_000550,"Винт не мог пройти через квадратное отверстие, но гвоздь мог, поскольку _ имел правильную форму.", гвоздь, винт
pr_ru_000551,"Она купила много чая вместо кофе, потому что чувствовала, что _ хуже по вкусу.", чай, кофе
pr_ru_000552,"Она купила много чая вместо кофе, потому что чувствовала, что _ обладает исключительным ароматом.", чай, кофе
pr_ru_000554,"Дэйв не мог вести машину по дороге, потому что _ была слишком узкой.", дорога, машина
pr_ru_000555,"Она хотела пойти на рыбалку, но ее удочка была сломана, но ей подарили приманку, так что _ была старой.", приманка, удочка
pr_ru_000556,"Она хотела пойти на рыбалку, но ее удочка сломалась, но ей подарили приманку, так что _ была новой.", удочка, приманка
pr_ru_000557,"Женщина была рада, что смогла вернуть тушь и обменять ее на подводку, потому что _ была некачественной.", тушь, подводка
pr_ru_000558,"Женщина была рада, что смогла вернуть тушь и обменять ее на подводку для глаз, ведь _ была отличного качества.", тушь, подводка
pr_ru_000559,"Как и ожидалось, женщина выбрала морковь вместо кукурузы, потому что _ была ее любимым овощем.", кукуруза, морковь
pr_ru_000560,"Как и следовало ожидать, женщина выбрала морковь вместо кукурузы, потому что _ была ее наименее предпочтительным овощем.", морковь, кукуруза
pr_ru_000561,"Он собирался использовать свою лодку в реке, но _ была слишком мелкой.", лодка, река
pr_ru_000562,"Он собирался использовать свою лодку в реке, но _ была слишком старой.", река, лодка
pr_ru_000563,"В рисе было слишком много соли, но в картофеле было достаточно соли, и в результате _ был восхитительным.", картофель, рис
pr_ru_000565,"Вчера вечером в театре спектакль продолжался до 22: 00, в отличие от скетча, поэтому _ был более глубоким.", скетч, спектакль
pr_ru_000566,"Вчера вечером в театре спектакль продолжался до 22: 00, в отличие от скетча, поэтому _ был более поверхностным.", спектакль, скетч
pr_ru_000567,"Стержень не может легко перемещаться во время перемешивания жидкости в барабане, потому что _ широкий.", стержень, барабан
pr_ru_000568,"Стержень не может легко перемещаться во время перемешивания жидкости в барабане, потому что _ узкий.", стержень, барабан
pr_ru_000569,"Она предложила ему забрать картину, а скульптуру она оставит себе после развода, потому что _ была подарком ее матери.", скульптура, картина
pr_ru_000572,"Я думаю, это весело использовать губку для рисования стен вместо кисти, поскольку _ не имеет особого эффекта.", кисть, губка
pr_ru_000573,"Джеймс знал, что еда остыла, прежде чем вернуться из магазина, поэтому он купил ее в киоске, потому что _ ближе.", киоск, магазин
pr_ru_000574,"Джеймс знал, что еда остынет, прежде чем вернуться из магазина, поэтому он купил ее в киоске, потому что _ находится дальше.", магазин, киоск
pr_ru_000575,"Следователь Боб взял профиль подозреваемого и записал все на салфетке вместо бумаги, потому что _ была в наличии.", салфетка, бумага
pr_ru_000576,"Боб-следователь взял профиль подозреваемого и записал все на салфетке вместо бумаги, потому что _ была где-то в другом месте.", бумага, салфетка
pr_ru_000577,"Мужчина без труда поместил спальный мешок в багажник, потому что _ был компактным.", багажник, мешок
pr_ru_000578,"Мужчина без труда поместил спальный мешок в багажник, потому что _ был вместительным.", багажник, мешок
pr_ru_000579,"Бен хотел купить карандаш или телевизор, чтобы изменить свою жизнь, но _ был слишком дешевым.", карандаш, телевизор
