item_id,sentence,option_a,option_b,gold_answer,model_prediction,correct
pr_en_002358,"The dog was able to drink easily from the bowl, but not the pan, because the _ was tall.",bowl,pan,B,,
pr_en_002359,"Craig relies on public assistance, and Jeffrey does not. _ is living a tougher life.",Craig,Jeffrey,A,,
pr_en_002360,"Craig relies on public assistance, and Jeffrey does not. _ is living a more stable life.",Craig,Jeffrey,B,,
pr_en_002361,"Neil went online to receive his ordainment before Steven got married, because _ served as an officiant.",Neil,Steven,A,,
pr_en_002362,"Neil went online to receive his ordainment before Steven got married, because _ needed an officiant.",Neil,Steven,B,,
pr_en_002363,Jennifer is a real asshole but Katrina is not. _ has a lot of good friends.,Jennifer,Katrina,B,,
pr_en_002364,Jennifer is a real asshole but Katrina is not. _ has very few good friends.,Jennifer,Katrina,A,,
pr_en_002365,Nick bought a electric toothbrush for Eric and _ decided to buy one for themselves.,Nick,Eric,A,,
pr_en_002366,Nick received a electric toothbrush from Eric and _ decided to buy one for themselves.,Nick,Eric,B,,
pr_en_002367,James took out the carpet the dog pooped on and laid a mat because the _ is clean.,carpet,mat,B,,
pr_en_002368,James took out the carpet the dog pooped on and laid a mat because the _ is dirty.,carpet,mat,A,,
pr_en_002369,"Carrie persuaded Victoria to go into the pig pen and bring out a bowl, because _ was brave around animals.",Carrie,Victoria,B,,
pr_en_002370,"Carrie persuaded Victoria to go into the pig pen and bring out a bowl, because _ was cowardly around animals.",Carrie,Victoria,A,,
pr_en_002371,"In my opinion, oak is a far superior wood than pine, because the _ is very weak.",oak,pine,B,,
pr_en_002372,"In my opinion, oak is a far superior wood than pine, because the _ is very strong.",oak,pine,A,,
pr_en_002373,James could see the other side of the room through the plate unlike the board that was there before. Definitely the _ is opaque.,plate,board,B,,
pr_en_002374,James could see the other side of the room through the plate unlike the board that was there before. Definitely the _ is transparent.,plate,board,A,,
pr_en_002375,He put rose petals all the way from the front door to the bedroom for his wife when she got home and came through the _ .,front door,rose petals,A,,
pr_en_002376,He put rose petals all the way from the front door to the bedroom for his wife when she got home and saw the _ .,front door,rose petals,B,,
pr_en_002377,Carrie put on gloves and Samantha didn't because _ didn't mind touching anything dirty while cleaning.,Carrie,Samantha,B,,
pr_en_002378,Carrie put on gloves and Samantha didn't because _ didn't like to touch anything dirty while cleaning.,Carrie,Samantha,A,,
pr_en_002379,Joel but not Randy met many people because _ did not know how to carry a good conversation.,Joel,Randy,B,,
pr_en_002380,Joel but not Randy met many people because _ knew how to carry a good conversation.,Joel,Randy,A,,
pr_en_002381,The turtle saw a race and a piece of lettuce. He chose the _ because he was hungry.,race,piece of lettuce,B,,
pr_en_002382,The turtle saw a race and a piece of lettuce. He chose the _ because he was full.,race,piece of lettuce,A,,
pr_en_002383,Adam followed the instructions for eating after getting wisdom teeth removed from Steven because _ was his patient.,Adam,Steven,A,,
pr_en_002384,Adam followed the instructions for eating after getting wisdom teeth removed from Steven since _ was his dentist.,Adam,Steven,B,,
pr_en_002385,"Robert trusted Leslie to broker his money online because, between the two of them, _ was the amateur investor.",Robert,Leslie,A,,
pr_en_002386,"Robert trusted Leslie to broker his money online because, between the two of them, _ was the master investor.",Robert,Leslie,B,,
pr_en_002387,The kids were excited to leave school to go to the party because the _ was boring.,party,school,B,,
pr_en_002388,The kids were excited to leave school to go to the party because the _ was fun.,party,school,A,,
pr_en_002389,"Mary has bad dandruff, but Cynthia has never had that issue. _ lives in a wetter climate.",Mary,Cynthia,B,,
pr_en_002390,"Mary has bad dandruff, but Cynthia has never had that issue. _ lives in a dryer climate.",Mary,Cynthia,A,,
pr_en_002391,To prepare for the meal the chef only cooked the meat and not the vegetable because the _ was all ready.,meat,vegetable,B,,
pr_en_002392,To prepare for the meal the chef only cooked the meat and not the vegetable because the _ was raw.,meat,vegetable,A,,
pr_en_002393,Leslie wanted to cosplay with Samuel because he always had a lot of fun with _ there.,Leslie,Samuel,B,,
pr_en_002394,Leslie wanted to cosplay with Samuel because _ always had a lot of fun with him there.,Leslie,Samuel,A,,
pr_en_002395,"Samantha was jealous about Angela's health, so _ told them to start taking more vitamins.",Samantha,Angela,B,,
pr_en_002396,"Samantha was worried about Angela's health, so _ told them to start taking more vitamins.",Samantha,Angela,A,,
pr_en_002397,The pill could not be crushed under that wood that it was placed. The _ it too soft.,wood,pill,A,,
pr_en_002398,The pill could not be crushed under that wood that it was placed. The _ it too hard.,wood,pill,B,,
pr_en_002399,"In dire need of a new kidney, Ryan sought out Jason so _ could agree to donate him one.",Ryan,Jason,B,,
pr_en_002400,"In dire need of a new kidney, Ryan sought out Jason so _ could beg him to donate one.",Ryan,Jason,A,,
pr_en_002401,Christine grew a lot of hay on their farm but not Monica because _ bred flying animals.,Christine,Monica,B,,
pr_en_002402,Christine grew a lot of hay on their farm but not Monica because _ bred grazing animals.,Christine,Monica,A,,
pr_en_002403,"I prefer sending emails much more than I like sending letters, because the _ are convenient.",emails,letters,A,,
pr_en_002404,"I prefer sending emails much more than I like sending letters, because the _ are inconvenient.",emails,letters,B,,
pr_en_002405,"Shawn bought a guitar that came with a case and an extra string, but the _ was too big for the car.",string,case,B,,
pr_en_002406,"Shawn bought a guitar that came with a case and an extra string, but the _ got lost in the car.",string,case,A,,
pr_en_002407,"John could not see the fish in the tank, but clearly saw the fish in the aquarium, because the water in the _ was dirty.",tank,aquarium,A,,
pr_en_002408,"John could not see the fish in the tank, but clearly saw the fish in the aquarium, because the water in the _ was clean.",tank,aquarium,B,,
pr_en_002409,Latoya was running and could see through the forest but not the garden because the _ was dense.,forest,garden,B,,
pr_en_002410,Latoya was running and could see through the forest but not the garden because the _ was sparse.,forest,garden,A,,
pr_en_002411,Keeping to a daily routine was easier for Monica than Victoria because _ had very little self discipline.,Monica,Victoria,B,,
pr_en_002412,Keeping to a daily routine was easier for Monica than Victoria because _ had good self discipline.,Monica,Victoria,A,,
pr_en_002413,"Angela was more in love than Katrina was, and _ was afraid if she should lose her.",Angela,Katrina,A,,
pr_en_002414,"Angela was more in love than Katrina was, and _ was indifferent if she should lose her.",Angela,Katrina,B,,
pr_en_002415,"Robert couldn't wait for the pear tree to grow fruit, though Jeffrey was less excited. _ always liked pears.",Robert,Jeffrey,A,,
pr_en_002416,"Robert couldn't wait for the pear tree to grow fruit, though Jeffrey was less excited. _ never liked pears.",Robert,Jeffrey,B,,
pr_en_002417,Jennifer didn't mind doing ironing but Tanya couldn't stand it. _ spent hardly any money at the dry cleaners.,Jennifer,Tanya,A,,
pr_en_002418,Jennifer didn't mind doing ironing but Tanya couldn't stand it. _ spent a good sum of money at the dry cleaners.,Jennifer,Tanya,B,,
pr_en_002419,Kayla didn't put a pumpkin and candy on their porch like Patricia did because _ doesn't celebrate Halloween.,Kayla,Patricia,A,,
pr_en_002420,Kayla didn't put a pumpkin and candy on their porch like Patricia did because _ celebrates Halloween.,Kayla,Patricia,B,,
pr_en_002421,"Eric put out his electrical fire with baking soda, while Craig tried water. The house of _ burned down.",Eric,Craig,B,,
pr_en_002422,"Eric put out his electrical fire with baking soda, while Craig tried water. The house of _ survived.",Eric,Craig,A,,
pr_en_002423,Amy made a lot of enemies in life but Laura did not. _ was always unhappy.,Amy,Laura,A,,
pr_en_002424,Amy made a lot of enemies in life but Laura did not. _ was always happy.,Amy,Laura,B,,
pr_en_002425,"Jennifer wanted to relax, so Sarah treated her to a trip to the spa. _ spent no money.",Jennifer,Sarah,A,,
pr_en_002426,"Jennifer wanted to relax, so Sarah treated her to a trip to the spa. _ spent too much money.",Jennifer,Sarah,B,,
pr_en_002427,Ryan told Steven how he found a human skull in the woods.  _ was scared when he found it.,Ryan,Steven,A,,
pr_en_002428,Ryan told Steven how he found a human skull in the woods.  _ was skeptical that he found it.,Ryan,Steven,B,,
pr_en_002429,"Bob wanted to add insulation to the wall of his house, but the _ was too thick.",wall,insulation,B,,
pr_en_002430,"Bob wanted to add insulation to the wall of his house, but the _ was too thin.",wall,insulation,A,,
pr_en_002431,"The windows of Brad's home need replacing, while the doors are fine. So, the _ are likely newer.",windows,doors,B,,
pr_en_002432,"The windows of Brad's home need replacing, while the doors are fine. So, the _ are likely rotting.",windows,doors,A,,
pr_en_002433,Tim went to ride his motorbike down the coast this morning and checked the tire pressure which was low enough to not ride the _ down the coast today.,motorbike,coast,A,,
pr_en_002434,Tim went to ride his motorbike down the coast this morning and checked the tire pressure which was high enough to safely ride down the _ today.,motorbike,coast,B,,
pr_en_002435,The little boy tried to store his pet gecko in the cage but the _ was too large.,gecko,cage,A,,
pr_en_002436,The little boy tried to store his pet gecko in the cage but the _ was too small.,gecko,cage,B,,
pr_en_002437,"The scarf Bob's mother made for him would not fit around his neck, the _ was too large.",scarf,neck,B,,
pr_en_002438,"The scarf Bob's mother made for him would not fit around his neck, the _ was too small.",scarf,neck,A,,
pr_en_002439,Brian's hair always got big when it was humid. Dennis bought a dehumidifier to help. _ was grateful for the gesture.,Brian,Dennis,A,,
pr_en_002440,Brian's hair always got big when it was humid. Dennis bought a dehumidifier to help. _ was proud of the gesture.,Brian,Dennis,B,,
pr_en_002441,The area was easier to navigate for Aaron than for Jason because _ never had a house there.,Aaron,Jason,B,,
pr_en_002442,The area was easier to navigate for Aaron than for Jason because _ used to have a house there.,Aaron,Jason,A,,
pr_en_002443,The old plastic caps were replaced by wooden corks because the _ were very leaky.,caps,corks,A,,
pr_en_002444,The old plastic caps were replaced by wooden corks because the _ were very watertight.,caps,corks,B,,
pr_en_002445,"Studying philosophy was easier for Jessica than Maria, since _ had rarely thought long and hard about abstract concepts.",Jessica,Maria,B,,
pr_en_002446,"Studying philosophy was easier for Jessica than Maria, since _ had always thought long and hard about abstract concepts.",Jessica,Maria,A,,
pr_en_002447,"Kenneth was less concerned with the environment than Adam , so _ always used plastic bags.",Kenneth,Adam,A,,
pr_en_002448,"Kenneth was less concerned with the environment than Adam , so _ never used plastic bags.",Kenneth,Adam,B,,
pr_en_002449,"After her lips swelled up, Brian gave all the lip gloss to Christopher since _ was sensitive to it.",Brian,Christopher,A,,
pr_en_002450,"After her lips swelled up, Brian gave all the lip gloss to Christopher since _ was insensitive to it.",Brian,Christopher,B,,
pr_en_002451,Adam was very good at performing tricks but Hunter was not. _ amazed all their friends at parties.,Adam,Hunter,A,,
pr_en_002452,Adam was very good at performing tricks but Hunter was not. _ bored all their friends at parties.,Adam,Hunter,B,,
pr_en_002453,Scott saw his company's profit sheet and asked for a raise. It was denied because the _ was too big.,raise,profit,A,,
pr_en_002454,Scott saw his company's profit sheet and asked for a raise. It was denied because the _ was too small.,raise,profit,B,,
pr_en_002455,"Christopher was an expert jeweler compared to Matthew' who is an amateur, so _ was the dealer swindled by a fake sapphire.",Christopher,Matthew,B,,
pr_en_002456,"Christopher was a novice jeweler compared to Matthew's expertise, so _ was the dealer swindled by a fake sapphire.",Christopher,Matthew,A,,
pr_en_002457,Kenneth didn't drop the children off at the nursery today unlike Hunter because _ children were healthy.,Kenneth,Hunter,B,,
pr_en_002458,Kenneth didn't drop the children off at the nursery today unlike Hunter because _ children were sick.,Kenneth,Hunter,A,,
pr_en_002459,"Mary traded the jelly beans for the chocolate candies, because she didn't like the taste of the _ .",jelly beans,chocolate candies,A,,
pr_en_002460,"Mary traded the jelly beans for the chocolate candies, because she really enojyed the taste of the _ .",jelly beans,chocolate candies,B,,
pr_en_002461,"The woman furrowed her eyebrows, because between a bike and car, the _ was going faster.",bike,car,B,,
pr_en_002462,"The woman raised her eyebrows, because between a bike and car, the _ was going faster.",bike,car,A,,
pr_en_002463,Cynthia bought mats to show Victoria how to do meditation because _ was a very nervous person.,Cynthia,Victoria,B,,
pr_en_002464,Cynthia bought mats to show Victoria how to do meditation because _ was a very caring person.,Cynthia,Victoria,A,,
pr_en_002465,Jessica could see the clear out of the forest while Mary came up with a plan because _ was a leader.,Jessica,Mary,B,,
pr_en_002466,Jessica could see the clear out of the forest while Mary came up with a plan because _ had binoculars.,Jessica,Mary,A,,
pr_en_002467,Monica didn't want to hire a lawyer but Lindsey did because _ is trusting of lawyers.,Monica,Lindsey,B,,
pr_en_002468,Monica didn't want to hire a lawyer but Lindsey did because _ is suspicious of lawyers.,Monica,Lindsey,A,,
pr_en_002469,Lindsey had watery eyes but not Patricia because _ was storing onions in the kitchen.,Lindsey,Patricia,B,,
pr_en_002470,Lindsey had watery eyes but not Patricia because _ was cutting onions in the kitchen.,Lindsey,Patricia,A,,
pr_en_002471,"Monica sent Sarah a care package of homemade maple syrup, because _ lived in Vermont.",Monica,Sarah,A,,
pr_en_002472,"Monica sent Sarah a care package of homemade maple syrup, because _ lived in California.",Monica,Sarah,B,,
pr_en_002473,So _ turned off the fan because Christine was hot while Victoria was cold for some reason.,Christine,Victoria,B,,
pr_en_002474,So _ turned on the fan because Christine was hot while Victoria was cold for some reason.,Christine,Victoria,A,,
pr_en_002475,"In Japan, a superhighway was scheduled to be built over the span of ten years, but the budget ran out. The _ was never realized.",superhighway,budget,A,,
pr_en_002476,"In Japan, a superhighway was scheduled to be built over the span of ten years, but the budget ran out. The _ was not enough.",superhighway,budget,B,,
pr_en_002477,"The teacher did not know what was the worst injuries between a broken hand or foot. She said that with the _ , you couldn't write.",hand,foot,A,,
pr_en_002478,"The teacher did not know what was  the worst injuries  between a broken hand or foot. She said that with the _ , you couldn't walk.",hand,foot,B,,
pr_en_002479,"Brett didn't believe Craig that essential oils worked, until _ proved that they were indeed effective.",Brett,Craig,B,,
pr_en_002480,"Brett didn't believe Craig that essential oils worked, until _ learned that they were indeed effective.",Brett,Craig,A,,
pr_en_002481,Lawrence knew how to mix soap and water better than Jeffrey because _ had a lot of chores that involved walking the dog.,Lawrence,Jeffrey,B,,
pr_en_002482,Lawrence knew how to mix soap and water better than Jeffrey because _ had a lot of chores that involved cleaning.,Lawrence,Jeffrey,A,,
pr_en_002483,Aaron was always committing all sorts of crimes but Hunter was law abiding. _ often needs the services of a lawyer.,Aaron,Hunter,A,,
pr_en_002484,Aaron was always committing all sorts of crimes but Hunter was law abiding. _ rarely need the services of a lawyer.,Aaron,Hunter,B,,
pr_en_002485,"Megan took Erin's dog for a groom, although _ did not like for the animal.",Megan,Erin,A,,
pr_en_002486,"Megan took Erin's dog for a groom, knowing _ cared very much for the animal.",Megan,Erin,B,,
pr_en_002487,"The tattoo would not work on his arm, but was great on his chest, as the _ was too narrow for the artwork.",arm,chest,A,,
pr_en_002488,"The tattoo would not work on his arm, but was great on his chest, as the _ was wide enough for the artwork.",arm,chest,B,,
pr_en_002489,"Amy's handwriting was meticulous, while Cynthia's handwriting was often sloppy, because _ was careless about their work.",Amy,Cynthia,A,,
pr_en_002490,"Amy's handwriting was meticulous, while Cynthia's handwriting was often sloppy, because _ was careful about their work.",Amy,Cynthia,B,,
pr_en_002491,"Kevin was worried Kenneth would win the cross country race, because _ was currently behind.",Kevin,Kenneth,A,,
pr_en_002492,"Kevin was worried Kenneth would win the cross country race, because _ was currently ahead.",Kevin,Kenneth,B,,
pr_en_002493,"Quinn felt he was more brave when using the sword and not the gun, because the _ required distant engagement.",sword,gun,B,,
pr_en_002494,"Quinn felt he was more brave when using the sword and not the gun, because the _ required closer engagement.",sword,gun,A,,
pr_en_002495,Christine was in the lead in the video game while Monica was in last because _ got a head start.,Christine,Monica,A,,
pr_en_002496,Christine was in the lead in the video game while Monica was in last because _ was slow to start.,Christine,Monica,B,,
pr_en_002497,"At the park, Rachel wanted to feed the birds with bird food. Samantha said this was a waste of money. _ didn't care that they wouldn't feed the birds.",Rachel,Samantha,B,,
pr_en_002498,"At the park, Rachel wanted to feed the birds with bird food. Samantha said this was a waste of money. _ was sad they wouldn't feed the birds.",Rachel,Samantha,A,,
pr_en_002499,"Erin was intuitive and compassionate, while Jessica was egotistical and selfish. _ was an excellent friend to have.",Erin,Jessica,A,,
pr_en_002500,"Erin was intuitive and compassionate, while Jessica was egotistical and selfish. _ was an awful friend to have.",Erin,Jessica,B,,
pr_en_002501,Jennifer has the phone ringer set louder than Patricia because _ is hard of hearing.,Jennifer,Patricia,A,,
pr_en_002502,Jennifer has the phone ringer set softer than Patricia because _ is hard of hearing.,Jennifer,Patricia,B,,
pr_en_002503,Practicing for hours on the piano suited Donald but not Lawrence because _ had no desire to play music.,Donald,Lawrence,B,,
pr_en_002504,Practicing for hours on the piano suited Donald but not Lawrence because _ had a desire to play music.,Donald,Lawrence,A,,
pr_en_002505,I could not forgive the hurt and regret he made me feel as much as I love him because the _ is too weak.,regret,love,B,,
pr_en_002506,I could not forgive the hurt and regret he made me feel as much as I love him because the _ is too strong.,regret,love,A,,
pr_en_002507,Neil was looking for a soulmate and Dennis was looking for a friend. _ fell in love with a friend that day.,Neil,Dennis,A,,
pr_en_002508,Neil was looking for a soulmate and Dennis was looking for a friend. _ made a new friend that day.,Neil,Dennis,B,,
pr_en_002509,"Monica was always surprising Lindsey with gifts, so _ headed to the store to buy a return present.",Monica,Lindsey,B,,
pr_en_002510,"Monica was always surprising Lindsey with gifts, so _ headed to the store to buy another present.",Monica,Lindsey,A,,
pr_en_002511,"Learning to face your obstacles was a lesson Victoria learned in life earlier than Patricia, _ was the youngest of the two.",Victoria,Patricia,B,,
pr_en_002512,"Learning to face your obstacles was a lesson Victoria learned in life earlier than Patricia, _ was the oldest of the two.",Victoria,Patricia,A,,
pr_en_002513,"When he wanted to transition a firefighter, they told him he was too short and weak. The _ issue was easier to resolve.",short,weak,B,,
pr_en_002514,"When he wanted to transition a firefighter, they told him he was too short and weak. The _ issue was harder to resolve.",short,weak,A,,
pr_en_002515,"She always spray the room with an aromatizante after he smokes a cigarette there, because the _ smells nice.",aromatizante,cigarette,A,,
pr_en_002516,"She always spray the room with an aromatizante after he smokes a cigarette there, because the _ smells bad.",aromatizante,cigarette,B,,
pr_en_002517,"Sara told her husband he should use the sheet to hang himself and not the scarf, because the _ was shorter.",sheet,scarf,B,,
pr_en_002518,"Sara told her husband he should use the sheet to hang himself and not the scarf, because the _ was longer.",sheet,scarf,A,,
pr_en_002519,"The elastic band could stretch between the chairs but not around the beds, as the _ were close to each other.",chairs,beds,A,,
pr_en_002520,"The elastic band could stretch between the chairs but not around the beds, as the _ were far from each other.",chairs,beds,B,,
pr_en_002521,Rachel but not Angela bought toothpaste that would eradicate bacteria because _ had a mild case of gum disease.,Rachel,Angela,A,,
pr_en_002522,Rachel but not Angela bought toothpaste that would eradicate bacteria because _ did not have a mild case of gum disease.,Rachel,Angela,B,,
pr_en_002523,"Paul served the chocolate milk in a glass instead of the plastic cup, because the _ was unbroken.",cup,glass,B,,
pr_en_002524,"Paul served the chocolate milk in a glass instead of the plastic cup, because the _ was cracked.",cup,glass,A,,
pr_en_002525,Adam was more likely to go to the market than Jason because _ had plenty of groceries.,Adam,Jason,B,,
pr_en_002526,Adam was more likely to go to the market than Jason because _ was nearly out of groceries.,Adam,Jason,A,,
pr_en_002527,"They chose to dye the shirt instead of paint it during the festival, since the _ was more vibrant.",dye,paint,A,,
pr_en_002528,"They chose to dye the shirt instead of paint it during the festival, since the _ was more dull.",dye,paint,B,,
pr_en_002529,"She put mustard on the sandwiches, but not on the fries, because she thought the _ had been served tasty.",sandwiches,fries,B,,
pr_en_002530,"She put mustard on the sandwiches, but not on the fries, because she thought the _ had been served bland.",sandwiches,fries,A,,
pr_en_002531,Laura attained much better grades in school than Elena did because _ studied really hard.,Laura,Elena,A,,
pr_en_002532,Laura attained much better grades in school than Elena did because _ did not study really hard.,Laura,Elena,B,,
pr_en_002533,Amy went to a buffet. She couldn't finish eating the eggs but could eat all the tomatoes because there was a minuscule amount of the _ on her plate.,tomatoes,eggs,A,,
pr_en_002534,Amy went to a buffet. She couldn't finish eating the eggs but could eat all the tomatoes because there was a grand amount of the _ on her plate.,tomatoes,eggs,B,,
pr_en_002535,The barber tried to use the comb to brush the hair but the _ was too weak.,hair,comb,B,,
pr_en_002536,The barber tried to use the comb to brush the hair but the _ was too tough.,hair,comb,A,,
pr_en_002537,"While walking through the store, Carrie bought a shirt for Mary because _ had no style.",Carrie,Mary,B,,
pr_en_002538,"While walking through the store, Carrie bought a shirt for Mary because _ had great style.",Carrie,Mary,A,,
pr_en_002539,The water spilling out of the pot put out the fire on the stove. The _ is plentiful.,water,fire,A,,
pr_en_002540,The water spilling out of the pot put out the fire on the stove. The _ is weak.,water,fire,B,,
pr_en_002541,Dennis found it easier to remember the school material than Donald because _ did not study at night.,Dennis,Donald,B,,
pr_en_002542,Dennis found it easier to remember the school material than Donald because _ studied at night.,Dennis,Donald,A,,
pr_en_002543,Julie emptied the water bottle into the cup on her desk until the _ was full.,bottle,cup,B,,
pr_en_002544,Julie emptied the water bottle into the cup on her desk until the _ was empty.,bottle,cup,A,,
pr_en_002545,"We didn't use the dryer but opted for the clothesline instead, as the _ would not let our clothes shrink.",dryer,clothesline,B,,
pr_en_002546,"We didn't use the dryer but opted for the clothesline instead, as the _ would make our clothes shrink.",dryer,clothesline,A,,
pr_en_002547,"The body of Dennis looks a lot thicker than that of Steven, due to _ being on a diet.",Dennis,Steven,B,,
pr_en_002548,"The body of Dennis looks a lot slimmer than that of Steven, due to _ being on a diet.",Dennis,Steven,A,,
pr_en_002549,Cynthia loved lounging on the deck in the morning while Kayla preferred to lounge in the evening. _ decided to watch the sunset for a change.,Cynthia,Kayla,A,,
pr_en_002550,Cynthia loved lounging on the deck in the morning while Kayla preferred to lounge in the evening. _ decided to watch the sunrise for a change.,Cynthia,Kayla,B,,
pr_en_002551,"Mike dumped the juice out of the baby bottle and filled it with milk, because the _ was fresher.",juice,milk,B,,
pr_en_002552,"Mike dumped the juice out of the baby bottle and filled it with milk, because the _ was older.",juice,milk,A,,
pr_en_002553,"To beat blackjack, Adam counted the cards as Robert dealt them out, but it was quite obvious. _ alerted his pit boss.",Adam,Robert,B,,
pr_en_002554,"To beat blackjack, Adam counted the cards as Robert dealt them out, but it was quite obvious. _ ran from the pit boss.",Adam,Robert,A,,
pr_en_002555,"Jennifer needed produce, so she went to the market and she chose the broccoli instead of the lettuce because the _ looked fresh.",broccoli,lettuce,A,,
pr_en_002556,"Jennifer needed produce, so she went to the market and she chose the broccoli instead of the lettuce because the _ looked stale.",broccoli,lettuce,B,,
pr_en_002557,The ninja waited until the night to attack instead of the day because it would be harder to see him in the _ .,night,day,A,,
pr_en_002558,The ninja waited until the night to attack instead of the day because it would be easier to see him in the _ .,night,day,B,,
pr_en_002559,"David finished his pasta while Mark couldn't finish his lasagna, because the _ portion was smaller.",pasta,lasagna,A,,
pr_en_002560,"David finished his pasta while Mark couldn't finish his lasagna, because the _ portion was larger.",pasta,lasagna,B,,
pr_en_002561,Donald wanted to take a nap but Nelson didn't so _ had to go to bed because they are nice.,Donald,Nelson,B,,
pr_en_002562,Donald wanted to take a nap but Nelson didn't so _ had to stay up because they are nice.,Donald,Nelson,A,,
pr_en_002563,"Matthew poked Kyle on various parts of his body for pain, because _ is a patient.",Matthew,Kyle,B,,
pr_en_002564,"Matthew poked Kyle on various parts of his body for pain, because _ is a doctor.",Matthew,Kyle,A,,
pr_en_002565,"She climbed the tree in the rain, but not in the wind, because the _ was really strong.",wind,rain,A,,
pr_en_002566,"She climbed the tree in the rain, but not in the wind, because the _ was really weak.",wind,rain,B,,
pr_en_002567,He couldn't decide between the guitar and the harmonica but he ended up choosing the harmonica because the _ was more expensive.,harmonica,guitar,B,,
pr_en_002568,He couldn't decide between the guitar and the harmonica but he ended up choosing the harmonica because the _ was cheaper.,harmonica,guitar,A,,
pr_en_002569,Robert ate heavily compared to Michael because _ was a model preparing for the fashion show.,Robert,Michael,B,,
pr_en_002570,Robert ate lightly compared to Michael because _ was a model preparing for the fashion show.,Robert,Michael,A,,
pr_en_002571,The toddler preferred to play with the ball than with the bike because the _ needed less coordination.,ball,bike,A,,
pr_en_002572,The toddler preferred to play with the ball than with the bike because the _ needed more coordination.,ball,bike,B,,
pr_en_002573,The conservative judge in the hair competition liked Jessica's style more than Christine's because _ went for a more unorthodox design.,Jessica,Christine,B,,
pr_en_002574,The conservative judge in the hair competition liked Jessica's style more than Christine's because _ went for a more traditional design.,Jessica,Christine,A,,
pr_en_002575,"Cynthia thought that the scenario was wonderful unlike Felicia, because _ believed that it was fake.",Cynthia,Felicia,B,,
pr_en_002576,"Cynthia thought that the scenario was wonderful unlike Felicia, because _ believed that it was real.",Cynthia,Felicia,A,,
pr_en_002577,Hunter happens to be more emotionally independent than Adam because _ is in an unhealthy relationship.,Hunter,Adam,B,,
pr_en_002578,Hunter happens to be more emotionally independent than Adam because _ is in a healthy relationship.,Hunter,Adam,A,,
pr_en_002579,James tried to buy the last vitamin from the store until he ran out of cash. The _ is low.,vitamin,cash,B,,
pr_en_002580,James tried to buy the last vitamin from the store until he ran out of cash. The _ is expensive.,vitamin,cash,A,,
pr_en_002581,The dog ran up to Leslie and away from Lawrence because _ had soap for the dog to take a bath.,Leslie,Lawrence,B,,
pr_en_002582,The dog ran away from Leslie and stopped at Lawrence because _ had soap for the dog to take a bath.,Leslie,Lawrence,A,,
pr_en_002583,"Joel didn't realize that Brian wasn't allowed to eat pork for religious reasons, so _ cooked a pork chop for dinner.",Joel,Brian,A,,
pr_en_002584,"Joel didn't realize that Brian wasn't allowed to eat pork for religious reasons, so _ couldn't eat the pork chop for dinner.",Joel,Brian,B,,
pr_en_002585,"The plane took off without any engine problems, but when they got to altitude, the _ start to shake violently.",plane,engine,A,,
pr_en_002586,"The plane took off without any engine problems, but when they got to altitude, the _ start to sputter.",plane,engine,B,,
pr_en_002587,"Jeffrey always wanted a pet quail, but Derrick never wanted pets, so _ went to a pet store to look at some quail chicks.",Jeffrey,Derrick,A,,
pr_en_002588,"Jeffrey always wanted a pet quail, but Derrick never wanted pets, so _ never went to a pet store to look at animals.",Jeffrey,Derrick,B,,
pr_en_002589,"While Derrick ate worse than Dennis generally, _ did like the taste of pears a bit more.",Derrick,Dennis,A,,
pr_en_002590,"While Derrick ate worse than Dennis generally, _ did like the taste of pears a bit less.",Derrick,Dennis,B,,
pr_en_002591,Dennis was teaching Derrick how to kick when swimming since _ had been swimming for only a few weeks now.,Dennis,Derrick,B,,
pr_en_002592,Dennis was teaching Derrick how to kick when swimming since _ had been swimming for several years now.,Dennis,Derrick,A,,
pr_en_002593,"Yoga suits Amy, but is not something that's possible for Mary due to _ being spiritual.",Amy,Mary,A,,
pr_en_002594,"Yoga suits Amy, but is not something that's possible for Mary due to _ being handicapped.",Amy,Mary,B,,
pr_en_002595,Christine was having trouble opening their computer downloads and asked Rebecca for help because _ worked with computers a lot.,Christine,Rebecca,B,,
pr_en_002596,Christine was having trouble opening their computer downloads and asked Rebecca for help because _ couldn't figure it out.,Christine,Rebecca,A,,
pr_en_002597,"A very single Christopher wanted Matthew's boyfriend, so _ broke them up by spreading rumors about them.",Christopher,Matthew,A,,
pr_en_002598,"A very single Christopher wanted Matthew's boyfriend, so _ kept them apart by spreading rumors about them.",Christopher,Matthew,B,,
pr_en_002599,"I drank the medicine, but I didn't like it as much as juice because the _ tasted bad.",medicine,juice,A,,
pr_en_002600,"I drank the medicine, but I didn't like it as much as juice because the _ tasted good.",medicine,juice,B,,
pr_en_002601,At dinner Felicia decided to pay for Elena's meal because _ had received a large bonus today.,Felicia,Elena,A,,
pr_en_002602,At dinner Felicia decided to pay for Elena's meal because _ had received a large bill today.,Felicia,Elena,B,,
pr_en_002603,"International flights were handled by the helicopters rather than the jets, as the _ had less access to foreign airspace.",helicopters,jets,B,,
pr_en_002604,"International flights were handled by the helicopters rather than the jets, as the _ had better access to foreign airspace.",helicopters,jets,A,,
pr_en_002605,Jason told Ian they would stop at the pet store on the way home so _ didn't have to go pick up a crate.,Jason,Ian,B,,
pr_en_002606,Jason told Ian they would stop at the pet store on the way home so _ could pick up a crate.,Jason,Ian,A,,
