item_id,premise,hypothesis
ps_ru_001149,"Пока вы не сделаете арифметику, вы не поймете, что по мнению Линкольна критическим моментом основания был 1776 год, когда была подписана Декларация Независимости.",Ряд историков не соглаается с Линкольном по поводу интерпретации этих дат.
ps_ru_001150,"Тем не менее, если я сравню здание RCA  Худа и здание Pan Am Гропиуса (в настоящее время здание MetLife), не остается никаких сомнений относительно того, кто являлся более креативным дизайнером.","У здание Центра Рокфеллера, построенного архитектором Худом был более талантливый дизайнер."
ps_ru_001151,"Тем не менее, если я сравню здание RCA  Худа и здание Pan Am Гропиуса (в настоящее время здание MetLife), не остается никаких сомнений относительно того, кто являлся более креативным дизайнером.",Ар-Си-Эй-Билдинг Худа сравнивают с ПанАм Билдинг Гропиуса.
ps_ru_001152,"Тем не менее, если я сравню здание RCA  Худа и здание Pan Am Гропиуса (в настоящее время здание MetLife), не остается никаких сомнений относительно того, кто являлся более креативным дизайнером.",Ни у одно из зданий не было талантливого дизайнера.
ps_ru_001153,"Два очень старых романса, которые по-прежнему поют на юго-западе, - это La Delgadina, который рассказывает о  кровосмешении, и La Aparicien, датируемый пятнадцатым веком в Испании.",Ла Дельгадина исчезла.
ps_ru_001154,"Два очень старых романса, которые по-прежнему поют на юго-западе, - это La Delgadina, который рассказывает о  кровосмешении, и La Aparicien, датируемый пятнадцатым веком в Испании.",Ла Дельгандина все еще остается в Нью-Мексико.
ps_ru_001155,"Два очень старых романса, которые по-прежнему поют на юго-западе, - это La Delgadina, который рассказывает о  кровосмешении, и La Aparicien, датируемый пятнадцатым веком в Испании.",La Delgadina все ещё популярна на югозападе.
ps_ru_001156,"Судя по тому же признаку, общий риск, связанный с непостоянством потребителей, множественностью сезонов продаж и сегментацией рынков, в сочетании с бешеной конкуренцией со стороны иностранных производителей, привел к тому, что американским розничным сетям и производителям всё труднее справляться с ситуацией.",90% американских предприятий розничной торговли терпят неудачу.
ps_ru_001157,"Судя по тому же признаку, общий риск, связанный с непостоянством потребителей, множественностью сезонов продаж и сегментацией рынков, в сочетании с бешеной конкуренцией со стороны иностранных производителей, привел к тому, что американским розничным сетям и производителям всё труднее справляться с ситуацией.",Американские предприятия розничной торговли сейчас процветают.
ps_ru_001158,"Судя по тому же признаку, общий риск, связанный с непостоянством потребителей, множественностью сезонов продаж и сегментацией рынков, в сочетании с бешеной конкуренцией со стороны иностранных производителей, привел к тому, что американским розничным сетям и производителям всё труднее справляться с ситуацией.",Розничным торговцам тяжело преуспеть в Америке.
ps_ru_001159,"Девочка Соня завопила и заметалась, к чему Мередит была привычна.",Дочь Мередита Соня закричала и заметалась.
ps_ru_001160,"Девочка Соня завопила и заметалась, к чему Мередит была привычна.","Соня истерически кричала, топчась на месте, как это обычно делала Мередит."
ps_ru_001161,"Девочка Соня завопила и заметалась, к чему Мередит была привычна.","Соня, женщина пожилая, казалась угрюмой, но  перед Мередит сохраняла хладнокровие."
ps_ru_001162,"Это место находится рядом со студенческим общежитием, известным как Квадрат, а также неподалеку от расположенного вокруг дворов комплекса зданий в яковетинском стиле.",Quad - это барбершоп.
ps_ru_001163,"Это место находится рядом со студенческим общежитием, известным как Квадрат, а также неподалеку от расположенного вокруг дворов комплекса зданий в яковетинском стиле.",Квад - это спальня для студентов обоего пола.
ps_ru_001164,"Это место находится рядом со студенческим общежитием, известным как Квадрат, а также неподалеку от расположенного вокруг дворов комплекса зданий в яковетинском стиле.",The Quad — это студенческое общежитие.
ps_ru_001165,Другие не уделяют должного внимания удовлетворению потребностей клиентов.,Бейсбольные мячи не достаточно белые.
ps_ru_001166,Другие не уделяют должного внимания удовлетворению потребностей клиентов.,Остальные работаю плохо.
ps_ru_001167,Другие не уделяют должного внимания удовлетворению потребностей клиентов.,Остальных достаточно.
ps_ru_001168,"Главный вывод, который можно сделать из нашего моделирования, состоит в том, что автономные агенты в паре с одним или более автокаталитическим или рабочим циклом представляют собой вполне оправданный, хотя и новый вид неравновесной, открытой сети химической реакции.",Мы можем сделать вывод из нашего моделирования.
ps_ru_001169,"Главный вывод, который можно сделать из нашего моделирования, состоит в том, что автономные агенты в паре с одним или более автокаталитическим или рабочим циклом представляют собой вполне оправданный, хотя и новый вид неравновесной, открытой сети химической реакции.","Мы можем сделать заключение с помощью симуляции, которую мы провели на компьютере."
ps_ru_001170,"Главный вывод, который можно сделать из нашего моделирования, состоит в том, что автономные агенты в паре с одним или более автокаталитическим или рабочим циклом представляют собой вполне оправданный, хотя и новый вид неравновесной, открытой сети химической реакции.",Мы не можем делать выводы.
ps_ru_001171,"Следствием этого является то, что в упорядоченном режиме наблюдается весьма характерное распределение размеров лавин, и очень отличающееся распределение — в хаотическом режиме.",Режим — на севере.
ps_ru_001172,"Следствием этого является то, что в упорядоченном режиме наблюдается весьма характерное распределение размеров лавин, и очень отличающееся распределение — в хаотическом режиме.",В режиме бывают провалы.
ps_ru_001173,"Следствием этого является то, что в упорядоченном режиме наблюдается весьма характерное распределение размеров лавин, и очень отличающееся распределение — в хаотическом режиме.",В режиме нет лавин.
ps_ru_001174,"Кирпичи Adobe изготовлены из смеси глины и песка, иногда просто называемой грязевой соломой, и медленно высушиваются на солнце.",Кирпич-сырец необходимо изготавливать в теплом сухом месте.
ps_ru_001175,"Кирпичи Adobe изготовлены из смеси глины и песка, иногда просто называемой грязевой соломой, и медленно высушиваются на солнце.",Грязь никогда не использовалась для изготовления кирпича-сырца.
ps_ru_001176,"Кирпичи Adobe изготовлены из смеси глины и песка, иногда просто называемой грязевой соломой, и медленно высушиваются на солнце.",Глинистый грунт с соломой используется для изготовления саманных блоков.
ps_ru_001177,"Если определять права и привилегии граждан как важнейшую ценность нового порядка, как это делает Блэк, то возникают новые проблемы, связанные с равенством всех перед законом.",Правительство может отнять у граждан их привилегии.
ps_ru_001178,"Если определять права и привилегии граждан как важнейшую ценность нового порядка, как это делает Блэк, то возникают новые проблемы, связанные с равенством всех перед законом.",Граждане могут воспользоваться своими привилегиями.
ps_ru_001179,"Если определять права и привилегии граждан как важнейшую ценность нового порядка, как это делает Блэк, то возникают новые проблемы, связанные с равенством всех перед законом.",Граждане никогда не могут потерять свои права.
ps_ru_001180,Часто эти древние наскальные росписи называют народным искусством.,Критики в то время описывали фрески как народное искусство.
ps_ru_001181,Часто эти древние наскальные росписи называют народным искусством.,Скульптуры раннего периода были часто обращены в искусство Богов
ps_ru_001182,Часто эти древние наскальные росписи называют народным искусством.,Фрески издавна были известны как народное искусство.
ps_ru_001183,"Порой молодая девушка специально преступает религиозные убеждения, настаивая на том, чтобы отправиться на танцы в Страстную пятницу, религиозный праздник и почитаемый день молитвы в семьях Чикано-католиков.",Девушка хотела танцевать в Страсную Пятницу.
ps_ru_001184,"Порой молодая девушка специально преступает религиозные убеждения, настаивая на том, чтобы отправиться на танцы в Страстную пятницу, религиозный праздник и почитаемый день молитвы в семьях Чикано-католиков.","Девочка знала, что единственным вариантом будет поход в церковь."
ps_ru_001185,"Порой молодая девушка специально преступает религиозные убеждения, настаивая на том, чтобы отправиться на танцы в Страстную пятницу, религиозный праздник и почитаемый день молитвы в семьях Чикано-католиков.",Родители наказали девочку за танцы в Страстную пятницу.
ps_ru_001186,"План - это движущая сила, - говорил Ле Корбюзье, а для Гери план и есть результат.",Этот план очень важен.
ps_ru_001187,"План - это движущая сила, - говорил Ле Корбюзье, а для Гери план и есть результат.",План не так важен.
ps_ru_001188,"План - это движущая сила, - говорил Ле Корбюзье, а для Гери план и есть результат.",План таков - оккупировать страну.
ps_ru_001189,Оружие и другие виды оружия попадают в эту категорию.,Пистолет считается оружием.
ps_ru_001190,Оружие и другие виды оружия попадают в эту категорию.,Оружие относится к категории.
ps_ru_001191,Оружие и другие виды оружия попадают в эту категорию.,Оружие не находится ни в одной категории.
ps_ru_001192,"Фестиваль проходит от трех до четырех дней, на протяжении которых происходит несколько битв за Святое Распятие.",Фестиваль проходит в течение недели.
ps_ru_001193,"Фестиваль проходит от трех до четырех дней, на протяжении которых происходит несколько битв за Святое Распятие.",Фестиваль проходит в Италии.
ps_ru_001194,"Фестиваль проходит от трех до четырех дней, на протяжении которых происходит несколько битв за Святое Распятие.",Фестиваль не является религиозным.
ps_ru_001195,"Тогда поразмысли о роли законов и контрактов, чьи ограничения позволяют взаимосвязанному потоку экономической деятельности протекать в рамках конкретных коридоров деятельности.",Законы и экономика не имеют отношения друг к другу.
ps_ru_001196,"Тогда поразмысли о роли законов и контрактов, чьи ограничения позволяют взаимосвязанному потоку экономической деятельности протекать в рамках конкретных коридоров деятельности.",У законов есть предназначение.
ps_ru_001197,"Тогда поразмысли о роли законов и контрактов, чьи ограничения позволяют взаимосвязанному потоку экономической деятельности протекать в рамках конкретных коридоров деятельности.",Налоговые законы имеют цель.
ps_ru_001198,"Но быть равным не значит быть одинаковым, идентичным или похожим.",Равные люди - идентичны друг другу.
ps_ru_001199,"Но быть равным не значит быть одинаковым, идентичным или похожим.",Равенство не означает однообразность.
ps_ru_001200,"Но быть равным не значит быть одинаковым, идентичным или похожим.",Уникальные люди все равно могут быть равноправными.
ps_ru_001201,"Он подтвердил, что логическая идеализация имеет свои проблемы, но он обнаружил, что во многих случаях реакция гена не была линейна стимулу.",Идеализация Boolean не идеальна.
ps_ru_001202,"Он подтвердил, что логическая идеализация имеет свои проблемы, но он обнаружил, что во многих случаях реакция гена не была линейна стимулу.",Гены всегда были линейны раздражителям.
ps_ru_001203,"Он подтвердил, что логическая идеализация имеет свои проблемы, но он обнаружил, что во многих случаях реакция гена не была линейна стимулу.",У уборщика было свое мнение о булевой идеализации.
ps_ru_001204,"Но в семьях, где много времени проводят за компьютером, особенно в интернете, снижается количество времени на общение и совместный отдых.",У детей может развиться зависимость от компьютера и интернета.
ps_ru_001205,"Но в семьях, где много времени проводят за компьютером, особенно в интернете, снижается количество времени на общение и совместный отдых.","Компьютеры и интернет могут быть причиной того, что члены семьи общаются реже."
ps_ru_001206,"Но в семьях, где много времени проводят за компьютером, особенно в интернете, снижается количество времени на общение и совместный отдых.","Есть доказательство того, что компьютеры и интернет улучшают общение внутри семьи."
ps_ru_001207,"Наконец она и Хуан Осито, ее сын.,могут убежать от медведя и жить во дворце с ее отцом.",Хуан Осито - это её сын.
ps_ru_001208,"Наконец она и Хуан Осито, ее сын.,могут убежать от медведя и жить во дворце с ее отцом.",Они отказываются жить с отцом.
ps_ru_001209,"Наконец она и Хуан Осито, ее сын.,могут убежать от медведя и жить во дворце с ее отцом.",Медведь почти поймал их.
ps_ru_001210,"Но тут появляется Максвелл и изобретает микроскопическое существо, позже названное Демоном Максевлла.","Максвелл ненавидел себя за то, что мы создали."
ps_ru_001211,"Но тут появляется Максвелл и изобретает микроскопическое существо, позже названное Демоном Максевлла.",Из-за недостатка мастерства Максвелл ничего за всю свою жизнь не изобрел.
ps_ru_001212,"Но тут появляется Максвелл и изобретает микроскопическое существо, позже названное Демоном Максевлла.",Демон Максвелла это работа и творение Максвеллов.
ps_ru_001213,"Родители, опустившие руки в отчаянии и ищущие более опробованное и истинное понимание в опыте родителей и бабушек/дедушек, увязнут в той же патовой ситуации.",Из-за своего раздутого эго родители никогда не сдаются или ищут другие подсказки.
ps_ru_001214,"Родители, опустившие руки в отчаянии и ищущие более опробованное и истинное понимание в опыте родителей и бабушек/дедушек, увязнут в той же патовой ситуации.","Снова и снова некоторые родители будут пытаться устроить свою жизнь лучше, чем их собственные родители."
ps_ru_001215,"Родители, опустившие руки в отчаянии и ищущие более опробованное и истинное понимание в опыте родителей и бабушек/дедушек, увязнут в той же патовой ситуации.","Письменные инструкции передавались от бабушек и дедушек к родителям, а от родителей - к детям."
ps_ru_001216,"Таким образом, я предполагаю, что P является аллостерическим усилителем реакции.","Полагаю, что P участвует в реакции как катализатор."
ps_ru_001217,"Таким образом, я предполагаю, что P является аллостерическим усилителем реакции.",P более чем удваивает скорость реакции.
ps_ru_001218,"Таким образом, я предполагаю, что P является аллостерическим усилителем реакции.","Когда в реакцию добавляют фосфор, она полностью останавливается."
ps_ru_001219,Эти признаки не были впечатлены раввинами.,"Не было сомнений, что раввины видели знаки."
ps_ru_001220,Эти признаки не были впечатлены раввинами.,"Раввины подписали прошение о том, чтобы знаки убрали."
ps_ru_001221,Эти признаки не были впечатлены раввинами.,Раввины не знали о знаках.
ps_ru_001222,Конец XVIII века чудесно незамысловатым временем.,Кто-то помнит конец восемнадцатого века.
ps_ru_001223,Конец XVIII века чудесно незамысловатым временем.,Конец восемнадцатого века являлся мирным периодом в истории.
ps_ru_001224,Конец XVIII века чудесно незамысловатым временем.,Конец восемнадцатого века был сложным.
ps_ru_001225,Непосредственной задачей является прекращение войны и объединение нации вновь.,"Война все еще бушует, но это должно закончиться."
ps_ru_001226,Непосредственной задачей является прекращение войны и объединение нации вновь.,Тысячи людей погибли сражаясь на этой войне.
ps_ru_001227,Непосредственной задачей является прекращение войны и объединение нации вновь.,Война должна продолжаться долгие годы.
ps_ru_001228,Описания опыта нелегальной миграции были представлены в хрониках и пересказывались в корридоз (балладах) и романах.,Для описания нелегальной иммиграции из Мексики требуется очень хороший писатель.
ps_ru_001229,Описания опыта нелегальной миграции были представлены в хрониках и пересказывались в корридоз (балладах) и романах.,"Есть романы, в которых представлены описания жизни нелегальных рабочих."
ps_ru_001230,Описания опыта нелегальной миграции были представлены в хрониках и пересказывались в корридоз (балладах) и романах.,"Не было никаких письменных работ, которые бы описывали этот опыт."
ps_ru_001231,"Если мы думаем, что мы связаны определенным видением мира, которое преобладало в 1787, 1791 или 1868 годах, тогда мы должны решить, чьи чувства имеют значение.",Никто не соглашался сворачивать горы в 1787 году.
ps_ru_001232,"Если мы думаем, что мы связаны определенным видением мира, которое преобладало в 1787, 1791 или 1868 годах, тогда мы должны решить, чьи чувства имеют значение.","В 1787 году люди считали, что земля плоская."
ps_ru_001233,"Если мы думаем, что мы связаны определенным видением мира, которое преобладало в 1787, 1791 или 1868 годах, тогда мы должны решить, чьи чувства имеют значение.","Существовало несколько научных школ, превалировавших в 1787 году."
ps_ru_001234,"Сидя в одиночестве в качестве судьи, главный судья Таней интерпретировал конституционное положение, требующее разрешения Конгресса для приостановления судебного процесса.","Тани сказал, что Конгрессу стоит прекратить запись на 10 минут."
ps_ru_001235,"Сидя в одиночестве в качестве судьи, главный судья Таней интерпретировал конституционное положение, требующее разрешения Конгресса для приостановления судебного процесса.","Тэйни заявил, что у Конгресса нет полномочий по приостановке действия предписания."
ps_ru_001236,"Сидя в одиночестве в качестве судьи, главный судья Таней интерпретировал конституционное положение, требующее разрешения Конгресса для приостановления судебного процесса.","Тони заявил, что конгресс может приостановить решение суда."
ps_ru_001237,"Вы видите, что доминантный ген по Менделю легко выделяется, как только возникают соответствующие окружающие условия.","Ген Менделя оставался бездействующим на протяжении веков, прежде чем сложились необходимые условия окружающей среды."
ps_ru_001238,"Вы видите, что доминантный ген по Менделю легко выделяется, как только возникают соответствующие окружающие условия.",У окружающей среды не всегда было право на доминантный ген Менделя.
ps_ru_001239,"Вы видите, что доминантный ген по Менделю легко выделяется, как только возникают соответствующие окружающие условия.",Благоприятные условия для доминантного гена так и не сформировались.
ps_ru_001240,"Китайская кухня пришла на Кубу, и так появилась кубинско-китайская кухня.",Китайский повар эмигрировал на Кубу.
ps_ru_001241,"Китайская кухня пришла на Кубу, и так появилась кубинско-китайская кухня.",Китайскую еду можно найти только в Китае.
ps_ru_001242,"Китайская кухня пришла на Кубу, и так появилась кубинско-китайская кухня.",Это смесь китайской и кубинской кухни.
ps_ru_001243,"И, конечно, важные моменты понимания свободы в 18 веке — Конституция и Билль о правах.",Никто в восемнадцатом веке не понимал свободы.
ps_ru_001244,"И, конечно, важные моменты понимания свободы в 18 веке — Конституция и Билль о правах.",Люди в восемнадцатом веке понимали ценность свободы.
ps_ru_001245,"И, конечно, важные моменты понимания свободы в 18 веке — Конституция и Билль о правах.",Конституция хранится в вакууме.
ps_ru_001246,"1 Люди лучше, чем компьютеры, справляются с выравниванием ткани при пропускании через швейные машины, а также исправлением ошибок, возникающих при шитье и подгонке.","Пройдет много времени, прежде чем компьютеры смогут полностью заменить людей в производстве одежды."
ps_ru_001247,"1 Люди лучше, чем компьютеры, справляются с выравниванием ткани при пропускании через швейные машины, а также исправлением ошибок, возникающих при шитье и подгонке.",Люди значительно лучше компьютеров справляются с некоторыми видами шитья.
ps_ru_001248,"1 Люди лучше, чем компьютеры, справляются с выравниванием ткани при пропускании через швейные машины, а также исправлением ошибок, возникающих при шитье и подгонке.",Компьютер превосходит человека абсолютно во всем.
ps_ru_001249,Дети будут стучаться в двери своих соседей и,Дети могли перейти в соседские дома.
ps_ru_001250,Дети будут стучаться в двери своих соседей и,Дети никогда не ступят на територрию соседа.
ps_ru_001251,Дети будут стучаться в двери своих соседей и,Дети стучали в дверь соседей особым образом.
ps_ru_001252,"Правовая философия Конфедерации восторжествовала - как по существу, так и по стилю.","Несмотря на то, что философия права восторжествовала, она была морально ошибочной."
ps_ru_001253,"Правовая философия Конфедерации восторжествовала - как по существу, так и по стилю.",Философия права была побеждена.
ps_ru_001254,"Правовая философия Конфедерации восторжествовала - как по существу, так и по стилю.",Юридическая философия превосходит своим смыслом и стилем.
ps_ru_001255,"Речь шла не о слиянии двух наций или культур, а о позиции между двумя культурами, о своеобразном «подвешенном состоянии».","Общеизвестно, что была только одна культура."
ps_ru_001256,"Речь шла не о слиянии двух наций или культур, а о позиции между двумя культурами, о своеобразном «подвешенном состоянии».",Культуры разделяют некоторые общие практики и традиции.
ps_ru_001257,"Речь шла не о слиянии двух наций или культур, а о позиции между двумя культурами, о своеобразном «подвешенном состоянии».",Здесь встретились две или более культуры с противоположными позициями.
ps_ru_001258,"61. Хотя в конечном итоге молодые люди приходят  выводу, что усилия могут компенсировать плохие способности, девушки могут решить, что изучение сложной математики не стоит таких невероятных усилий.",Девочки не любят математику.
ps_ru_001259,"61. Хотя в конечном итоге молодые люди приходят  выводу, что усилия могут компенсировать плохие способности, девушки могут решить, что изучение сложной математики не стоит таких невероятных усилий.","Девочки думают, что математика - это просто."
ps_ru_001260,"61. Хотя в конечном итоге молодые люди приходят  выводу, что усилия могут компенсировать плохие способности, девушки могут решить, что изучение сложной математики не стоит таких невероятных усилий.","Девочки думают, что математика сложна."
ps_ru_001261,"Ч.П. Сноу писал о двух культурах, точных и гуманитарных науках, никогда их не смешивая.",С. П. Сноу никогда не писал на научные и гуманитарные темы.
ps_ru_001262,"Ч.П. Сноу писал о двух культурах, точных и гуманитарных науках, никогда их не смешивая.",Точные и гуманитарные науки относятся к двум разным культурам.
ps_ru_001263,"Ч.П. Сноу писал о двух культурах, точных и гуманитарных науках, никогда их не смешивая.","То, о чем писал Ч. П. Сноу является неправильным."
ps_ru_001264,"Особенно это бросается в глаза на примере колоннад, которые Винсент Скалли сравнил с фалангами тяжеловооруженных античных воинов.",В колоннадах это наименее очевидно.
ps_ru_001265,"Особенно это бросается в глаза на примере колоннад, которые Винсент Скалли сравнил с фалангами тяжеловооруженных античных воинов.",Винсент Скалли является экспертом по архитектуре.
ps_ru_001266,"Особенно это бросается в глаза на примере колоннад, которые Винсент Скалли сравнил с фалангами тяжеловооруженных античных воинов.",Винсент Скалли говорил о колоннадах.
ps_ru_001267,"Следует обратить внимание на то, что простое и лаконичное описание неравновесной системы полностью отражает данные особенности, при этом работы могут выполняться в то время, как система газоснабжения стремится к равновесию.",Все это очень сложно объяснить.
ps_ru_001268,"Следует обратить внимание на то, что простое и лаконичное описание неравновесной системы полностью отражает данные особенности, при этом работы могут выполняться в то время, как система газоснабжения стремится к равновесию.",Этому есть простое объяснение.
ps_ru_001269,"Следует обратить внимание на то, что простое и лаконичное описание неравновесной системы полностью отражает данные особенности, при этом работы могут выполняться в то время, как система газоснабжения стремится к равновесию.","Вы сможете это понять, если умеете читать на уровне 7-го класса."
ps_ru_001270,"Как мы увидим позже, в eVect биосферы могут максимизировать средний непрерывный рост собственной многомерности.",Биосферы не могут контролировать рост своей протяженности.
ps_ru_001271,"Как мы увидим позже, в eVect биосферы могут максимизировать средний непрерывный рост собственной многомерности.",Увеличить степень размерности биосфер непросто.
ps_ru_001272,"Как мы увидим позже, в eVect биосферы могут максимизировать средний непрерывный рост собственной многомерности.",Размеры биосферы увеличиваются.
ps_ru_001273,"Нигде чувство общности судьбы не выражено так ярко, как в еврейской поговорке Kol Jehudim eruvim ze bze (Все евреи в ответе друг за друга).",Евреи не помогают людям.
ps_ru_001274,"Нигде чувство общности судьбы не выражено так ярко, как в еврейской поговорке Kol Jehudim eruvim ze bze (Все евреи в ответе друг за друга).",Евреи любят друг друга.
ps_ru_001275,"Нигде чувство общности судьбы не выражено так ярко, как в еврейской поговорке Kol Jehudim eruvim ze bze (Все евреи в ответе друг за друга).",Евреи хотят обучить народ своей вере.
ps_ru_001276,"Компромиссы и жизненные обязательства, обусловленные законы, имеют мало значения для отдельных людей, озабоченных собственными ценностями и собственными потребностями.","В жизни есть вещи, которые просто надо сделать."
ps_ru_001277,"Компромиссы и жизненные обязательства, обусловленные законы, имеют мало значения для отдельных людей, озабоченных собственными ценностями и собственными потребностями.",В действительности жизнь не дает обязательств.
ps_ru_001278,"Компромиссы и жизненные обязательства, обусловленные законы, имеют мало значения для отдельных людей, озабоченных собственными ценностями и собственными потребностями.","Людям приходится делать действительно трудные вещи, чтобы их жизнь стоила того, чтобы ее проживать."
ps_ru_001279,"Такие имена, как Грустная Девочка","Такие имена, как девочка, которая упала"
