sample_id,id,sentence
3,151,"I kicked him the ball, but the wind blew it astray."
3,152,Who did Athena introduce who to?
3,153,Bill has been dancing.
3,154,What are you eating or did you play chess?
3,155,Some who read anything passed.
3,156,Bill left when I believe the claim that the bomb had just exploded.
3,157,The only girl for whom it bothers me to wear that old fedora is Annabelle.
3,158,What I love is toast and sun dried tomatoes
3,159,The fact that no candidate was elected shows that he was inadequate.
3,160,Tony bent Mary in the arm.
3,161,The CDs were given to the boys by John.
3,162,I loaned my binoculars a man who was watching the race.
3,163,"Any female tiger has orange fur, marked with black stripes."
3,164,Heather cabled the news to Sara.
3,165,Julie felt a twinge in her arm
3,166,I wonder whether has Mary worked for Microsoft.
3,167,This hat the gloves and were on the table.
3,168,What John did to the wall was hit it.
3,169,Mickey looked up the reference.
3,170,Mary persuaded to leave John.
3,171,The departing passenger waved at the crowd.
3,172,These are the books that we have gone most thoroughly over.
3,173,They understand that you will prefer for the girl to put a picture on your desk.
3,174,"Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
3,175,John ate a carrot and Mary did so a radish.
3,176,The peanut butter has got moldy.
3,177,Monica moved at the cat.
3,178,It is Kim whom Sandy relies.
3,179,"I'm going out, wherever that hurricane."
3,180,"The more that John gets upset by them, the more that stories about himself seem to show up in the news."
3,181,John persuaded Mary to kiss him.
3,182,What I said that was we would go.
3,183,Could you turn off the fire and on the light?
3,184,This item belongs to the student.
3,185,Mary received an award from the department.
3,186,San Francisco has been lived in by my brother.
3,187,The magician echoed the music.
3,188,We all thought he to be unhappy
3,189,Owners of a pig love to eat truffles.
3,190,We ate enough a pudding to satisfy us.
3,191,I sent the package all the way around the world.
3,192,The glass cut Rachel in the toe.
3,193,He in the doorway waved to his father.
3,194,The boy pushed his way through the crowd.
3,195,Carrie touched the stick into the cat.
3,196,I saw and he chops.
3,197,Ron captured quickly a phoenix
3,198,John not could leave the town.
3,199,Clean your desk before tomorrow.
3,200,Fruit hit the roof against the ground.
3,201,"While Truman didn't visit me, he did you."
3,202,Jessica sprayed paint under the table.
3,203,Kim alienated cats and beats his dog.
3,204,the book of poems by Robert Burns from Blackwell with a red cover takes a very long time to read.
3,205,Our paycheck contributed.
3,206,Steve pelted Anna acorns.
3,207,"Although no one else believes that Sally is innocent, Harry believes it."
3,208,Kicked the man the ball.
3,209,Sam didn't pick those packages up until it had stopped raining which are to be mailed tomorrow.
3,210,Naughty children spank easily.
3,211,Every student who ever goes to Europe ever has enough money.
3,212,few evidence was provided.
3,213,Like the ice cream.
3,214,for John to hurt oneself is stupid.
3,215,There lay a dog in the comer.
3,216,Who kissed who?
3,217,John destroyed the house.
3,218,The lions ate raw the meat.
3,219,I sensed him for his eagerness.
3,220,Celia brushed the baby's hair.
3,221,The bag is bulging.
3,222,I assumed to be innocent
3,223,John seems that is nice.
3,224,Maxwell isn't half the doctor that his sister is a psychologist and his father was.
3,225,Jason asked whether that the potion was ready
3,226,He rode out the storm.
3,227,much tool is needed.
3,228,The student enjoyed his English syntax class last semester.
3,229,The claim you won't need it is being made by Jack.
3,230,The man who I gave John Ed's picture of was bald.
3,231,This rock is light enough for Marcia to pick up.
3,232,There is a hole in the rug which Toby bought in Boston.
3,233,"Will, after John comes home, Sally take a shower?"
3,234,They arrived first
3,235,Who do you think that will question Seamus first?
3,236,John must do not have eaten.
3,237,"Once Janet left, Fred became all the crazier."
3,238,It was so awful a picture that I tore it up.
3,239,The more people I ask what he will give to the more he reads.
3,240,Jessica squirted water at me.
3,241,I know two men behind me.
3,242,This needs mending.
3,243,Benjamin gave the cloak to Nathan
3,244,Karen asked where for him to put the chairs.
3,245,John isn't any more reliable a fellow than Bill.
3,246,"The more people that you give beer to, the more people that get sick."
3,247,They made him to exhaustion.
3,248,Bill left when I believe the bomb had just exploded.
3,249,These points I'm going to ask Bill to make the old geezer take up later.
3,250,I know how fast you ran.
3,251,The kids have arrived safely.
3,252,Mary considers John proud of her.
3,253,"Because John persuaded Sally to, he didn't have to talk to the reporters."
3,254,Each candidate who has any interest in semantics will be admit ted to the department.
3,255,Susan wanted Jane to study German.
3,256,Jennifer craned his neck.
3,257,Acknowledge that everyone has limits.
3,258,How surprisingly well he dances!
3,259,I sent the devil the salesman.
3,260,A clever magician with the right equipment can fool the audience easily.
3,261,It proves that John is the murderer that he has blood on his hands.
3,262,"They, they can't stand each other."
3,263,What table will he put the chair between some table and?
3,264,Here's a knife for you to cut up the onions with.
3,265,Janet broke at the bread.
3,266,"The contractor will build you a house for $ 100,000."
3,267,Jack is the person whom Jenny fell in love with.
3,268,John loves him.
3,269,John to call would be unlikely.
3,270,John put his gold.
3,271,Alison poked the needle through the cloth.
3,272,Who do you think that Bill likes?
3,273,The committee has all now resigned.
3,274,"The president could not approve the bill, could he?"
3,275,John intends to review the book.
3,276,The rock was too heavy for me to pick up.
3,277,The medal was given to the soldier.
3,278,The students are proud of themselves.
3,279,Gwen exchanged Mary the dress.
3,280,I gushed the fountain.
3,281,"Bill seems to be obnoxious, but I don't think that Sam happens."
3,282,We have not confirmed whether the flight had been booked.
3,283,Jane has more nearly as many too many than Mary.
3,284,They believed that everybody would pass the test.
3,285,Marianne not left.
3,286,Mary wonders for Bill to come.
3,287,Aphrodite stinks to be omnipotent.
3,288,There was he in the garden.
3,289,Aphrodite wanted to live and Ishtar tried to
3,290,We loaded ourselves onto the bus.
3,291,John felt proud that his son won the game.
3,292,The boy who I watched Bill and was vain.
3,293,Some gifts get used a dozen or so times a year.
3,294,his belief that Mary kissed Bill is mistaken.
3,295,Did the doctor prescribe aspirin?
3,296,The box completely contains the ball.
3,297,John wrote books.
3,298,The tank filled with petrol out of the pump.
3,299,Her efficient looking up of the answer pleased the boss.
3,300,What did Bill buy potatoes and?
