form,lemma,irregular,changed,ambiguous,rare,easy,subgroup
question,question,False,False,False,False,True,easy
is,be,True,True,False,False,False,irregular
",",",",True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
Should,should,False,False,False,False,True,easy
he,he,True,False,True,False,False,irregular
have,have,False,False,False,False,True,easy
known,know,False,True,False,False,False,changed
it,it,True,False,False,False,False,irregular
was,be,True,True,False,False,False,irregular
coming,come,False,True,False,False,False,changed
?,?,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
The,the,False,False,False,False,True,easy
answer,answer,False,False,False,False,True,easy
is,be,True,True,False,False,False,irregular
",",",",True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
Yes,yes,False,False,False,False,True,easy
!,!,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
We,we,True,False,False,False,False,irregular
now,now,False,False,False,False,True,easy
know,know,False,False,False,False,True,easy
that,that,False,False,False,False,True,easy
Bush,Bush,False,False,False,False,True,easy
and,and,False,False,False,False,True,easy
his,his,False,False,False,False,True,easy
administration,administration,False,False,False,False,True,easy
came,come,True,True,False,False,False,irregular
into,into,False,False,False,False,True,easy
office,office,False,False,False,False,True,easy
obsessed,obsessed,False,False,False,True,False,rare
with,with,False,False,False,False,True,easy
Iraq,Iraq,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
Cheney,Cheney,False,False,False,False,True,easy
was,be,True,True,False,False,False,irregular
looking,look,False,True,True,False,False,ambiguous
at,at,True,False,False,False,False,irregular
maps,map,False,True,False,False,False,changed
of,of,True,False,False,False,False,irregular
Iraq,Iraq,False,False,False,False,True,easy
oil,oil,False,False,False,False,True,easy
fields,field,False,True,False,False,False,changed
and,and,False,False,False,False,True,easy
muttering,mutter,False,True,False,True,False,rare
about,about,False,False,False,False,True,easy
opportunities,opportunity,False,True,False,False,False,changed
for,for,False,False,False,False,True,easy
US,US,True,False,False,False,False,irregular
companies,company,False,True,False,False,False,changed
there,there,False,False,True,False,False,ambiguous
",",",",True,False,False,False,False,irregular
already,already,False,False,False,False,True,easy
in,in,True,False,False,False,False,irregular
January,January,False,False,False,False,True,easy
or,or,True,False,False,False,False,irregular
February,February,False,False,False,False,True,easy
of,of,True,False,False,False,False,irregular
2001,2001,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
Wolfowitz,Wolfowitz,False,False,False,False,True,easy
contradicted,contradict,False,True,False,True,False,rare
counter-terrorism,counter-terrorism,False,False,False,False,True,easy
czar,czar,False,False,False,True,False,rare
Richard,Richard,False,False,False,False,True,easy
Clarke,Clarke,False,False,False,False,True,easy
when,when,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
latter,latter,False,False,False,True,False,rare
spoke,speak,True,True,False,False,False,irregular
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Qaeda,Qaeda,False,False,False,False,True,easy
threat,threat,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
insisting,insist,False,True,False,False,False,changed
that,that,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
preeminent,preeminent,False,False,False,True,False,rare
threat,threat,False,False,False,False,True,easy
of,of,True,False,False,False,False,irregular
terrorism,terrorism,False,False,False,False,True,easy
against,against,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
US,US,True,False,False,False,False,irregular
came,come,True,True,False,False,False,irregular
from,from,False,False,False,False,True,easy
Iraq,Iraq,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
and,and,False,False,False,False,True,easy
indicating,indicate,False,True,False,False,False,changed
he,he,True,False,True,False,False,irregular
accepted,accept,False,True,False,False,False,changed
Laurie,Laurie,False,False,False,True,False,rare
Mylroie,Mylroie,False,False,False,True,False,rare
's,'s,True,False,True,False,False,irregular
crackpot,crackpot,False,False,False,False,True,easy
conspiracy,conspiracy,False,False,False,True,False,rare
theory,theory,False,False,False,False,True,easy
that,that,False,False,False,False,True,easy
Saddam,Saddam,False,False,False,False,True,easy
was,be,True,True,False,False,False,irregular
behind,behind,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
1993,1993,False,False,False,True,False,rare
World,World,False,False,True,False,False,ambiguous
Trade,Trade,False,False,False,True,False,rare
Towers,Tower,False,True,False,True,False,rare
bombing,bombing,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
If,if,True,False,False,False,False,irregular
you,you,False,False,True,False,False,ambiguous
believe,believe,False,False,False,False,True,easy
crackpot,crackpot,False,False,False,False,True,easy
theories,theory,False,True,False,False,False,changed
instead,instead,False,False,False,False,True,easy
of,of,True,False,False,False,False,irregular
focusing,focus,False,True,False,True,False,rare
on,on,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
reality,reality,False,False,False,False,True,easy
--,--,True,False,False,False,False,irregular
that,that,False,False,False,False,True,easy
was,be,True,True,False,False,False,irregular
an,a,True,True,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Qaeda,Qaeda,False,False,False,False,True,easy
operation,operation,False,False,False,False,True,easy
mainly,mainly,False,False,False,False,True,easy
carried,carry,False,True,False,False,False,changed
out,out,False,False,True,False,False,ambiguous
by,by,True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Gamaa,Gamaa,False,False,False,True,False,rare
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Islamiyyah,Islamiyyah,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
an,a,True,True,False,False,False,irregular
Egyptian,Egyptian,False,False,False,False,True,easy
terrorist,terrorist,False,False,False,False,True,easy
component,component,False,False,False,True,False,rare
allied,ally,False,True,False,False,False,changed
with,with,False,False,False,False,True,easy
Bin,Bin,False,False,False,False,True,easy
Laden,Laden,False,False,False,False,True,easy
--,--,True,False,False,False,False,irregular
then,then,False,False,True,False,False,ambiguous
you,you,False,False,True,False,False,ambiguous
will,will,False,False,False,False,True,easy
concentrate,concentrate,False,False,False,True,False,rare
on,on,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
wrong,wrong,False,False,False,False,True,easy
threat,threat,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
Even,even,False,False,False,False,True,easy
after,after,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
attacks,attack,False,True,False,False,False,changed
on,on,True,False,False,False,False,irregular
September,September,False,False,False,False,True,easy
11,11,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Bush,Bush,False,False,False,False,True,easy
was,be,True,True,False,False,False,irregular
obsessing,obsess,False,True,False,True,False,rare
about,about,False,False,False,False,True,easy
Iraq,Iraq,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
Wolfowitz,Wolfowitz,False,False,False,False,True,easy
lied,lie,False,True,False,False,False,changed
to,to,True,False,True,False,False,irregular
him,he,True,True,False,False,False,irregular
and,and,False,False,False,False,True,easy
said,say,True,True,False,False,False,irregular
that,that,False,False,False,False,True,easy
there,there,False,False,True,False,False,ambiguous
was,be,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
10,10,True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
50,50,True,False,False,False,False,irregular
%,%,True,False,False,False,False,irregular
chance,chance,False,False,False,False,True,easy
that,that,False,False,False,False,True,easy
Iraq,Iraq,False,False,False,False,True,easy
was,be,True,True,False,False,False,irregular
behind,behind,False,False,False,False,True,easy
them,they,False,True,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
(,(,True,False,False,False,False,irregular
On,on,True,False,False,False,False,irregular
what,what,False,False,False,False,True,easy
evidence,evidence,False,False,False,False,True,easy
?,?,True,False,False,False,False,irregular
The,the,False,False,False,False,True,easy
hijackers,hijacker,False,True,False,False,False,changed
were,be,True,True,False,False,False,irregular
obviously,obviously,False,False,False,False,True,easy
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Qaeda,Qaeda,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
and,and,False,False,False,False,True,easy
no,no,True,False,False,False,False,irregular
operational,operational,False,False,False,True,False,rare
links,link,False,True,False,False,False,changed
between,between,False,False,False,False,True,easy
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Qaeda,Qaeda,False,False,False,False,True,easy
and,and,False,False,False,False,True,easy
Iraq,Iraq,False,False,False,False,True,easy
had,have,True,True,False,False,False,irregular
ever,ever,False,False,False,False,True,easy
been,be,True,True,False,False,False,irregular
found,find,True,True,False,False,False,irregular
),),True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
Rumsfeld,Rumsfeld,False,False,False,False,True,easy
initially,initially,False,False,False,False,True,easy
rejected,reject,False,True,False,True,False,rare
an,a,True,True,False,False,False,irregular
attack,attack,False,False,False,False,True,easy
on,on,True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Qaeda,Qaeda,False,False,False,False,True,easy
bases,basis,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
Afghanistan,Afghanistan,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
saying,say,False,True,False,False,False,changed
there,there,False,False,True,False,False,ambiguous
were,be,True,True,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
no,no,True,False,False,False,False,irregular
good,good,False,False,False,False,True,easy
targets,target,False,True,False,False,False,changed
"""","""",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
Afghanistan,Afghanistan,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
(,(,True,False,False,False,False,irregular
What,what,False,False,False,False,True,easy
about,about,False,False,False,False,True,easy
40,40,True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Qaeda,Qaeda,False,False,False,False,True,easy
bases,basis,False,True,False,False,False,changed
that,that,False,False,False,False,True,easy
had,have,True,True,False,False,False,irregular
trained,train,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
9/11,9/11,False,False,False,False,True,easy
hijackers,hijacker,False,True,False,False,False,changed
and,and,False,False,False,False,True,easy
other,other,False,False,False,False,True,easy
terrorists,terrorist,False,True,False,False,False,changed
gunning,gun,False,True,False,True,False,rare
for,for,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
United,United,False,False,False,False,True,easy
States,State,False,True,False,False,False,changed
??,??,True,False,False,False,False,irregular
),),True,False,False,False,False,irregular
The,the,False,False,False,False,True,easy
Pentagon,Pentagon,False,False,False,False,True,easy
did,do,True,True,False,False,False,irregular
not,not,False,False,False,False,True,easy
even,even,False,False,False,False,True,easy
have,have,False,False,False,False,True,easy
a,a,True,False,True,False,False,irregular
plan,plan,False,False,False,False,True,easy
for,for,False,False,False,False,True,easy
dealing,deal,False,True,False,False,False,changed
with,with,False,False,False,False,True,easy
Afghanistan,Afghanistan,False,False,False,False,True,easy
or,or,True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Qaeda,Qaeda,False,False,False,False,True,easy
that,that,False,False,False,False,True,easy
it,it,True,False,False,False,False,irregular
could,could,False,False,False,False,True,easy
pull,pull,False,False,False,False,True,easy
off,off,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
shelf,shelf,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
according,accord,False,True,False,False,False,changed
to,to,True,False,True,False,False,irregular
Bob,Bob,False,False,False,False,True,easy
Woodward,Woodward,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
Bush,Bush,False,False,False,False,True,easy
did,do,True,True,False,False,False,irregular
not,not,False,False,False,False,True,easy
have,have,False,False,False,False,True,easy
his,his,False,False,False,False,True,easy
eye,eye,False,False,False,False,True,easy
on,on,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
ball,ball,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
Neither,neither,False,False,False,False,True,easy
did,do,True,True,False,False,False,irregular
Cheney,Cheney,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
Rumsfeld,Rumsfeld,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
or,or,True,False,False,False,False,irregular
Wolfowitz,Wolfowitz,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
They,they,False,False,False,False,True,easy
were,be,True,True,False,False,False,irregular
playing,play,False,True,True,False,False,ambiguous
Captain,Captain,False,False,False,True,False,rare
Ahab,Ahab,False,False,False,True,False,rare
to,to,True,False,True,False,False,irregular
Saddam,Saddam,False,False,False,False,True,easy
's,'s,True,False,True,False,False,irregular
great,great,False,False,False,False,True,easy
white,white,False,False,True,False,False,ambiguous
whale,whale,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
Imperial,imperial,False,False,False,True,False,rare
Hubris,hubris,False,False,False,True,False,rare
makes,make,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
case,case,False,False,False,False,True,easy
that,that,False,False,False,False,True,easy
lots,lot,False,True,False,False,False,changed
of,of,True,False,False,False,False,irregular
people,people,False,False,False,False,True,easy
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
CIA,CIA,False,False,False,False,True,easy
and,and,False,False,False,False,True,easy
counter-terrorism,counter-terrorism,False,False,False,False,True,easy
divisions,division,False,True,False,True,False,rare
elsewhere,elsewhere,False,False,False,False,True,easy
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
US,US,True,False,False,False,False,irregular
government,government,False,False,False,False,True,easy
knew,know,True,True,False,False,False,irregular
all,all,False,False,False,False,True,easy
about,about,False,False,False,False,True,easy
Bin,Bin,False,False,False,False,True,easy
Laden,Laden,False,False,False,False,True,easy
and,and,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
threat,threat,False,False,False,False,True,easy
he,he,True,False,True,False,False,irregular
posed,pose,False,True,False,True,False,rare
.,.,True,False,False,False,False,irregular
They,they,False,False,False,False,True,easy
were,be,True,True,False,False,False,irregular
from,from,False,False,False,False,True,easy
all,all,False,False,False,False,True,easy
accounts,account,False,True,False,False,False,changed
marginalized,marginalize,False,True,False,True,False,rare
and,and,False,False,False,False,True,easy
not,not,False,False,False,False,True,easy
listened,listen,False,True,False,False,False,changed
to,to,True,False,True,False,False,irregular
.,.,True,False,False,False,False,irregular
Bush,Bush,False,False,False,False,True,easy
demoted,demote,False,True,False,True,False,rare
Dick,Dick,False,False,False,False,True,easy
Clarke,Clarke,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
among,among,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
most,most,False,False,False,False,True,easy
vocal,vocal,False,False,False,True,False,rare
and,and,False,False,False,False,True,easy
focused,focused,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Qaeda,Qaeda,False,False,False,False,True,easy
experts,expert,False,True,False,True,False,rare
",",",",True,False,False,False,False,irregular
from,from,False,False,False,False,True,easy
his,his,False,False,False,False,True,easy
cabinet,cabinet,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
Dick,Dick,False,False,False,False,True,easy
could,could,False,False,False,False,True,easy
never,never,False,False,False,False,True,easy
thereafter,thereafter,False,False,False,True,False,rare
get,get,False,False,False,False,True,easy
any,any,False,False,True,False,False,ambiguous
real,real,False,False,False,False,True,easy
cooperation,cooperation,False,False,False,False,True,easy
from,from,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
cabinet,cabinet,False,False,False,False,True,easy
officers,officer,False,True,False,True,False,rare
",",",",True,False,False,False,False,irregular
who,who,False,False,False,False,True,easy
outranked,outrank,False,True,False,True,False,rare
him,he,True,True,False,False,False,irregular
",",",",True,False,False,False,False,irregular
and,and,False,False,False,False,True,easy
he,he,True,False,True,False,False,irregular
could,could,False,False,False,False,True,easy
not,not,False,False,False,False,True,easy
convince,convince,False,False,False,True,False,rare
them,they,False,True,True,False,False,ambiguous
to,to,True,False,True,False,False,irregular
go,go,True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
battle,battle,False,False,False,False,True,easy
stations,station,False,True,False,True,False,rare
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
summer,summer,False,False,False,False,True,easy
of,of,True,False,False,False,False,irregular
2001,2001,False,False,False,False,True,easy
when,when,False,False,False,False,True,easy
George,George,False,False,False,False,True,easy
Tenet,Tenet,False,False,False,True,False,rare
's,'s,True,False,True,False,False,irregular
hair,hair,False,False,False,False,True,easy
was,be,True,True,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
on,on,True,False,False,False,False,irregular
fire,fire,False,False,False,False,True,easy
"""","""",True,False,False,False,False,irregular
about,about,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
excited,excited,False,False,False,False,True,easy
chatter,chatter,False,False,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
CIA,CIA,False,False,False,False,True,easy
was,be,True,True,False,False,False,irregular
picking,pick,False,True,False,False,False,changed
up,up,True,False,False,False,False,irregular
from,from,False,False,False,False,True,easy
radical,radical,False,False,False,False,True,easy
Islamist,Islamist,False,False,False,True,False,rare
terrorists,terrorist,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
As,as,True,False,False,False,False,irregular
for,for,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
Clinton,Clinton,False,False,False,False,True,easy
administration,administration,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
let,let,False,False,False,False,True,easy
me,I,True,True,False,False,False,irregular
say,say,False,False,False,False,True,easy
one,one,False,False,False,False,True,easy
thing,thing,False,False,False,False,True,easy
in,in,True,False,False,False,False,irregular
its,its,False,False,False,False,True,easy
defense,defense,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
Clinton,Clinton,False,False,False,False,True,easy
had,have,True,True,False,False,False,irregular
worked,work,False,True,False,False,False,changed
out,out,False,False,True,False,False,ambiguous
a,a,True,False,True,False,False,irregular
deal,deal,False,False,False,False,True,easy
with,with,False,False,False,False,True,easy
Pakistani,Pakistani,False,False,False,False,True,easy
Prime,Prime,False,False,False,False,True,easy
Minister,Minister,False,False,False,True,False,rare
Nawaz,Nawaz,False,False,False,False,True,easy
Sharif,Sharif,False,False,False,False,True,easy
in,in,True,False,False,False,False,irregular
summer,summer,False,False,False,False,True,easy
of,of,True,False,False,False,False,irregular
1999,1999,False,False,False,False,True,easy
that,that,False,False,False,False,True,easy
would,would,False,False,False,False,True,easy
have,have,False,False,False,False,True,easy
allowed,allow,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
US,US,True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
send,send,False,False,False,False,True,easy
a,a,True,False,True,False,False,irregular
Special,special,False,False,False,False,True,easy
Ops,op,True,True,False,True,False,irregular
team,team,False,False,False,False,True,easy
in,in,True,False,False,False,False,irregular
after,after,False,False,False,False,True,easy
Bin,Bin,False,False,False,False,True,easy
Laden,Laden,False,False,False,False,True,easy
in,in,True,False,False,False,False,irregular
Qandahar,Qandahar,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
based,base,False,True,False,False,False,changed
from,from,False,False,False,False,True,easy
Pakistan,Pakistan,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
presume,presume,False,False,False,True,False,rare
you,you,False,False,True,False,False,ambiguous
need,need,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
Pakistan,Pakistan,False,False,False,False,True,easy
base,base,False,False,False,False,True,easy
for,for,False,False,False,False,True,easy
rescue,rescue,False,False,False,False,True,easy
operations,operation,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
case,case,False,False,False,False,True,easy
anything,anything,False,False,False,False,True,easy
went,go,True,True,False,False,False,irregular
wrong,wrong,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
You,you,False,False,True,False,False,ambiguous
also,also,False,False,False,False,True,easy
need,need,False,False,False,False,True,easy
Pakistani,Pakistani,False,False,False,False,True,easy
air,air,False,False,False,False,True,easy
space,space,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
The,the,False,False,False,False,True,easy
plan,plan,False,False,False,False,True,easy
was,be,True,True,False,False,False,irregular
all,all,False,False,False,False,True,easy
set,set,False,False,False,False,True,easy
and,and,False,False,False,False,True,easy
could,could,False,False,False,False,True,easy
have,have,False,False,False,False,True,easy
succeeded,succeed,False,True,False,True,False,rare
.,.,True,False,False,False,False,irregular
But,but,False,False,False,False,True,easy
in,in,True,False,False,False,False,irregular
fall,fall,False,False,False,False,True,easy
of,of,True,False,False,False,False,irregular
1999,1999,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
Gen.,Gen.,False,False,False,True,False,rare
Pervez,Pervez,False,False,False,True,False,rare
Musharraf,Musharraf,False,False,False,False,True,easy
made,make,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
coup,coup,False,False,False,True,False,rare
against,against,False,False,False,False,True,easy
Nawaz,Nawaz,False,False,False,False,True,easy
Sharif,Sharif,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
The,the,False,False,False,False,True,easy
Pakistani,Pakistani,False,False,False,False,True,easy
army,army,False,False,False,True,False,rare
was,be,True,True,False,False,False,irregular
rife,rife,False,False,False,True,False,rare
with,with,False,False,False,False,True,easy
elements,element,False,True,False,True,False,rare
protective,protective,False,False,False,False,True,easy
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Taliban,Taliban,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
and,and,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
new,new,False,False,False,False,True,easy
military,military,False,False,False,False,True,easy
government,government,False,False,False,False,True,easy
reneged,renege,False,True,False,True,False,rare
on,on,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
deal,deal,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
Musharraf,Musharraf,False,False,False,False,True,easy
told,tell,True,True,False,False,False,irregular
Clinton,Clinton,False,False,False,False,True,easy
he,he,True,False,True,False,False,irregular
could,could,False,False,False,False,True,easy
n't,not,True,True,False,False,False,irregular
use,use,False,False,False,False,True,easy
Pakistani,Pakistani,False,False,False,False,True,easy
soil,soil,False,False,False,True,False,rare
or,or,True,False,False,False,False,irregular
air,air,False,False,False,False,True,easy
space,space,False,False,False,False,True,easy
to,to,True,False,True,False,False,irregular
send,send,False,False,False,False,True,easy
the,the,False,False,True,False,False,ambiguous
team,team,False,False,False,False,True,easy
in,in,True,False,False,False,False,irregular
against,against,False,False,False,False,True,easy
Bin,Bin,False,False,False,False,True,easy
Laden,Laden,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
Look,look,False,False,False,False,True,easy
at,at,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
map,map,False,False,False,False,True,easy
and,and,False,False,False,False,True,easy
you,you,False,False,True,False,False,ambiguous
try,try,False,False,False,False,True,easy
to,to,True,False,True,False,False,irregular
figure,figure,False,False,False,False,True,easy
out,out,False,False,True,False,False,ambiguous
how,how,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
fall,fall,False,False,False,False,True,easy
of,of,True,False,False,False,False,irregular
1999,1999,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
you,you,False,False,True,False,False,ambiguous
could,could,False,False,False,False,True,easy
possibly,possibly,False,False,False,False,True,easy
pull,pull,False,False,False,False,True,easy
off,off,False,False,False,False,True,easy
such,such,False,False,False,False,True,easy
an,a,True,True,False,False,False,irregular
operation,operation,False,False,False,False,True,easy
without,without,False,False,False,False,True,easy
Pakistani,Pakistani,False,False,False,False,True,easy
facilities,facility,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
Of,of,True,False,False,False,False,irregular
course,course,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
you,you,False,False,True,False,False,ambiguous
could,could,False,False,False,False,True,easy
just,just,False,False,False,False,True,easy
go,go,True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
by,by,True,False,False,False,False,irregular
main,main,False,False,False,False,True,easy
force,force,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
But,but,False,False,False,False,True,easy
for,for,False,False,False,False,True,easy
those,that,True,True,False,False,False,irregular
of,of,True,False,False,False,False,irregular
you,you,False,False,True,False,False,ambiguous
tempted,tempt,False,True,False,True,False,rare
in,in,True,False,False,False,False,irregular
that,that,False,False,False,False,True,easy
direction,direction,False,False,False,False,True,easy
",",",",True,False,False,False,False,irregular
please,please,False,False,False,False,True,easy
look,look,False,False,False,False,True,easy
up,up,True,False,False,False,False,irregular
Carter,Carter,False,False,False,True,False,rare
's,'s,True,False,True,False,False,irregular
Tabas,Tabas,False,False,False,True,False,rare
operation,operation,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
It,it,True,False,False,False,False,irregular
should,should,False,False,False,False,True,easy
be,be,True,False,False,False,False,irregular
easily,easily,False,False,False,False,True,easy
googled,google,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
Clinton,Clinton,False,False,False,False,True,easy
tried,try,True,True,False,False,False,irregular
",",",",True,False,False,False,False,irregular
and,and,False,False,False,False,True,easy
tried,try,True,True,False,False,False,irregular
hard,hard,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
The,the,False,False,False,False,True,easy
gods,god,False,True,False,True,False,rare
were,be,True,True,False,False,False,irregular
n't,not,True,True,False,False,False,irregular
with,with,False,False,False,False,True,easy
us,we,True,True,False,False,False,irregular
on,on,True,False,False,False,False,irregular
that,that,False,False,False,False,True,easy
one,one,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
that,that,False,False,False,False,True,easy
is,be,True,True,False,False,False,irregular
how,how,False,False,False,False,True,easy
i,I,True,False,False,False,False,irregular
want,want,False,False,False,False,True,easy
you,you,False,False,True,False,False,ambiguous
to,to,True,False,True,False,False,irregular
refer,refer,False,False,False,False,True,easy
to,to,True,False,True,False,False,irregular
me,I,True,True,False,False,False,irregular
as,as,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
king,king,False,False,True,False,False,ambiguous
"""","""",True,False,False,False,False,irregular
i,I,True,False,False,False,False,irregular
do,do,True,False,True,False,False,irregular
n't,not,True,True,False,False,False,irregular
think,think,False,False,False,False,True,easy
so,so,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
i,I,True,False,False,False,False,irregular
'm,be,True,True,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
king,king,False,False,True,False,False,ambiguous
yeah,yeah,False,False,False,False,True,easy
sounds,sound,False,True,False,False,False,changed
exciting,exciting,False,False,False,False,True,easy
.,.,True,False,False,False,False,irregular
want,want,False,False,False,False,True,easy
to,to,True,False,True,False,False,irregular
go,go,True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
dinner,dinner,False,False,False,False,True,easy
with,with,False,False,False,False,True,easy
me,I,True,True,False,False,False,irregular
before,before,False,False,False,False,True,easy
you,you,False,False,True,False,False,ambiguous
have,have,False,False,False,False,True,easy
your,your,False,False,False,False,True,easy
',',True,False,True,False,False,irregular
matt,matt,False,False,False,True,False,rare
time,time,False,False,False,False,True,easy
',',True,False,True,False,False,irregular
?,?,True,False,False,False,False,irregular
probablyl,probably,False,True,False,False,False,changed
gon,go,True,True,False,False,False,irregular
na,to,True,True,False,False,False,irregular
just,just,False,False,False,False,True,easy
kick,kick,False,False,False,True,False,rare
it,it,True,False,False,False,False,irregular
