form,lemma,irregular,changed,ambiguous,rare,easy,subgroup
Iraqis,Iraqi,False,True,False,False,False,changed
to,to,True,False,True,False,False,irregular
"""","""",True,False,False,False,False,irregular
raiding,raid,False,True,False,True,False,rare
forces,force,False,True,False,False,False,changed
"""","""",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
on,on,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
",",",",True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
population,population,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
(,(,True,False,False,False,False,irregular
as,as,True,False,False,False,False,irregular
),),True,False,False,False,False,irregular
be,be,True,False,False,False,False,irregular
considered,consider,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
sins,sin,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
told,tell,True,True,False,False,False,irregular
Iraqis,Iraqi,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
You,you,False,False,True,False,False,ambiguous
sinned,sin,False,True,False,False,False,changed
you,you,False,False,True,False,False,ambiguous
participated,participate,False,True,False,False,False,changed
forces,force,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
on,on,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
beware,beware,False,False,False,True,False,rare
you,you,False,False,True,False,False,ambiguous
repeat,repeat,False,False,False,True,False,rare
in,in,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
is,be,True,True,False,False,False,irregular
emphemeral,emphemeral,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
issued,issue,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
forbidding,forbid,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
on,on,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
as,as,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
said,say,True,True,False,False,False,irregular
",",",",True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
We,we,True,False,False,False,False,irregular
an,a,True,True,False,False,False,irregular
appeal,appeal,False,False,False,True,False,rare
at,at,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
men,man,True,True,False,False,False,irregular
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
forces,force,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
national,national,False,False,False,True,False,rare
guards,guard,False,True,False,False,False,changed
or,or,True,False,False,False,False,irregular
others,other,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
are,be,True,True,False,False,False,irregular
",",",",True,False,False,False,False,irregular
calling,call,False,True,False,False,False,changed
them,they,False,True,True,False,False,ambiguous
to,to,True,False,True,False,False,irregular
refrain,refrain,False,False,False,True,False,rare
commiting,commit,False,True,False,False,False,changed
enormous,enormous,False,False,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
banner,banner,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
forces,force,False,True,False,False,False,changed
do,do,True,False,True,False,False,irregular
religion,religion,False,False,False,True,False,rare
or,or,True,False,False,False,False,irregular
any,any,False,False,True,False,False,ambiguous
principles,principle,False,True,False,True,False,rare
of,of,True,False,False,False,False,irregular
humanity,humanity,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
we,we,True,False,False,False,False,irregular
them,they,False,True,True,False,False,ambiguous
to,to,True,False,True,False,False,irregular
as,as,True,False,False,False,False,irregular
illegal,illegal,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
It,it,True,False,False,False,False,irregular
called,call,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
"""","""",True,False,False,False,False,irregular
ploy,ploy,False,False,False,True,False,rare
"""","""",True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
assertaion,assertaion,False,False,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
was,be,True,True,False,False,False,irregular
merely,merely,False,False,False,True,False,rare
on,on,True,False,False,False,False,irregular
foreign,foreign,False,False,False,True,False,rare
fighters,fighter,False,True,False,True,False,rare
at,at,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
convergence,convergence,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
views,view,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
clerics,cleric,False,True,False,False,False,changed
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Shiites,Shiite,False,True,False,False,False,changed
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
has,have,True,True,False,False,False,irregular
been,be,True,True,False,False,False,irregular
seen,see,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
spring,spring,False,False,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
US,US,True,False,False,False,False,irregular
on,on,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
US,US,True,False,False,False,False,irregular
on,on,True,False,False,False,False,irregular
Mahdi,Mahdi,False,False,False,True,False,rare
Army,Army,False,False,False,True,False,rare
militiamen,militiaman,False,True,False,True,False,rare
in,in,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
Shiites,Shiite,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
are,be,True,True,False,False,False,irregular
reluctant,reluctant,False,False,False,True,False,rare
to,to,True,False,True,False,False,irregular
risks,risk,False,True,False,False,False,changed
to,to,True,False,True,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Sunnis,Sunni,False,True,False,False,False,changed
of,of,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
of,of,True,False,False,False,False,irregular
had,have,True,True,False,False,False,irregular
supported,support,False,True,False,False,False,changed
anti-Shiite,anti-Shiite,False,False,False,True,False,rare
pogroms,pogrom,False,True,False,True,False,rare
.,.,True,False,False,False,False,irregular
President,President,False,False,True,False,False,ambiguous
pinched,pinch,False,True,False,True,False,rare
a,a,True,False,True,False,False,irregular
nerves,nerve,False,True,False,True,False,rare
of,of,True,False,False,False,False,irregular
words,word,False,True,False,False,False,changed
:,:,True,False,False,False,False,irregular
(,(,True,False,False,False,False,irregular
),),True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
groups,group,False,True,False,False,False,changed
criticized,criticize,False,True,False,False,False,changed
President,President,False,False,True,False,False,ambiguous
on,on,True,False,False,False,False,irregular
calling,call,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
foiled,foil,False,True,False,False,False,changed
to,to,True,False,True,False,False,irregular
up,up,True,False,False,False,False,irregular
airplanes,airplane,False,True,False,False,False,changed
of,of,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
"""","""",True,False,False,False,False,irregular
fascists,fascist,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
saying,say,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
inflame,inflame,False,False,False,True,False,rare
anti-Muslim,anti-Muslim,False,False,False,True,False,rare
tensions,tension,False,True,False,True,False,rare
.,.,True,False,False,False,False,irregular
officials,official,False,True,False,False,False,changed
said,say,True,True,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
",",",",True,False,False,False,False,irregular
thwarted,thwart,False,True,False,True,False,rare
by,by,True,False,False,False,False,irregular
Britain,Britain,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
up,up,True,False,False,False,False,irregular
aircraft,aircraft,False,False,False,True,False,rare
over,over,False,False,True,False,False,ambiguous
the,the,False,False,True,False,False,ambiguous
bore,bear,True,True,False,False,False,irregular
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
hallmarks,hallmark,False,True,False,True,False,rare
of,of,True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
We,we,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
an,a,True,True,False,False,False,irregular
ill,ill,False,False,False,True,False,rare
-,-,True,False,False,False,False,irregular
advised,advise,False,True,False,False,False,changed
we,we,True,False,False,False,False,irregular
it,it,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
counterproductive,counterproductive,False,False,False,True,False,rare
to,to,True,False,True,False,False,irregular
or,or,True,False,False,False,False,irregular
Muslims,Muslim,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
said,say,True,True,False,False,False,irregular
Nihad,Nihad,False,False,False,True,False,rare
Awad,Awad,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
executive,executive,False,False,False,True,False,rare
director,director,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
on,on,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Relations,Relations,False,False,False,True,False,rare
advocacy,advocacy,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
he,he,True,False,True,False,False,irregular
did,do,True,True,False,False,False,irregular
n't,not,True,True,False,False,False,irregular
we,we,True,False,False,False,False,irregular
're,be,True,True,False,False,False,irregular
at,at,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
We,we,True,False,False,False,False,irregular
're,be,True,True,False,False,False,irregular
at,at,True,False,False,False,False,irregular
fascists,fascist,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
By,by,True,False,False,False,False,irregular
using,use,True,True,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
"""","""",True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
as,as,True,False,False,False,False,irregular
an,a,True,True,False,False,False,irregular
adjective,adjective,False,False,False,True,False,rare
was,be,True,True,False,False,False,irregular
purposely,purposely,False,False,False,True,False,rare
associating,associate,False,True,False,False,False,changed
Muslims,Muslim,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
hence,hence,False,False,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
qualifier,qualifier,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
if,if,True,False,False,False,False,irregular
you,you,False,False,True,False,False,ambiguous
n't,not,True,True,False,False,False,irregular
heard,hear,False,True,False,False,False,changed
by,by,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
roster,roster,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
suspected,suspect,False,True,False,False,False,changed
terrorists,terrorist,False,True,False,False,False,changed
has,have,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
",",",",True,False,False,False,False,irregular
or,or,True,False,False,False,False,irregular
them,they,False,True,True,False,False,ambiguous
:,:,True,False,False,False,False,irregular
Umir,Umir,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
24,24,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
E14,E14,False,False,False,True,False,rare
Muhammed,Muhammed,False,False,False,True,False,rare
Usman,Usman,False,False,False,True,False,rare
Saddique,Saddique,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
24,24,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
22,22,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Assan,Assan,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
22,22,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Waseem,Waseem,False,False,False,True,False,rare
Kayani,Kayani,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
28,28,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Arafat,Arafat,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
24,24,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Cossor,Cossor,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
24,24,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Tayib,Tayib,False,False,False,True,False,rare
Rauf,Rauf,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
21,21,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Birmingham,Birmingham,False,False,False,True,False,rare
Ibrahim,Ibrahim,False,False,False,True,False,rare
Savant,Savant,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
26,26,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Osman,Osman,False,False,False,True,False,rare
Adam,Adam,False,False,False,True,False,rare
Khatib,Khatib,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
20,20,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Shamin,Shamin,False,False,False,True,False,rare
Uddin,Uddin,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
36,36,True,False,False,True,False,irregular
",",",",True,False,False,False,False,irregular
Stoke,Stoke,False,False,False,True,False,rare
Newington,Newington,False,False,False,True,False,rare
Asmin,Asmin,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
23,23,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Shazad,Shazad,False,False,False,True,False,rare
Khuram,Khuram,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
27,27,True,False,False,True,False,irregular
",",",",True,False,False,False,False,irregular
Tanvir,Tanvir,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
24,24,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
E10,E10,False,False,False,True,False,rare
Umar,Umar,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
28,28,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
(,(,True,False,False,False,False,irregular
born,bear,True,True,False,False,False,irregular
Brian,Brian,False,False,False,True,False,rare
Young,Young,False,False,False,True,False,rare
),),True,False,False,False,False,irregular
Assad,Assad,False,False,False,True,False,rare
Sarwar,Sarwar,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
25,25,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
26,26,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Muneem,Muneem,False,False,False,True,False,rare
Patel,Patel,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
17,17,True,False,False,True,False,irregular
",",",",True,False,False,False,False,irregular
E5,E5,True,False,False,True,False,irregular
Nabeel,Nabeel,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
21,21,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
Waltham,Waltham,False,False,False,True,False,rare
Forest,Forest,False,False,False,True,False,rare
you,you,False,False,True,False,False,ambiguous
be,be,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
suspects,suspect,False,True,False,False,False,changed
an,a,True,True,False,False,False,irregular
earlier,early,False,True,False,False,False,changed
foiled,foil,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
months,month,False,True,False,False,False,changed
:,:,True,False,False,False,False,irregular
Fahim,Fahim,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
21,21,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Zakaria,Zakaria,False,False,False,True,False,rare
Amara,Amara,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
20,20,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Asad,Asad,False,False,False,True,False,rare
Ansari,Ansari,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
21,21,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Shareef,Shareef,False,False,False,True,False,rare
Abdelhaleen,Abdelhaleen,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
30,30,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Qayyum,Qayyum,False,False,False,True,False,rare
Jamal,Jamal,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
43,43,True,False,False,True,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Dirie,Dirie,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
22,22,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Yasim,Yasim,False,False,False,True,False,rare
Abdi,Abdi,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
24,24,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Jahmaal,Jahmaal,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
23,23,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Durrani,Durrani,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
19,19,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
alias,alias,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
25,25,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Mustafa,Mustafa,False,False,False,True,False,rare
Ghany,Ghany,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
21,21,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
;,;,True,False,False,False,False,irregular
Saad,Saad,False,False,False,True,False,rare
Khalid,Khalid,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
19,19,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
of,of,True,False,False,False,False,irregular
Eclipse,Eclipse,False,False,False,True,False,rare
Avenue,Avenue,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
We,we,True,False,False,False,False,irregular
've,have,True,True,False,False,False,irregular
got,get,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
",",",",True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
did,do,True,True,False,False,False,irregular
n't,not,True,True,False,False,False,irregular
crash,crash,False,False,False,True,False,rare
my,my,True,False,True,False,False,irregular
spell,spell,False,False,False,True,False,rare
-,-,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
it,it,True,False,False,False,False,irregular
being,be,True,True,False,False,False,irregular
followed,follow,False,True,False,False,False,changed
by,by,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
.,.,True,False,False,False,False,irregular
Folks,folk,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
if,if,True,False,False,False,False,irregular
it,it,True,False,False,False,False,irregular
's,be,True,True,True,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
it,it,True,False,False,False,False,irregular
's,be,True,True,True,False,False,irregular
an,a,True,True,False,False,False,irregular
.,.,True,False,False,False,False,irregular
we,we,True,False,False,False,False,irregular
do,do,True,False,True,False,False,irregular
n't,not,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
hateful,hateful,False,False,False,True,False,rare
we,we,True,False,False,False,False,irregular
pretend,pretend,False,False,False,True,False,rare
's,be,True,True,True,False,False,irregular
a,a,True,False,True,False,False,irregular
possible,possible,False,False,True,False,False,ambiguous
miserable,miserable,False,False,False,True,False,rare
it,it,True,False,False,False,False,irregular
's,have,True,True,True,False,False,irregular
been,be,True,True,False,False,False,irregular
.,.,True,False,False,False,False,irregular
On,on,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
(,(,True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
wa,wa,True,False,False,True,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
),),True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
allegedly,allegedly,False,False,False,True,False,rare
declared,declare,False,True,False,True,False,rare
",",",",True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
We,we,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
",",",",True,False,False,False,False,irregular
prince,prince,False,False,False,True,False,rare
soldiers,soldier,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
pledged,pledge,False,True,False,False,False,changed
allegiance,allegiance,False,False,False,True,False,rare
to,to,True,False,True,False,False,irregular
the,the,False,False,True,False,False,ambiguous
sheikh,sheikh,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
mujahideen,mujahideen,False,False,False,True,False,rare
Osama,Osama,False,False,False,True,False,rare
bin,bin,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
.,.,True,False,False,False,False,irregular
Abu,Abu,False,False,False,True,False,rare
Musab,Musab,False,False,False,True,False,rare
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
are,be,True,True,False,False,False,irregular
said,say,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
been,be,True,True,False,False,False,irregular
bitter,bitter,False,False,False,True,False,rare
rivals,rival,False,True,False,True,False,rare
of,of,True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
days,day,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
One,one,False,False,True,False,False,ambiguous
witness,witness,False,False,False,True,False,rare
at,at,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Moutasaddiq,Moutasaddiq,False,False,False,True,False,rare
trial,trial,False,False,False,True,False,rare
in,in,True,False,False,False,False,irregular
alleged,allege,False,True,False,True,False,rare
had,have,True,True,False,False,False,irregular
allowed,allow,False,True,False,False,False,changed
to,to,True,False,True,False,False,irregular
resources,resource,False,True,False,False,False,changed
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
zeroes,zero,False,True,False,True,False,rare
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
21st,21st,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
If,if,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
is,be,True,True,False,False,False,irregular
",",",",True,False,False,False,False,irregular
it,it,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
worrying,worrying,False,False,True,True,False,ambiguous
the,the,False,False,True,False,False,ambiguous
divided,divide,False,True,False,False,False,changed
guerrilla,guerrilla,False,False,False,True,False,rare
groups,group,False,True,False,False,False,changed
are,be,True,True,False,False,False,irregular
being,be,True,True,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
picked,pick,False,True,False,False,False,changed
up,up,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
by,by,True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
of,of,True,False,False,False,False,irregular
's,'s,True,False,True,False,False,irregular
invasion,invasion,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
botching,botching,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
aftermath,aftermath,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
It,it,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
setback,setback,False,False,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
on,on,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
Al,Al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
was,be,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
of,of,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
"""","""",True,False,False,False,False,irregular
Arabs,Arab,False,True,False,False,False,changed
"""","""",True,False,False,False,False,irregular
pledged,pledge,False,True,False,False,False,changed
loyalty,loyalty,False,False,False,True,False,rare
to,to,True,False,True,False,False,irregular
.,.,True,False,False,False,False,irregular
It,it,True,False,False,False,False,irregular
notionally,notionally,False,False,False,True,False,rare
be,be,True,False,False,False,False,irregular
expanded,expand,False,True,False,False,False,changed
to,to,True,False,True,False,False,irregular
encompass,encompass,False,False,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
"5,000",5000,True,True,False,False,False,irregular
-,-,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
55th,55th,False,False,False,True,False,rare
Brigade,Brigade,False,False,False,True,False,rare
"""","""",True,False,False,False,False,irregular
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
regime,regime,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
technical,technical,False,False,False,True,False,rare
definition,definition,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
",",",",True,False,False,False,False,irregular
my,my,True,False,True,False,False,irregular
guess,guess,False,False,False,True,False,rare
is,be,True,True,False,False,False,irregular
were,be,True,True,False,False,False,irregular
influenced,influence,False,True,False,True,False,rare
by,by,True,False,False,False,False,irregular
an,a,True,True,False,False,False,irregular
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Wahhabi,Wahhabi,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
predominates,predominate,False,True,False,True,False,rare
Saudia,Saudia,False,False,False,True,False,rare
's,'s,True,False,True,False,False,irregular
15,15,True,False,False,True,False,irregular
citizens,citizen,False,True,False,True,False,rare
.,.,True,False,False,False,False,irregular
In,in,True,False,True,False,False,irregular
1998,1998,False,False,False,True,False,rare
were,be,True,True,False,False,False,irregular
joined,join,False,True,False,False,False,changed
by,by,True,False,False,False,False,irregular
Egyptians,Egyptian,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Islami,Islami,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
Ayman,Ayman,False,False,False,True,False,rare
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
Zawahiri,Zawahiri,False,False,False,True,False,rare
(,(,True,False,False,False,False,irregular
of,of,True,False,False,False,False,irregular
these,this,True,True,False,False,False,irregular
were,be,True,True,False,False,False,irregular
Upper,Upper,False,False,False,True,False,rare
Egypt,Egypt,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
Asyut,Asyut,False,False,False,True,False,rare
environs,environs,False,False,False,True,False,rare
),),True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
al,al,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
was,be,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
joint,joint,False,False,False,True,False,rare
enterprise,enterprise,False,False,False,True,False,rare
