item_num,sentence,option1,option2,correct_answer_num,correct_letter,correct_text
164,Ụlọ ahịa ahụ rere Michael ekwentị adịgboroja ma na ọ bụghị Eric ka _ ka nwere ike ịkpọ oku.,Michael,Eric,2,B,Eric
165,Ụgbọ ihe mberede ahụ gara ụlọ ọgwụ na-enweghị Nelson n'ime mana ya na Ryan n'ihi na _ gbara ụgbọ ala ebe ahụ.,Nelson,Ryan,1,A,Nelson
166,O we obere oge ma ka Katrina ịgụ akwụkwọ ahụ karịa Cynthia ebe _ bụ onye na-agụ akwụkwọ ka mma.,Katrina,Cynthia,1,A,Katrina
167,"Akpọghachiri Patricia ma ka ajụjụ ọnụ nke abụọ ma na ọ bụghị Victoria, ebe _ gafere nyocha ndabere.",Patricia,Victoria,1,A,Patricia
168,Rebecca gwa Kayla ka _ gbanyụọ ọkụ mana ọ chọghị ịrahụ ụra.,Rebecca,Kayla,2,B,Kayla
169,"Dennis na-agbanwe ájá dị na nzacha ọdọ mmiri ma ka Joseph, n'ihi na _ dị umengwụ.",Dennis,Josef,2,B,Josef
170,Hunter nyere Justin izu abụọ ka ọ zaghachi mgbe o zigachara ya akwụkwọ ozi chọrọ. .E mechaa _ ga-agba ya akwụkwọ n'ụlọikpe.,Dinta,Justin,1,A,Dinta
171,Jason weere ya na Benjamin ka ha bụrụ enyi ya mere _ na-etinye mgbalị dị ukwuu na mmekọrịta ha.,Jason,Benjamin,1,A,Jason
172,Jason na-ewere ya na Benjamin dị ka enyi n'agbanyeghị na _ na-etinye obere mgbalị na mmekọrịta ha.,Jason,Benjamin,2,B,Benjamin
173,Snow da ra nke ukwuu nke na Michael ga-aga n'okporo ụzọ ụgbọ ala Kevins n'ihi na _ kwetara ilekọta ndị agbata obi ya.,Michael,Kevin,1,A,Michael
174,Ndị uwe ojii nwụchiri Maria ma na ha hapụrụ Cynthia ka _nwe ụfọdụ agba n'aka ha site na agba agba e ji ede graffiti.,Maria,Cynthia,1,A,Maria
175,Hunter zụta ụgbọ ala iji banye mana ọ bụghị Dennis n'ihi na _ nwe ebe ịnya ụgbọ ala iji rụọ ọrụ.,Dinta,Dennis,1,A,Dinta
176,Jeffrey ga dọkịta ka ọ gwọọ ọrịa ha ma ọ bụghị Robert ya mere _ dara ọrịa.,Jeffrey,Robert,2,B,Robert
177,"N'ihe mberede ahụ ụgbọ ala Nelson nweta mmebi karịa nke Justin, ebe ụgbọ ala _ dị obere.",Nelson,Justin,1,A,Nelson
178,"N'ihe mberede ahụ ụgbọ ala Nelson nweta mmebi karịa nke Justin, ebe ọ bụ na ụgbọ ala _ ka ukwuu.",Nelson,Justin,2,B,Justin
179,"Monica na-achọ ịzụta ụfọdụ arịa ụlọ ọhụrụ na Carrie zụta ụfọdụ, ya me _ na-amalite ịtụ anya ọbịbịa ịzụrụ ha.",Monica,Carrie,2,B,Carrie
180,Katrina mechara bụ rụ onye e mebiri emebi karịa Felicia n'ihi na _ enweghị nne na nna bara ọgaranya ma ọ bụ na-emesapụ aka.,Katrina,Felicia,2,B,Felicia
181,Katrina mechara bụ rụ onye e mebiri emebi karịa Felicia n'ihi na _ nwere nne na nna bara ọgaranya na ndị na-emesapụ aka.,Katrina,Felicia,1,A,Katrina
182,Sarah na-atụgharị anya ya ka Monica na-ebuli àgwà ọma mmanya dị ka ihe ngwọta maka ihe niile ebe ọ bụ na ike gwụrụ _.,Sarah,Monica,1,A,Sarah
183,Nelson na-enwe ezigbo enyi mgbe niile ma e wezụga ya na Neil ebe ọ bụ na _ na-enwe nkwanye ùgwù mgbe niile.,Nelson,Neil,1,A,Nelson
184,"Derrick nwe mmasị n'ezie ịrụ ọrụ na Ndị ọrụ nchịkwa mmadụ na William chọrọ ịrụ ọrụ n'otu ụlọ ọrụ, ma _ mechara nye ọkwa.",Derrick,William,1,A,Derrick
185,"Derrick nwere mmasị n'ezie ịrụ ọrụ na Ndị ọrụ nchịkwa mmadụ na William chọrọ ịrụ ọrụ n'otu ụlọ ọrụ, ma _ mechara nweta ọkwa.",Derrick,William,2,B,William
186,"Adam hụrụ nkịta n'anya ma na Jason na-atụ ha egwu, ya me, naanị _ na-azụta poodle ahụ.",Adam,Jason,1,A,Adam
187,Brett chọ ịhịa aka n'ahụ mana Kenneth emeghị. Nke a bụ n'ihi na _ nwe ahụ iru ala.,Brett,Kenneth,2,B,Kenneth
188,Carrie nwere mmasị itinye sugar na kọfị megide Laura n'ihi na _ chere na kọfị na-atọ ụtọ.,Carrie,Laura,1,A,Carrie
189,"Brett na-arụsi ọrụ ike na mbe lata ibu ebe Benjamin na-agbalị ibu ibu, ya mere _ mekwuo ka oriri caloric ha dịkwuo elu.",Brett,Benjamin,2,B,Benjamin
190,Monica nwe nsogbu ịkwụ ụgwọ mbinye ha n'adịghị ka Sarah n'ihi na _ bụ onye na-agba chaa chaa na-adịkarịghị.,Monica,Sarah,2,B,Sarah
191,Erin na-eri nri karịa Betty na-eri nri abalị n'ihi na _ agba ala nri ehihie.,Erin,Betty,1,A,Erin
192,Christine nọ na-ekiri nkuzi etemeete ebe Amy anọghị n'ihi na _chọrọ ichefu otu esi etinye isiri n'ụra nke ọma.,Christine,Amy,2,B,Amy
193,Erin nwe onye na-eto eto ebe Patricia nwe ụmụaka na-eto eto n'ihi na _ ghọrọ nne emechara.,Erin,Patricia,2,B,Patricia
194,Erin nwe onye na-eto eto ebe Patricia nwe ụmụaka na-eto eto n'ihi na _ ghọrọ nne mbụ.,Erin,Patricia,1,A,Erin
195,Betty ji gluu dozie ihe egwuregwu Megan n'ihi na _ dị obere ijiri gluu nnukwu.,Betty,Megan,2,B,Megan
196,Jason ma ọ bụghị Craig jụ rụ ụlọ ọrụ ma ha na-ewe ugbu a n'ihi na _ nwere ọrụ.,Jason,Craig,2,B,Craig
197,Egwuregwu na telivishọn dị ezigbo mkpa ma ka Ian mana ọ bụghị Dennis n'ihi na _ nọ na egwu kama.,Ian,Dennis,2,B,Dennis
198,"N'ụlọ akwụkwọ sekọndrị ha si ịgba egwú ọbịbịa ulo, Natalie nọrọ n'ala n'ihi na ngwa ngwa na-agba egwú mgbe Maria nwetara nri n'oge ya, n'ihi na _ agbajila ya ịrịba ama ọzọ.",Natalie,Maria,2,B,Maria
199,Samantha kwesị iji ite ahụ ebe Felicia na-eji ụlọ mposi maka _ bụ onye toro eto.,Samanta,Felicia,2,B,Felicia
200,Tanya gụrụ nkwekọrịta ahụ nke ọma tupu ọ binye aka na ya mana Patricia agụghị ya. Onye ahịa ahụ a na-enyo enyo apụghị ịghọgbu _ .,Tanya,Patricia,1,A,Tanya
201,"Ịkwụsị ịṅụ ihe ọṅụṅụ dịịrị Kyle mfe ma ọbụghị Eric, n'ihi na _ ọ dịghị mgbe mmanya na-atọ ụtọ.",Kyle,Eric,1,A,Kyle
202,Cynthia riri ihe eji megharịa ọnụ niile ebe Sarah enweghị nke ọbụla ebe ọ bụ na _ anaghị agbalị ịkwụsị ibu ọ bụla.,Cynthia,Sarah,1,A,Cynthia
203,Adam dị oyi ma Michael dị ọkụ nke me re _ wepụrụ jaket dị arọ iji gbochie ihu igwe oyi.,Adam,Michael,2,B,Michael
204,"William chọ ịnya igwe mana Erọn chọrọ ịnọ n'ụlọ, ya me _ pụrụ naanị ya.",William,Aaron,1,A,William
205,A jide Monica ka ọ na-ehi ụra na klaasị karịa Katrina n'ihi na _ na-ehi ụra abalị niile.,Monica,Katrina,1,A,Monica
206,N'úkwù Joel tụ rụ ihe karịrị sentimita asatọ karịa nke Kevin n'ihi na _ riri obere ihe.,Joel,Kevin,2,B,Kevin
207,Egbugbere ọnụ dị na Cynthia dị nnọọ ukwuu karịa Monica n'ihi na _ were were bọọlụ dị nro kụrụ n'ọnụ.,Cynthia,Monica,1,A,Cynthia
208,Egbugbere ọnụ dị na Cynthia dị obere karịa Monica n'ihi na _ were were bọọlụ dị nro kụrụ n'ọnụ.,Cynthia,Monica,2,B,Monica
209,Parakeet fe kwuru Hunter mana ọ gafefe Samuel n'ihi na _nwere mkpụrụ nnụnụ n'aka.,Dinta,Samuel,1,A,Dinta
210,"Ulo nke Samantha bi na ya pere mpe karịa Megan, n'ihi na _ nwe obere ụgwọ ọnwa.",Samanta,Megan,1,A,Samanta
211,Christopher kuziri Hunter ka ọ na-egwu go azụ ka _ nwee onye ya na ya ga-egwu egwu.,Christopher,Dinta,1,A,Christopher
212,A na-ewe Lindsey ka nwoke karịa Amy n'ihi na afọ ọ bụla _ na-abanye n'ọhịa gaa na mgbada nsusu French.,Lindsey,Amy,2,B,Amy
213,Cynthia ga-afụcha otu nnukwu kọfị ma na Betty emeghị ka _ nwere obere eriri afọ.,Cynthia,Betty,1,A,Cynthia
214,"Erọn ṅụrụ mmiri bu ru ibu tupu e mee njem ahụ, mana Christopher chefuru, ya me _ mechara nweta mmiri.",Aaron,Christopher,1,A,Aaron
215,"TV nke Samantha zụta na-efu karịa nke Carrie, n'ihi na _ bara ọgaranya.",Samanta,Carrie,1,A,Samanta
216,Carrie nwere oge dị mfe ịfefe site na ọwara dị wa rara karịa Patricia n'ihi na _ ka ukwuu.,Carrie,Patricia,2,B,Patricia
217,"Ike gwụrụ Ian ịnwale nri ọhụrụ mgbe Steven nwere chi ọma na otu, ya mere _ kpebiri ime ihe nke ha.",Ian,Steven,1,A,Ian
218,"Nick gba lịsiri ike na ọgbaghara na-edozibeghị nke Ian na-enweghị ike ịghọta, ebe ọ bụ na _ ahụtụbeghị mmegbu nwata.",Nick,Ian,1,A,Nick
219,"Victoria kpebiri ịkụchi Yorkie, ma Elena agaghịdị atụle ya, n'ihi na _ hụrụ obere nkịta n'anya.",Victoria,Elena,1,A,Victoria
220,Craig nwe ekwentị na-agba ọsọ nwayọ karịa Logan n'ihi na _ nwe ọtụtụ ngwa na-agba na nke ha.,Craig,Logan,1,A,Craig
221,"N'agba egwu ahụ, Adam gwara nwa agbọghọ ahụ ka ọ gbaa egwu n'ihu Donald, ya me re _ na-ewesa onwe ya iwe.",Adam,Donald,2,B,Donald
222,Natalie nwe ezi ebe Jennifer nwere ehi ya mere _ chere na ogbunigwe pere mpe ka ọ ka mma.,Natalie,Jennifer,1,A,Natalie
223,Rebecca na-arahụ ime ụlọ dị n'azụ ụlọ ebe Tanya na-akụ ubi n'ihi na ike gwụrụ _.,Rebecca,Tanya,1,A,Rebecca
224,Ndị uwe ojii sotere Rachel mana ọ bụghị Christine n'ihi na _ gbaruru n'ebe nzuzo.,Rachel,Christine,2,B,Christine
225,"Ụlọ akụ ahụ kwere ka Michael mepee akaụntụ nlele, ma ọ bụghị Matthew, n'ihi na _ na-arụ ọrụ.",Michael,Matiu,1,A,Michael
226,"Ụlọ akụ ahụ kwere ka Michael me pee akaụntụ nlele, ma ọ bụghị Matthew, n'ihi na _ enweghị ọrụ.",Michael,Matiu,2,B,Matiu
227,"A gbaghị ụmụaka ahụ ọgwụ, nke dị mma na Betty ma na were iwe were Mary. _ maara na ha emeghị ụmụaka autistic.",Betty,Mary,2,B,Mary
228,Ịgba égbè na-abịara Megan karịa Tanya n'ihi na _ tolitere gburu gburu ha.,Megan,Tanya,1,A,Megan
229,"Joel nwe ọtụtụ ihe onwunwe ọzọ ebe Neil enweghị, ya me _ ga-agbazite ụlọ nkwakọba ihe.",Joel,Neil,1,A,Joel
230,"Joel nwe ọtụtụ ihe agbakwunyere ebe Neil enweghị, ya me _ enweghị ịgbazite ụlọ nchekwa.",Joel,Neil,2,B,Neil
231,Brett tụ pụrụ soda na nri junk niile iji belata ịdabere na Leslie na nri adịghị mma n'ihi na _ na-eche ma ka ahụike ya.,Brett,Leslie,1,A,Brett
232,"Megan ji pensụl de akwụkwọ ahụ n'adịghị ka Jennifer bụ onye ji mkpịsị akwụkwọ dee, n'ihi na _ chọ ihichapụ ya ma emechaa.",Megan,Jennifer,1,A,Megan
233,"Megan der na pensụl na akwụkwọ ahụ n'adịghị ka Jennifer bụ onye ji mkpịsị akwụkwọ de, n'ihi na _ chọrọ idebe ya maka oge ọzọ.",Megan,Jennifer,2,B,Jennifer
234,"Erin maara onyinye zuru oke maka ịsa ahụ agbamakwụkwọ, mana Samantha kwesịrị ime nyocha ụfọdụ, n'ihi na _ amachaghị nwanyị ahụ a na-alụ ọhụrụ.",Erin,Samanta,2,B,Samanta
235,"Samantha enweghị ike ịhụ ụzọ ọzọ, ma na Emily nwere ike, n'ihi na _ erubeghị ka obi mepere emepe.",Samanta,Emily,1,A,Samanta
236,"Erin na-enwekarị nsogbu site na ntutu na-efunahụ mgbe Samantha nwe ntutu dị mma, n'ihi na _ anaghị enwe nchekasị.",Erin,Samanta,2,B,Samanta
237,Megan nwe mmasị ịgụ akwụkwọ dị mma karịa Samantha n'ihi na _ kpọrọ udo na jụụ asị.,Megan,Samanta,2,B,Samanta
238,"Maria nwe ike ịkwụsị ibu ha ogologo oge, n'adịghị ka Felicia, n'ihi na _ gbasoro nri dị mma.",Maria,Felicia,2,B,Felicia
239,"Maria nwe ike ịkwụsị ibu ha ogologo oge, n'adịghị ka Felicia, n'ihi na _ gbasoro nri mberede.",Maria,Felicia,1,A,Maria
240,Dennis enweghị mmasị n'ehihie ha ma na Hunter mere n'ihi na _ ha pụrụ ọrụ mgbe anyanwụ dara.,Dennis,Dinta,1,A,Dennis
241,Logan mechara kpọọ ndị uwe ojii maka ihe mere Jason mere n'ihi na ha kpụrụ _.,Logan,Jason,1,A,Logan
242,Osisi pine bụ nnukwu akụkụ nke ugbo osisi ekeresimesi nke Erin ebe Megan bụ onye Juu mana nyere _ aka mee ememe ọ bụla.,Erin,Megan,1,A,Erin
243,Kenneth nwe akpụkpọ anụ karịa Craig n'ihi ya _ kwesịrị iji mmiri mmiri mee ihe.,Kenneth,Craig,2,B,Craig
244,Nwamba Natalie nwe ga-adaba n'apata Jessica n'ihi na _ na-ama ya mma mgbe niile.,Natalie,Jessica,2,B,Jessica
245,"Brian na-agba lị mgbe niile ịchọta ụzọ ọ ga-esi na-arụpụta ihe n'ọrụ n'adịghị ka Kenneth, n'ihi na _ bụ onye na-arụsi ọrụ ike.",Brian,Kenneth,1,A,Brian
246,Sarah ma ọ bụghị Erin ga-enweta ụgwọ ezumike nka ezumike nka n'ihi na _ nwe ọrụ ọrụ afọ 30.,Sarah,Erin,1,A,Sarah
247,Hunter kwadebere akwụkwọ na tebụl data ma ka nyocha sayensị Matthew n'ihi na _ bụ onye inyeaka ya.,Hunter,Matthew,1,A,Hunter
248,Michael nwe pusi dị ka anụ ụlọ ma na Nelson enweghị anụ ụlọ n'ihi na _ nwe obere ihe nfụkasị ahụ na sistemu ha.,Michael,Nelson,1,A,Michael
249,Maria ṅomiri ihe niile Christine na-eme n'ebe ọrụ n'ihi na _ dị ka onye na-akwado ya.,Maria,Christine,1,A,Maria
250,Jessica hụrụ ibu dị arọ dị na ọrụ ka ihe karịrị akarị mana ọ bụghị Katrina n'ihi na _ rụrụ ọrụ na-adịghị mma n'ịhazi ọrụ ha.,Jessica,Katrina,1,A,Jessica
251,Egwuregwu ịkụ ọkpọ ahụ dabara adaba ma ka Christopher ma na ọ bụghị Samuel n'ihi na _ emebighị onye iro ya.,Christopher,Samuel,2,B,Samuel
252,Ịga na nri dị mfe maka Benjamin ma ọ bụghị Donald n'ihi na _ amaghị maka ụdịrị dị iche iche.,Benjamin,Donald,2,B,Donald
253,"Patricia nwe nsogbu na ịzụ ịnyịnya ya ma chọ enyemaka Tanya, n'ihi na _ chọ ka ịnyịnya ya na-akpa àgwà.",Patricia,Tanya,1,A,Patricia
254,Ian kwesịrị ilekọtars Dennis ụmụ mana ọ pụtaghị n'ihi na ochefuru _.,Ian,Dennis,2,B,Dennis
255,Joseph gwara Robert ka o jiri akwa nhicha dị nso nhichaa ala n'ihi na _ kwesịrị ịrụ ọrụ.,Josef,Robert,2,B,Robert
256,Natalie nwere ụjọ banyere ịgafe n'elu àkwà mmiri dị elu mana Tanya enweghị ya. _ kwesiri ibugharị ụzọ njem ha ka ha wee gbanarị àkwà mmiri.,Natalie,Tanya,1,A,Natalie
257,"Adam kpebi ịkpụ afụ ọnụ Denniss tu pu alọkọtaghachi, n'ihi na _ che na ọ dị ogologo.",Adam,Dennis,1,A,Adam
258,"Adam kpebi ịkpụ afụ ọnụ Denniss tupu ha enwee njikọ, mana _ che na ọ dị mkpụmkpụ.",Adam,Dennis,2,B,Dennis
259,"Emily na-ahụkarị ụmụaka n'anya ma Jessica che na ọ dị iche, yabụ ọ tụrụ _ n'anya ịghọ dọkịta ụmụaka.",Emily,Jessica,2,B,Jessica
260,Tanya chọ ụzọ mgbapụ ebe Elena emeghị n'ihi na _ nwe mmasị ibi ndụ ugbu a.,Tanya,Elena,2,B,Elena
261,"Donald na-aṅụ ọgwụ maka nchegbu ha, Craig wee gaa ọgwụgwọ n'ihi na _ na-enwe mmetụta ha na nzuzo.",Donald,Craig,1,A,Donald
262,Michael nwe ego karịa Samuel n'ihi na _ na-amasị ịzụ ahịa na imefu ego nke ukwuu.,Michael,Samuel,2,B,Samuel
263,"Monica nwere nchegbu na enwere ike ịghọgbu Mary mgbe ha malitere ọrụ ọhụrụ ha, mana _ kpebiri ịtụkwasị obi n'ikpe enyi ha.",Monica,Mary,1,A,Monica
264,"Joseph nwere ihe nfụkasị ahụ na mango, mana Nelson enweghị ya, yabụ _ kwesịrị ịkpachara anya nke ukwuu.",Josef,Nelson,1,A,Josef
265,Justin so Donald gaa egwuregwu ahụ n'ihi na _chọrọ ịbụ onye ọkwọ ụgbọ ala họpụtara.,Justin,Donald,1,A,Justin
266,Steven nwe nchegbu maka ịdị elu chọrọ ma ka rollercoaster karịa Dennis kemgbe _ dị mkpụmkpụ.,Steven,Dennis,1,A,Steven
267,Joel nwere ahụmahụ ịnya ụgbọ ala buru ibu ma Lawrence enweghị. _ na-ebugharị RV ha nke ọma.,Joel,Lawrence,1,A,Joel
268,"Ryan tolitere osisi ụlọ site na mkpụrụ, mana Matthew zụtara osisi rọba kama, n'ihi na _ na-eleghara osisi anya.",Ryan,Matthew,2,B,Matthew
269,"Laura nwe ahụ dị mma karịa Katrina, n'ihi na _ jiri oge ha niile na ụlọ ahịa ihe nracha.",Laura,Katrina,2,B,Katrina
270,"Samantha kwere na ndụ mgbe a nwụsịrị ebe Christine ekweghị, ya mere ọ dịghị mgbe _ nwara ịgwa ndị mmụọ okwu.",Samantha,Christine,2,B,Christine
271,Jeffrey jụ Hunter kedu ụbọchị edobere ma ka agbamakwụkwọ ahụ n'ihi na _ na-alụ nwanyị.,Jeffrey,Hunter,2,B,Hunter
272,Jeffrey jụ Hunter kedu ụbọchị edobere ma ka agbamakwụkwọ ahụ n'ihi na _ bụ ezigbo nwoke ya.,Jeffrey,Dinta,1,A,Jeffrey
273,"Craig amụtabeghị aka ọdịde n'ụlọ akwụkwọ ma na Michael mụ tara ọmarịcha edemede, ya me, _ na-ede akwụkwọ ozi ha niile.",Craig,Michael,1,A,Craig
274,"Patricia ji aka na-asa ákwà, ma Lindsey ji igwe eletrik na-asa ákwà, n'ihi na _ yi uwe ndị siri ike mee.",Patricia,Lindsey,1,A,Patricia
275,"Derrick chọrọ Kenneth ka ọ gaa n'ụlọ ahịa wee nweta bib, ma na _ kwuru na nke ha nwere ka dị mma.",Derrick,Kenneth,2,B,Kenneth
276,"Christine gwara Samantha n'ụlọ ikpe ihe kpatara ikike ha agwụla, ebe _ nwe ọrụ ikpe ikpe.",Christine,Samanta,2,B,Samanta
277,Nelson mara Christopher njakiri maka mkpa ọ dị ịchọta ụbọchị ọbịbịa n'ihi na _ enweelarị otu.,Nelson,Christopher,1,A,Nelson
278,Sarah kwesịrị ịkpọ onye ọkachamara n'adịghị ka Erin n'ihi na _ nwe nnukwu ihe ọmụma na isiokwu a.,Sarah,Erin,2,B,Erin
279,"Monica na-enwe mmasị na mmanya vodka, mana Felicia na-ahọrọ whiskey n'ihi na _ nwe mmasị na mmanya gbara ọchịchịrị.",Monica,Felicia,2,B,Felicia
280,Samantha da ra n'ule mana Mary nwetara akara kacha mma n'ihi na _ adịla umengwụ.,Samanta,Mary,1,A,Samanta
281,"Kyle chọrọ idegara Erọn akwụkwọ kwa ụbọchị, n'ihi na _ namasị ya izigara ndị enyi ya akwụkwọ ozi.",Kyle,Aaron,1,A,Kyle
282,"Kyle chọ idegara Erọn akwụkwọ kwa ụbọchị, n'ihi na _ namasị ya ịnata akwụkwọ ozi sitere n'aka ndị enyi ya.",Kyle,Aaron,2,B,Aaron
283,"N'ime oke iwe nke Christopher, Jeffrey mụta ma ka atụmatụ ọjọọ ha, ma _ kwụsịrị tupu ọ gaa nke ọma.",Christopher,Jeffrey,1,A,Christopher
284,"Neil gwara Brian ka o nye ya teepu, mana _ atụọla mgbidi ahụ ka ọ rụo n'etiti foto a.",Neil,Brian,2,B,Brian
285,"Ọ na-ewute Justin ka ya na Jason kewapụrụ, ma na _ adịghị njikere ịga n'ihu.",Justin,Jason,2,B,Jason
286,"Laura na-ejide ígwè maka ọrụ ha mgbe Carrie na-eji ọkụ ọkụ, n'ihi na _ nwere nkà karịa.",Laura,Carrie,2,B,Carrie
287,Nick na-esi ísì ọjọọ karịa Kenneth ka egwuregwu basebọọlụ gasịrị n'agbanyeghị _ na-eyi deodorant.,Nick,Kenneth,1,A,Nick
288,Nwoke ahụ nwe ahụ ọkụ bịara we gwa Carrie okwu ọ bụghị Lindsey n'ihi na _ bụ onye ọrịa.,Carrie,Lindsey,2,B,Lindsey
289,Ide ihe na-abịara Carrie n'ụzọ dị mfe ma na o siiri Natalie ike n'ihi na _ ewerela injinia na kọleji.,Carrie,Natalie,2,B,Natalie
290,Katrina gwara Rachel ka ọ gbanwee diaper ma ka ụmụ ọhụrụ n'ụtụtụ a n'ihi na _ anaghị eme ihe ọ bụla.,Katrina,Rachel,2,B,Rachel
291,Derrick kele Craig na mmemme ahụ mana ọ zaghị ya n'ihi na _ dị mpako.,Derrick,Craig,2,B,Craig
292,Monica họ Kayla ka ọ bụ onye mmeri na-emeri na ihe ngosi eziokwu n'ihi na _ bụ onye asọmpi na ihe nkiri ahụ.,Monica,Kayla,2,B,Kayla
293,Michael gwuru mmiri n'ọdọ mmiri ahụ ogologo oge karịa Derrick n'ihi na _ chere na algae ahụ dị mma.,Michael,Derrick,1,A,Michael
294,Kenneth ru ọrụ ike n'ịzụ ọgụ ma ọbụghị Samuel. _ enweghị ike ime ka nrọ ha mezuo nke ịlụ ọgụ na UFC octagon.,Kenneth,Samuel,2,B,Samuel
295,"Adam gbapụrụ ọbara ọbara miri emi mgbe Jeffrey hụrụ ka ọ dapụrụ n'ịnyịnya ya, mana _ gbalịrị ime ka ọ dịghị njọ.",Adam,Jeffrey,1,A,Adam
296,"Dọkịta ahụ gwọchara Natalie, mana ọ jụrụ ịhụ Tanya, n'ihi na _ nwere atụmatụ mkpuchi dị egwu.",Natalie,Tanya,1,A,Natalie
297,Jessica gwara Rebecca ka ọ gaa hụ ihe nkiri egwu ọhụrụ n'agbanyeghị _ ma ara na ọ ga-ajụ òkù ahụ.,Jessica,Rebecca,1,A,Jessica
298,"Kayla na-akụziri Amy ka ọ ga-esi akwụ ụgwọ ya, yabụ _ ọ ga-abụ onye tọrọ.",Amy,Kayla,1,A,Amy
299,Steven gwara Joseph ka o leba anya n'afọ ha mgbe _ nwere abalị juputara na nsogbu gas dị njọ.,Steven,Josef,2,B,Josef
300,"Enyere Felicia eriri akpụkpọ anụ sitere na Betty ka ọ dị ọcha, n'ihi na _ ma ara otú e si eme ya.",Felicia,Betty,1,A,Felicia
301,Carrie gbalịrị ime ka Cynthia kwenye na pusu chọ microchip n'ihi na _ nwere nchegbu na pusu na-efunahụ ya.,Carrie,Cynthia,1,A,Carrie
302,"Emily wegara Samantha akwụkwọ akụkọ kwa ụbọchị ozugbo, ya me _ nye onyinye ekeresimesi mara mma.",Emily,Samanta,2,B,Samanta
303,"Laura si n'elu ụlọ na-arịdata ma Katrina nọ n'okpuru ya, _ na-ejide obe ahụ.",Laura,Katrina,2,B,Katrina
304,"Katrina rị ọrọ Jessica ka ọ pụọ n'ihe onwunwe ha, n'ihi na _ adịghị enwe mmasị ileta.",Katrina,Jessica,1,A,Katrina
305,"N'ụlọ ọgwụ, Kenneth lekọtara ọnya Randy ebe _ na-amụta ịlekọ́ta nje.",Kenneth,Randy,1,A,Kenneth
306,Ike gwụrụ Christine na Maria bụ ihe mgbu n'olu mgbe _ kwere ọnyà prank.,Christine,Maria,2,B,Maria
307,Megan buuru Felicia mmanụ n'ihi na _ asị na isi nri anaghị amasị ya mana ọ na-amasị ya iri nri.,Megan,Felicia,1,A,Megan
308,"Felicia chọrọ ka Emily na-eleta ya, ya mere _ gara ụlọ ahịa ọla wee zụta mgbanaka dị oke ọnụ.",Felicia,Emily,2,B,Emily
309,Ịme egwuregwu chess dịịrị Brian mfe karịa William n'ihi na _ nwe uche nyocha.,Brian,William,1,A,Brian
310,Gerbil ahụ rutere Laura mana ọ bụghị Monica n'ihi na _ ji osisi hockey.,Laura,Monica,2,B,Monica
311,Samantha chọ iji valet dọba ụgbọ ala ma na Carrie emeghị n'ihi na _ na-emesapụ aka na ego.,Samanta,Carrie,1,A,Samanta
312,Ịmụ ụdị karate ọhụ si ike nye Logan mana ọ bụghị William n'ihi na _ abụghị egwuregwu.,Logan,William,1,A,Logan
313,"Elena nwere mmasị na ngwere karịa Rachel, n'ihi ya, _ tụrụ ya n'anya ịnata gecko anụ ụlọ maka ụbọchị ọmụmụ ya.",Elena,Rachel,2,B,Rachel
314,Logan họ snowboard mgbe Kyle chọ ime biathlon ya mere _ gbagoro ugwu.,Logan,Kyle,1,A,Logan
315,"Nick enweghị mmasị na ofe sitere na tomato, ọ bụ naanị ihe oriri na-esi ísì ụtọ. Ryan maara nke a ya mere ọ na-esi nri ọcha naanị mgbe _ bịara.",Nick,Ryan,1,A,Nick
316,Robert adịghị akwa ụta ma ka ịkụ Justin ọkpọ n'imi n'ihi na _ bụ onye e kpere ikpe na-ezighị ezi.,Robert,Justin,1,A,Robert
317,Lawrence tara nnukwu ahu n'ihi nri ọ na mana Hunter adịchaghị mma. _ dị arọ ugbu a.,Lawrence,Hunter,2,B,Hunter
318,"Tanya chọ ịhụ ihe nkiri Sarah na-eme, ya me _ jiri nlezianya lelee usoro ya.",Tanya,Sarah,2,B,Sarah
319,"N'ihe banyere ilekọta ndị agadi, Adam ru ru eru ma ka ọrụ ahụ karịa Brian n'ihi na _ na ndị na-eto eto biri ogologo oge.",Adam,Brian,2,B,Brian
320,"Mgbe ọ na-azụ ahịa na nnukwu ụlọ ahịa, Kevin gwara Benjamin ka o nye aka chọta uwe elu na-acha uhie uhie ọ ga-eyi n'ihi na _ ma ra mma na nhazi ego uwe.",Kevin,Benjamin,2,B,Benjamin
321,Mary amaghị ihe ego Mexico bụ mana Lindsey maara na _ agatụbeghị Mexico mbụ.,Mary,Lindsey,1,A,Mary
322,"Mary che na Sera nwe akpụkpọ ahụ mara mma, n'agbanyeghị na _ nwe ọdịdị ka mma nke abụọ ahụ.",Mary,Sarah,1,A,Mary
323,Justin wetara ihe nkwọ na hama iji kwadoo ime kabọd maka Benjamin n'ihi na _ bụ onye were ya n'ọrụ.,Justin,Benjamin,2,B,Benjamin
324,"Derrick na-elekọta azụ Kenneth azụ n'ofis, yabụ _ bụ onye ahịa nọ n'ọnọdụ a.",Kenneth,Derrick,1,A,Kenneth
325,"Ego ahụ adaghị ụgha mgbe o gosiri otú Patricia si buru ibu na otú Felicia si daa mbà, ya mere _ kwesịrị ịga na nri.",Patricia,Felicia,1,A,Patricia
326,"Logan nwe ike iri gluten ebe Adam enweghị ike, na _ na-enwekarị ụdị nri dị iche iche nke ịhọrọ.",Logan,Adam,2,B,Adam
