item_id,sentence,option_a,option_b,gold_answer
pr_fr_000519,"Lonnie a mis du mortier entre les briques avec une spatule au lieu d' une truelle, car _ était efficace.",la spatule,la truelle,A
pr_fr_000520,"Lonnie a mis du mortier entre les briques avec une spatule au lieu d' une truelle, car _ était inefficace.",la spatule,la truelle,B
pr_fr_000521,"Selon le contrat, l' entreprise a dû payer des milliers de dollars à la banque, _ ayant perdu le procès.",l' entreprise,la banque,A
pr_fr_000522,"Selon le contrat, l' entreprise devait payer à la banque des milliers de dollars, car _ avait remporté le procès.",l' entreprise,la banque,B
pr_fr_000523,"Le volcan en éruption a craché de la lave en fusion, des cendres et de la fumée dans le ciel jusqu' à ce que _ soit obscurci.",le volcan,le ciel,B
pr_fr_000524,"Le volcan en éruption a craché de la lave en fusion, des cendres et de la fumée dans le ciel jusqu' à ce que _ soit vide.",le volcan,le ciel,A
pr_fr_000525,Le mur a mis plus de temps à peindre que le plafond car _ couvrait une plus grande surface.,le plafond,le mur,B
pr_fr_000526,Le mur a mis plus de temps à peindre que le plafond car _ couvrait une zone plus petite.,le mur,le plafond,B
pr_fr_000527,"La femme a rangé le lait et a placé le beurre sur le comptoir, car _ n' était pas nécessaire pour la recette.",le beurre,le lait,B
pr_fr_000528,"La femme a rangé le lait et a placé le beurre sur le comptoir, car _ était nécessaire pour la recette.",le lait,le beurre,B
pr_fr_000529,"La fumée des cigares imprégnait le salon mais l' air était clair dans le hall, car _ permettait de fumer.",le salon,le hall,A
pr_fr_000530,"La fumée des cigares imprégnait le salon mais l' air était clair dans le hall, car _ interdisait de fumer.",le hall,le salon,A
pr_fr_000531,La brosse est efficace pour nettoyer la baignoire tandis que l' éponge ne l' est pas car _ est rigide.,l' éponge,la brosse,B
pr_fr_000532,La brosse est efficace pour nettoyer la baignoire tandis que l' éponge ne l' est pas car _ est douce.,la brosse,l' éponge,B
pr_fr_000533,"Le chiot énergique adorait le ballon mais détestait vraiment le frisbee, car _ était amusant.",le ballon,le frisbee,A
pr_fr_000534,"Le chiot énergique adorait le ballon mais détestait vraiment le frisbee, car _ était ennuyeux.",le frisbee,le ballon,A
pr_fr_000535,L' avocat a pris le train pour se rendre au tribunal au lieu du bus parce que _ fonctionnait bien.,le train,le bus,A
pr_fr_000536,L' avocat a pris le train pour se rendre au tribunal au lieu du bus parce que _ était en train d' être réparé.,le train,le bus,B
pr_fr_000537,La cage offrait moins d' abri que la grange car _ avait un toit en métal.,la cage,la grange,B
pr_fr_000538,La cage offrait moins d' abri que la grange car _ avait un toit en bâche.,la grange,la cage,B
pr_fr_000539,La date du dîner a duré plus longtemps que celle du restaurant car _ a fermé plus tard.,le restaurant,le dîner,B
pr_fr_000540,La date du dîner a duré plus longtemps que celle du restaurant car _ a fermé plus tôt.,le dîner,le restaurant,B
pr_fr_000541,"Le char a cessé d' utiliser le lance-flammes et s' est dirigé vers le canon, car _ était inutile dans l' attaque.",le lance-flammes,le canon,A
pr_fr_000542,"Le char a cessé d' utiliser le lance-flammes et s' est déplacé vers le canon, car _ était dévastateur dans l' attaque.",le canon,le lance-flammes,A
pr_fr_000543,"Danni cherchait des indices pour résoudre le mystère mais ne pouvait résoudre qu' un anagramme, car _ était plus difficile.",le mystère,l' anagramme,A
pr_fr_000544,"Danni cherchait des indices pour résoudre le mystère mais ne pouvait résoudre qu' un anagramme, car _ était plus facile.",le mystère,l' anagramme,B
pr_fr_000545,"Maryann pensait remplacer son huile essentielle de vanille par de la lavande, car _ était vieille.",la vanille,la lavande,A
pr_fr_000546,"Maryann pensait remplacer son huile essentielle de vanille par de la lavande, car _ était à la mode.",la vanille,la lavande,B
pr_fr_000547,L' athlète devait se préparer pour la compétition finale avec son uniforme mais pas son casque car _ était avec lui.,le casque,l' uniforme,B
pr_fr_000548,L' athlète a dû se préparer pour la compétition finale avec son uniforme mais pas son casque car _ était coincé dans le casier.,le casque,l' uniforme,A
pr_fr_000549,La sorcière essaya d' écrire le sort dans le livre mais _ était trop gros.,le livre,le sort,B
pr_fr_000550,La sorcière a essayé d' écrire le sort dans le livre mais _ était trop petit.,le livre,le sort,A
pr_fr_000551,Le bûcheron a essayé de mettre le bois dans le hangar mais _ était trop grand.,le bois,le hangar,A
pr_fr_000552,Le bûcheron a essayé de mettre le bois dans le hangar mais _ était trop petit.,le bois,le hangar,B
pr_fr_000553,La constitution a été placée sur un mur et le papier a été jeté parce que _ était permanent.,le mur,le papier,A
pr_fr_000554,La constitution a été mise sur un mur et le papier a été jeté parce que _ était temporaire.,le papier,le mur,A
pr_fr_000555,Le service était meilleur dans le magasin près de chez moi que le traitement près de la maison de mes amis car _ était incroyable.,le service,le traitement,A
pr_fr_000556,Le service était meilleur au magasin près de chez moi que le traitement près de la maison de mes amis car _ était horrible.,le traitement,le service,A
pr_fr_000557,"Marcy essuya le verre avec du papier journal au lieu d' un chiffon, car _ était en désordre.",le journal,le chiffon,B
pr_fr_000558,"Marcy a essuyé le verre avec du papier journal au lieu d' un chiffon, car _ était plus propre.",le journal,le chiffon,A
pr_fr_000559,L' eau a mis tellement de temps à bouillir lorsqu' elle est placée sur la flamme parce que _ est beaucoup.,la flamme,l' eau,B
pr_fr_000560,L' eau a mis tellement de temps à bouillir lorsqu' elle est placée sur la flamme parce que _ est faible.,la flamme,l' eau,A
pr_fr_000561,J' ai payé plus d' impôts sur mon entreprise que sur ma maison parce que _ est une propriété privée.,l' entreprise,la maison,B
pr_fr_000562,J' ai payé plus d' impôts sur mon entreprise que sur ma maison parce que l' entreprise est _ commerciale.,une entreprise,la maison,A
pr_fr_000563,Les crabes avaient meilleur goût au dîner qu' au restaurant car _ était plus proche du rivage.,le dîner,le restaurant,A
pr_fr_000564,Les crabes avaient meilleur goût au dîner qu' au restaurant car _ était plus éloigné du rivage.,le dîner,le restaurant,B
pr_fr_000565,"Nous avons décidé que la chimie ne serait pas le sujet de l' article, et avons choisi la biologie à la place, car _ n' était pas pertinente pour les études actuelles.",la biologie,la chimie,B
pr_fr_000566,"Nous avons décidé que la chimie ne serait pas le sujet de l' article, et avons choisi la biologie à la place, car _ était pertinente pour les études en cours.",la chimie,la biologie,B
pr_fr_000567,"Tout le monde était tellement bourré au dîner de Thanksgiving que personne n' a remarqué que David posait la tarte sur la table, mais _ était toujours mangée.",la table,la tarte,B
pr_fr_000568,"Tout le monde était tellement bourré au dîner de Thanksgiving que personne n' a remarqué que David posait la tarte sur la table, mais _ était toujours vide.",la tarte,la table,B
pr_fr_000569,"Quand il était temps de partir, nous prenions le train au lieu du taxi car _ mettrait plus de temps à rentrer à la maison.",le train,le taxi,B
pr_fr_000570,"Quand il était temps de partir, nous prenions le train au lieu du taxi car _ mettrait moins de temps à rentrer à la maison.",le train,le taxi,A
pr_fr_000571,"L' infestation d' acariens dans le grenier ne s' est pas propagée au sous-sol, car _ était si sujet aux infestations.",le grenier,le sous-sol,A
pr_fr_000572,"L' infestation d' acariens dans le grenier ne s' est pas propagée au sous-sol, car _ était si résistant aux infestations.",le sous-sol,le grenier,A
pr_fr_000573,"Pour le petit déjeuner, Kelly a décidé de ne pas manger de pamplemousse et a choisi l' orange car _ était difficile à manger sur le chemin du travail.",l' orange,le pamplemousse,B
pr_fr_000574,"Pour le petit déjeuner, Kelly a décidé de ne pas manger de pamplemousse et a choisi l' orange car _ était facile à manger sur le chemin du travail.",l' orange,le pamplemousse,A
pr_fr_000575,"Elle voulait lire l' histoire à sa classe de première année, mais _ était trop longue.",la classe,l' histoire,B
pr_fr_000576,Elle voulait lire l' histoire à sa classe de première année mais _ était trop bruyante.,la classe,l' histoire,A
pr_fr_000577,Shane versa toute la bouteille d' alcool dans sa bouche jusqu' à ce que _ soit vide.,la bouteille,la bouche,A
pr_fr_000578,Shane versa toute la bouteille d' alcool dans sa bouche jusqu' à ce que _ soit pleine.,la bouteille,la bouche,B
pr_fr_000579,Le banc ne rentrerait pas à l' arrière du camion car _ est trop large.,le banc,le camion,A
pr_fr_000580,Le banc ne rentre pas à l' arrière du camion parce que _ est trop étroit.,le camion,le banc,A
pr_fr_000581,"Quand Steve est allé à la pêche, il a choisi d' utiliser une canne au lieu d' une lance parce que _ exigeait des compétences de pêche avancées.",la canne,la lance,B
pr_fr_000582,"Quand Steve est allé à la pêche, il a choisi d' utiliser une canne au lieu d' une lance parce que _ exigeait de simples compétences de pêche.",la lance,la canne,B
pr_fr_000583,Chaque jeune garçon sait qu' un wiffleball est en plastique et qu' une balle de baseball ne l' est pas; ils savent que _ est également solide.,le baseball,le wiffleball,A
pr_fr_000584,Chaque jeune garçon sait qu' un wiffleball est en plastique et qu' une balle de baseball ne l' est pas; ils savent que _ est également creux.,le wiffleball,le baseball,A
pr_fr_000585,"Le plat italien avait besoin d' épices, alors nous sommes allés avec du paprika au lieu du habanero car _ était délicieux.",le paprika,le habanero,A
pr_fr_000586,"Le plat italien avait besoin d' épices, alors nous sommes allés avec du paprika au lieu du habanero car _ était terne.",le habanero,le paprika,A
pr_fr_000587,Le gangster a essayé de mettre le corps dans le cercueil mais _ était trop grand.,le corps,le cercueil,A
pr_fr_000588,Le gangster a essayé de mettre le corps dans le cercueil mais _ était trop petit.,le cercueil,le corps,A
pr_fr_000589,"Son rasoir ne pouvait pas très bien tailler la barbe, même s' il faisait un bon travail avec la moustache, car _ avait des cheveux plus durs.",la moustache,la barbe,B
pr_fr_000590,"Son rasoir ne pouvait pas très bien tailler la barbe, même s' il faisait du bon travail avec la moustache, car _ avait des cheveux plus doux.",la moustache,la barbe,A
pr_fr_000591,"À mon avis, le chêne est un bois de loin supérieur au pin, car _ est très résistant.",le chêne,le pin,A
pr_fr_000592,"À mon avis, le chêne est un bois de loin supérieur au pin, car _ est très faible.",le chêne,le pin,B
pr_fr_000593,"Piper a fait un gros lot de root beer et voulait le conserver au réfrigérateur, mais _ était trop.",le lot,le réfrigérateur,A
pr_fr_000594,"Piper a fait un gros lot de root beer et voulait la conserver dans le réfrigérateur, mais _ était trop petit.",le lot,le réfrigérateur,B
pr_fr_000595,La prothèse ne rentre pas dans la bouche car _ est trop énorme.,la bouche,la prothèse,B
pr_fr_000596,La prothèse ne rentre pas dans la bouche car _ est trop mince.,la prothèse,la bouche,B
pr_fr_000597,L' homme a omis d' arroser la plante et n' a arrosé la pelouse que parce que _ était humide.,la plante,la pelouse,A
pr_fr_000598,L' homme a omis d' arroser la plante et n' a arrosé la pelouse que parce que _ était sèche.,la pelouse,la plante,A
pr_fr_000599,"L' ampoule a aggravé son orteil, mais n' a pas dérangé son talon, car _ était plus exposé à ses ravages.",le talon,l' orteil,B
pr_fr_000600,"L' ampoule a aggravé son orteil, mais n' a pas dérangé son talon, car _ était plus protégé de ses ravages.",l' orteil,le talon,B
pr_fr_000601,John versa tout le sac d' or dans le coffre au trésor jusqu' à ce que _ soit plein.,le sac,le coffre,B
pr_fr_000602,John versa tout le sac d' or dans le coffre au trésor jusqu' à ce que _ soit vide.,le coffre,le sac,B
pr_fr_000603,Ma famille et moi avons décidé de camper dans la cabine au lieu de la voiture car _ est moins encombrante.,la voiture,la cabine,B
pr_fr_000604,Ma famille et moi avons décidé de camper dans la cabine plutôt que dans la voiture car _ est plus contrainte d' espace.,la cabine,la voiture,B
pr_fr_000605,John le barman a versé le reste de la bouteille dans la tasse jusqu' à ce que _ soit épuisée.,la bouteille,la tasse,A
pr_fr_000606,"John, le barman, versa le reste de la bouteille dans la tasse jusqu' à ce que _ soit remplie.",la bouteille,la tasse,B
pr_fr_000607,"Le tout nouveau matelas ne tenait pas sur le cadre du lit, car _ était trop long.",le matelas,le cadre,A
pr_fr_000608,"Le tout nouveau matelas ne s' adaptait pas au cadre du lit, car _ était trop court.",le cadre,le matelas,A
pr_fr_000609,"Le matériau du manteau était de qualité bien inférieure à celui du chapeau, _ était donc plus cher.",le manteau,le chapeau,B
pr_fr_000610,"Le matériau du manteau était de qualité bien inférieure à celui du chapeau, _ était donc moins cher.",le chapeau,le manteau,B
pr_fr_000611,James ne peut pas tailler la branche apex avec cette hache car _ est trop courte.,la branche,la hache,B
pr_fr_000612,James ne peut pas tailler la branche apex avec cette hache car _ est trop haute.,la branche,la hache,A
pr_fr_000613,"Le temps étant froid en hiver, la jeune fille portait un lourd manteau; _ la gardait au chaud.",le temps,le manteau,B
pr_fr_000614,"Le temps étant froid en hiver, la jeune fille portait un lourd manteau; _ la rendait froide.",le temps,le manteau,A
pr_fr_000615,"Ma sœur préfère regarder le basket-ball plutôt que le football, car elle pense que _ est très divertissant.",le football,le basket-ball,B
pr_fr_000616,"Ma sœur préfère regarder le basket-ball plutôt que le football, car elle pense que _ est très ennuyeux.",le football,le basket,A
pr_fr_000617,Le cadre est resté sur le mur pendant que le miroir tombait car _ était plus lourd.,le cadre,le miroir,B
pr_fr_000618,Le cadre est resté sur le mur pendant que le miroir tombait car _ était plus léger.,le cadre,le miroir,A
pr_fr_000619,Le médecin a placé l' organe hors du sac et dans le flacon pour que _ soit vide.,le sac,le flacon,A
pr_fr_000620,Le médecin a placé l' organe hors du sac et dans le flacon pour que _ soit plein.,le sac,le flacon,B
pr_fr_000621,"Son masque était suffisamment convaincant pour le faire entrer dans le bâtiment, mais il a été arrêté au bureau, car _ avait une sécurité plus faible.",le bâtiment,le bureau,A
pr_fr_000622,"Son masque était suffisamment convaincant pour le faire entrer dans le bâtiment, mais il a été arrêté au bureau, car _ avait une sécurité renforcée.",le bâtiment,le bureau,B
pr_fr_000623,La femme a essayé de mettre le nouveau soutien-gorge dans le tiroir mais _ était trop grand.,le tiroir,le soutien-gorge,B
pr_fr_000624,La femme a essayé de mettre le nouveau soutien-gorge dans le tiroir mais _ était trop petit.,le tiroir,le soutien-gorge,A
pr_fr_000625,L' homme voulait construire la nouvelle école sur la nouvelle propriété mais _ était trop grande.,l' école,la propriété,A
pr_fr_000626,L' homme voulait construire la nouvelle école sur la nouvelle propriété mais _ était trop petite.,l' école,la propriété,B
pr_fr_000627,L' abricot orange ne rentrera pas dans le pot car _ est trop large.,l' abricot,le pot,A
pr_fr_000628,L' abricot orange ne rentrera pas dans le pot car _ est trop petit.,l' abricot,le pot,B
pr_fr_000629,"Le cric a fini par être utile, mais pas le pneu, car _ était de la bonne taille.",le pneu,le cric,B
pr_fr_000630,"Le cric a fini par être utile, mais le pneu ne l' était pas, car _ n' était pas de la bonne taille.",le cric,le pneu,B
pr_fr_000631,Jameson est allé au DMV pour obtenir sa licence et a porté le chapeau pour la photo mais a laissé le nœud papillon parce que _ était cool.,le chapeau,le papillon,A
pr_fr_000632,Jameson est allé au DMV pour obtenir sa licence et a porté le chapeau pour la photo mais a laissé le nœud papillon parce que _ était étrange.,le chapeau,le papillon,B
pr_fr_000633,Priscilla était nerveuse à propos du test mais pas du quiz car _ était beaucoup plus difficile.,le test,le quiz,A
pr_fr_000634,Priscilla était nerveuse à propos du test mais pas du quiz car _ était beaucoup plus facile.,le quiz,le test,A
pr_fr_000635,"Au lieu de dormir dans un lit, elle a voulu utiliser un hamac car _ semblait ennuyeux.",le hamac,le lit,B
pr_fr_000636,"Au lieu de dormir dans un lit, elle a voulu utiliser un hamac parce que _ semblait amusant.",le lit,le hamac,B
pr_fr_000637,John a craché la mangue après avoir pris une bouchée et il a mangé la pomme à la place parce que _ est pourrie.,la pomme,la mangue,B
pr_fr_000638,John a craché la mangue après avoir pris une bouchée et il a mangé la pomme à la place parce que _ est fraîche.,la mangue,la pomme,B
pr_fr_000639,"L' eau bout bien sur le poêle mais pas sur le feu ouvert, car _ a une meilleure chaleur.",le feu,le poêle,B
pr_fr_000640,"L' eau bout bien sur le poêle mais pas sur le feu ouvert, car _ a une chaleur insuffisante.",le feu,le poêle,A
pr_fr_000641,Nous avons enroulé le fil autour du poteau pour faire circuler l' électricité dans le système car _ était conducteur.,le fil,le poteau,A
pr_fr_000642,Nous avons enroulé le fil autour du poteau pour faire circuler l' électricité dans le système puisque _ résistait.,le poteau,le fil,A
pr_fr_000643,"Le semi-camion ne pouvait pas entrer dans le lave-auto, car _ était trop étroit.",le lave-auto,le semi-camion,A
pr_fr_000644,"Le semi-camion n' a pas pu entrer dans le lave-auto, car _ était trop long.",le lave-auto,le semi-camion,B
pr_fr_000645,"Le professeur a mis le test sur papier plutôt que sur ordinateur, car il pensait que _ était plus compatible avec le sujet.",l' ordinateur,le papier,B
pr_fr_000646,"Le professeur a mis le test sur papier au lieu de l' ordinateur, car il pensait que _ était incompatible avec le sujet.",le papier,l' ordinateur,B
pr_fr_000647,"Nous avons toujours joué sur le terrain à côté de ma maison et non du parc, car _ était toujours entretenu.",le parc,le terrain,B
pr_fr_000648,"Nous jouions toujours sur le terrain à côté de ma maison et non du parc, car _ était rarement entretenu.",le parc,le terrain,A
pr_fr_000649,"Nous voulions aller emmener le plastique à la décharge au lieu de tout le bois, car _ est plus lourd.",le bois,le plastique,A
pr_fr_000650,"Nous voulions aller emmener le plastique à la décharge au lieu de tout le bois, car _ est plus léger.",le bois,le plastique,B
pr_fr_000651,"Le carton n' était pas aussi bon que le papier pour l' invitation, car _ avait l' air bon marché.",le papier,le carton,B
pr_fr_000652,"Le carton n' était pas aussi bon que le papier pour l' invitation, car _ avait l' air élégant.",le carton,le papier,B
pr_fr_000653,Le piercing sur l' oreille faisait plus mal à obtenir que celui sur la langue parce que _ avait été engourdie.,l' oreille,la langue,B
pr_fr_000654,Le piercing sur l' oreille faisait moins mal à obtenir que celui sur la langue parce que _ avait été engourdie.,la langue,l' oreille,B
pr_fr_000655,"Le son de la trompette était mort dans le stade alors qu' il faisait clair dans l' auditorium, puisque _ étouffait le son.",le stade,l' auditorium,A
pr_fr_000656,"Le son de la trompette était mort dans le stade alors qu' il faisait clair dans l' auditorium, puisque _ faisait écho au son.",l' auditorium,le stade,A
pr_fr_000657,J' ai transporté la bière de l' arrière du camion au comptoir jusqu' à ce que _ soit complètement vide.,le camion,le comptoir,A
pr_fr_000658,J' ai transporté la bière de l' arrière du camion au comptoir jusqu' à ce que _ soit complètement plein.,le comptoir,le camion,A
pr_fr_000659,Le chef a essayé de mettre le pruneau dans le verre mais _ était trop gros.,le pruneau,le verre,A
pr_fr_000660,Le chef a essayé de mettre le pruneau à l' intérieur du verre mais _ était trop petit.,le pruneau,le verre,B
pr_fr_000661,"Pendant la journée, Adam préférait dormir sur le canapé plutôt que sur le lit car _ était plus confortable.",le lit,le canapé,B
pr_fr_000662,"Pendant la journée, Adam préférait dormir sur le canapé plutôt que sur le lit car _ était moins confortable.",le canapé,le lit,B
pr_fr_000663,La brosse que James a achetée n' a pas pu enlever la tache de ses dents car _ est trop molle.,la brosse,la tache,A
pr_fr_000664,La brosse que James a achetée ne pouvait pas enlever la tache de ses dents parce que _ est trop dure.,la tache,la brosse,A
pr_fr_000665,Il y avait plus d' oiseaux dans le jardin que dans le parc parce que _ contenait des fruits frais.,le jardin,le parc,A
pr_fr_000666,Il y avait plus d' oiseaux dans le jardin que dans le parc car _ n' avait que de l' herbe.,le parc,le jardin,A
pr_fr_000667,La plupart des gens de notre ville utilisaient la rue près de notre maison et non la route à travers la ville parce que _ offrait un meilleur accès.,la rue,la route,A
pr_fr_000668,La plupart des habitants de notre ville utilisaient la rue près de notre maison et non la route à travers la ville parce que _ donnait moins d' accès.,la rue,la route,B
pr_fr_000669,Les joueurs aimaient s' entraîner sur le terrain de football au lieu du gymnase parce que _ était plus petit.,le gymnase,le terrain,A
pr_fr_000670,Les joueurs aimaient s' entraîner sur le terrain de football au lieu du gymnase parce que _ était plus grand.,le terrain,le gymnase,A
pr_fr_000671,Ils ont décidé de ne pas utiliser la rose comme colorant mais plutôt comme médicament car _ était superficiel.,le médicament,le colorant,B
pr_fr_000672,Ils ont décidé de ne pas utiliser la rose comme colorant mais plutôt comme médicament parce que _ était utile.,le médicament,le colorant,A
pr_fr_000673,L' entraîneur a essayé de mettre le filet sur le terrain mais _ était trop petit.,le terrain,le filet,A
pr_fr_000674,L' entraîneur a tenté de mettre le filet sur le terrain mais _ était trop grand.,le filet,le terrain,A
pr_fr_000675,"La femme a jeté le pull et a obtenu le nouveau manteau à porter, car _ était devenu dépassé.",le pull,le manteau,A
pr_fr_000676,"La femme a jeté le pull et a obtenu le nouveau manteau à porter, car _ était devenu à la mode.",le pull,le manteau,B
pr_fr_000677,Il y avait plus de rongeurs dans la cage que dans la boîte car _ était plus spacieuse.,la boîte,la cage,B
pr_fr_000678,Il y avait plus de rongeurs dans la cage que dans la boîte car _ était plus confinée.,la cage,la boîte,B
pr_fr_000679,"Le mobilier a été déplacé du salon au garage, _ manquant d' espace.",le garage,le salon,B
pr_fr_000680,"Les meubles ont été déplacés du salon au garage, car _ avait de l' espace.",le garage,le salon,A
pr_fr_000681,"Le café n' était pas très romantique par rapport au restaurant, car _ avait une atmosphère austère.",le restaurant,le café,B
pr_fr_000682,"Le café n' était pas très romantique par rapport au restaurant, car _ avait une atmosphère joyeuse.",le restaurant,le café,A
pr_fr_000683,Les cheveux de l 'homme étaient mieux couverts avec le chapeau que le bandana parce que _ était plus grand.,le chapeau,le bandana,A
pr_fr_000684,Les cheveux de l 'homme étaient mieux couverts avec le chapeau que le bandana parce que _ était plus petit.,le chapeau,le bandana,B
pr_fr_000685,"Le blocage provenait du robinet, pas du tuyau, car _ avait été nettoyé de manière irrégulière.",le robinet,le tuyau,A
pr_fr_000686,"Le blocage provenait du robinet, pas du tuyau, car _ avait été constamment nettoyé.",le tuyau,le robinet,A
pr_fr_000687,"Le chat ne pouvait pas grimper à travers le mur, il a donc utilisé le pilier car _ est lisse.",le pilier,le mur,B
pr_fr_000688,"Le chat ne pouvait pas grimper à travers le mur, il a donc utilisé le pilier car _ est rugueux.",le mur,le pilier,B
pr_fr_000689,"Il est difficile d' apprendre la ventriloquie, mais facile à apprendre la marionnette, car _ est très compliquée.",la ventriloquie,la marionnette,A
pr_fr_000690,"Il est difficile d' apprendre la ventriloquie, mais facile à apprendre la marionnette, car _ est très simple.",la marionnette,la ventriloquie,A
pr_fr_000691,"Le tueur a décidé de cacher le corps dans le hangar au lieu du garage, car _ était privé.",le garage,le hangar,B
pr_fr_000692,"Le tueur a décidé de cacher le corps dans le hangar plutôt que dans le garage, car _ était public.",le hangar,le garage,B
pr_fr_000693,"J' ai dû développer une image, et quand j' ai versé la solution de la cruche dans la casserole, _ était plus légère.",la casserole,la cruche,B
pr_fr_000694,"J' ai dû développer une image, et quand j' ai versé la solution de la cruche dans la casserole, _ était plus lourde.",la casserole,la cruche,A
pr_fr_000695,"De nombreuses cultures enterrent leurs morts dans une tombe et utilisent une pierre tombale, _ porte le nom du défunt.",la tombale,la tombe,A
pr_fr_000696,"De nombreuses cultures enterrent leurs morts dans une tombe et n' utilisent pas de pierre tombale, _ n' a pas le nom du défunt.",la tombale,la tombe,B
pr_fr_000697,"Les fans de la série ont plus aimé le DVD que le Blu-Ray, car _ avait des bonus supplémentaires.",le DVD,le blu-ray,A
pr_fr_000698,"Les fans de la série ont plus aimé le DVD que le Blu-Ray, car _ avait moins de bonus.",le blu-ray,le DVD,A
pr_fr_000699,Pam aimait plus lire le livre de fiction que lire le magazine parce que _ était beaucoup plus ennuyeux.,le magazine,le livre,A
pr_fr_000700,Pam aimait plus lire le livre de fiction que lire le magazine parce que _ était beaucoup plus intéressant.,le magazine,le livre,B
pr_fr_000701,Plus de gens étaient assis près de l' arbre que près du buisson parce que _ offrait de l' ombre.,l' arbre,le buisson,A
pr_fr_000702,Plus de gens étaient assis près de l' arbre que près du buisson parce que _ avait des abeilles.,le buisson,l' arbre,A
pr_fr_000703,"Kalli avait beaucoup d' anxiété à parler dans le microphone, mais était à l' aise avec l' ordinateur, car _ ne lui était pas familier.",le microphone,l' ordinateur,A
pr_fr_000704,"Kalli avait beaucoup d' anxiété à parler dans le microphone, mais était à l' aise avec l' ordinateur, car _ lui était familier.",le microphone,l' ordinateur,B
pr_fr_000705,"Son imagination s' est déchaînée dans le parc, mais s' est endormie sur le sentier, car il pensait que _ était une source d' inspiration.",le sentier,le parc,B
pr_fr_000706,"Son imagination s' est déchaînée dans le parc, mais s' est endormie sur le sentier, car il pensait que _ était blasé.",le sentier,le parc,A
pr_fr_000707,"L' homme a choisi le béton pour son allée plutôt que le gravier, même si _ était cher.",le béton,le gravier,A
pr_fr_000708,L' homme a choisi le béton pour son allée plutôt que le gravier bien que _ soit moins cher.,le béton,le gravier,B
pr_fr_000709,"L' homme a essayé d' écrire le plan sur un morceau de papier, mais _ était trop volumineux.",le plan,le papier,A
pr_fr_000710,"L' homme a essayé d' écrire le plan sur un morceau de papier, mais _ était trop petit.",le plan,le papier,B
pr_fr_000711,"Le nouvel équipement stéréo ne rentre pas dans le coffre de la voiture de Bill, _ est trop étroit.",l' équipement,le coffre,B
pr_fr_000712,"Le nouvel équipement stéréo ne rentre pas dans le coffre de la voiture de Bill, _ est trop large.",le coffre,l' équipement,B
pr_fr_000713,"Cela a fait une énorme différence, alors il a utilisé le banc au lieu du siège, car _ était dur sur le dos.",le banc,le siège,B
pr_fr_000714,"Cela a fait une énorme différence, alors il a utilisé le banc au lieu du siège, car _ était facile à l' arrière.",le siège,le banc,B
pr_fr_000715,"Tout l' argent qu' il avait ne rentrerait pas dans son portefeuille, parce que _ était trop cher.",le portefeuille,l' argent,B
pr_fr_000716,"Tout l' argent qu' il avait ne rentrerait pas dans son portefeuille, parce que _ était trop mince.",l' argent,le portefeuille,B
pr_fr_000717,"Une fois la couverture brûlée et la serviette lavée avec un assouplissant, _ était rugueuse.",la couverture,la serviette,A
pr_fr_000718,"Une fois la couverture brûlée et la serviette lavée avec un assouplissant, _ était lisse.",la serviette,la couverture,A
pr_fr_000719,"Il aimait mieux la perspective de la fenêtre que celle de la porte, car _ offrait une vue inférieure.",la fenêtre,la porte,B
pr_fr_000720,"Il aimait mieux la perspective de la fenêtre que celle de la porte, car _ offrait une meilleure vue.",la porte,la fenêtre,B
pr_fr_000721,Jame a le protecteur sur son téléphone et même le marteau ne peut pas le casser car _ est solide.,le marteau,le protecteur,B
pr_fr_000722,Jame a le protecteur sur son téléphone et même le marteau ne peut pas le casser car _ est faible.,le protecteur,le marteau,B
pr_fr_000723,"Il s' est senti beaucoup coupable après avoir cassé sa chaise, alors il lui a donné une table, donc _ est rapidement allée à la poubelle.",la chaise,la table,A
pr_fr_000724,"Il se sentait beaucoup coupable après avoir cassé sa chaise, alors il lui a donné une table, donc _ est rapidement allée dans la salle à manger.",la chaise,la table,B
pr_fr_000725,"Il a fallu une éternité pour se rendre au magasin par rapport au théâtre, car _ était loin.",le théâtre,le magasin,B
pr_fr_000726,"Il a fallu une éternité pour se rendre au magasin par rapport au théâtre, car _ était à proximité.",le théâtre,le magasin,A
pr_fr_000727,J' ai toujours regardé la télévision et je n' ai pas écouté la radio parce que _ pouvait être regardée.,la télévision,la radio,A
pr_fr_000728,J' ai toujours regardé la télévision et je n' ai pas écouté la radio parce que _ était inaccessible.,la radio,la télévision,A
pr_fr_000729,"L' herbe était plus accueillante pour les chats que la paille, même si _ était humide.",la paille,l' herbe,B
pr_fr_000730,"L' herbe était plus accueillante pour les chats que la paille, même si _ était sèche.",la paille,l' herbe,A
pr_fr_000731,"Le fermier voulait élever plus de lapins, alors il a essayé un nouveau type d' aliment et un nouvel enclos, mais _ a rendu les lapins malades.",l' enclos,l' aliment,B
pr_fr_000732,"Le fermier voulait élever plus de lapins, alors il a essayé un nouveau type d' aliment et un nouvel enclos, mais _ avait des trous.",l' aliment,l' enclos,B
pr_fr_000733,"J' ai essayé de verser la liqueur dans la bouteille, mais elle ne rentre pas parce que _ était trop.",la liqueur,la bouteille,A
pr_fr_000734,"J' ai essayé de verser la liqueur dans la bouteille, mais elle ne rentre pas parce que _ était trop courte.",la bouteille,la liqueur,A
