item_id,premise,hypothesis,gold_label,model_label,correct
ps_de_000692,"Oh, ist es das, worüber du redest",Sie rufen aus großer Entfernung an.,,,
ps_de_000693,"Oh, ist es das, worüber du redest",Du rufst nicht von dort an.,,,
ps_de_000694,"Ich weiß es ehrlich gesagt nicht, weil ich noch nicht so viele schicke Klamotten tragen musste, um ehrlich zu sein weißt du",Ich trage nicht oft schicke Klamotten.,,,
ps_de_000695,"Ich weiß es ehrlich gesagt nicht, weil ich noch nicht so viele schicke Klamotten tragen musste, um ehrlich zu sein weißt du","Ich genieße es, mich schick zu machen.",,,
ps_de_000696,"Ich weiß es ehrlich gesagt nicht, weil ich noch nicht so viele schicke Klamotten tragen musste, um ehrlich zu sein weißt du",Ich trage die ganze Zeit Kleider-,,,
ps_de_000697,Hast du in Europa Museen besucht.,Hast du irgendwelche europäischen Museen besucht?,,,
ps_de_000698,Hast du in Europa Museen besucht.,Hast du ein Museum in Kanada besucht?,,,
ps_de_000699,Hast du in Europa Museen besucht.,Ich wette du hast die Europareise geliebt.,,,
ps_de_000700,"Hier bitteschön, gut, was meint Ihr Mann, äh, was hält er von Ihrem, äh, T-shirt und und",Mag dein Ehemann dein T-Shirt?,,,
ps_de_000701,"Hier bitteschön, gut, was meint Ihr Mann, äh, was hält er von Ihrem, äh, T-shirt und und",Was hält deine Schwester von deinem Kleid?,,,
ps_de_000702,"Hier bitteschön, gut, was meint Ihr Mann, äh, was hält er von Ihrem, äh, T-shirt und und",Dein T-Shirt ist sehr nett.,,,
ps_de_000703,"ähm, nicht einmal Aluminiumguss, sondern nur Aluminium",Sie war aus billige Metal gebaut.,,,
ps_de_000704,"ähm, nicht einmal Aluminiumguss, sondern nur Aluminium",Sie wurden aus reinem Kupfer hergestellt.,,,
ps_de_000705,"ähm, nicht einmal Aluminiumguss, sondern nur Aluminium",Es waren sehr instabile Pfannen.,,,
ps_de_000706,und es machte mir immernoch angst,Ich hatte nur ein bisschen Angst.,,,
ps_de_000707,und es machte mir immernoch angst,Ich hatte immernoch Angst.,,,
ps_de_000708,und es machte mir immernoch angst,Es verängstigte mich nicht.,,,
ps_de_000709,und das Zweite auf das ich achte ist wohl äh was sie sich leisten können,"Ich schaue auch, was für sie erschwinglich ist.",,,
ps_de_000710,und das Zweite auf das ich achte ist wohl äh was sie sich leisten können,"Es ist mir egal, was sie sich leisten können.",,,
ps_de_000711,und das Zweite auf das ich achte ist wohl äh was sie sich leisten können,Gewöhnlich können sie sich nicht viel leisten.,,,
ps_de_000712,"Nun, ich kann mich nicht daran erinnern, es schien als ob es des getan hat, aber ich denke es könnte auch nicht sein.","Ich bin mir nicht so sicher, aber vielleicht stimmt es.",,,
ps_de_000713,"Nun, ich kann mich nicht daran erinnern, es schien als ob es des getan hat, aber ich denke es könnte auch nicht sein.","Ich erinnere mich nicht, weil ich trank sehr viel Wein letzte Nacht.",,,
ps_de_000714,"Nun, ich kann mich nicht daran erinnern, es schien als ob es des getan hat, aber ich denke es könnte auch nicht sein.","Meine Erinnerung ist kristallklar, was in dieser Nacht passiert ist.",,,
ps_de_000715,"mit deinem TV-Gerät und du denkst, dass eine geeignete Strafe für TV-Diebstahl der Tod sei",Hast du nicht das Gefühl dass der Tod ein wenig zu hart als Strafe für Diebstahl ist?,,,
ps_de_000716,"mit deinem TV-Gerät und du denkst, dass eine geeignete Strafe für TV-Diebstahl der Tod sei","Du denkst, dass die richtige Strafe für jemanden, der einen Fernseher stiehlt, der Tod ist.",,,
ps_de_000717,"mit deinem TV-Gerät und du denkst, dass eine geeignete Strafe für TV-Diebstahl der Tod sei","Sie denken, dass die beste Option für Fernsehdiebstahl ist, sie einfach gehen zu lassen.",,,
ps_de_000718,"der Strand war schön und es ist echt ein toller Platz, es ist vermutlich einer meiner beliebtesten Orte. Und wie ist es mit dir?","Ich liebe den Strand, weil er so sauber und gut gepflegt ist.",,,
ps_de_000719,"der Strand war schön und es ist echt ein toller Platz, es ist vermutlich einer meiner beliebtesten Orte. Und wie ist es mit dir?","Einer der Orte, die ich am liebsten besuche, ist der Strand, weil er so schön ist. Welchen Ort besuchen Sie am liebsten?",,,
ps_de_000720,"der Strand war schön und es ist echt ein toller Platz, es ist vermutlich einer meiner beliebtesten Orte. Und wie ist es mit dir?","In den Wäldern zu zelten ist, meiner Meinung nach, der beste Ort an den man gehen kann.",,,
ps_de_000721,Werfen Sie eine Coke-Anzeige hinein,Stellen Sie keine Werbung auf.,,,
ps_de_000722,Werfen Sie eine Coke-Anzeige hinein,Stelle eine Werbeanzeige von einem Erfrischungsgetränk auf.,,,
ps_de_000723,Werfen Sie eine Coke-Anzeige hinein,Setzen Sie eine Werbeanzeige für Coke dort ein.,,,
ps_de_000724,"Ok, lass mich sicherstellen, du denkst, dass vielleicht eine 5-Tage-Wartezeit für Handwaffen oder dieses Ding würde legitim sein","Denken Sie, dass eine Wartezeit von fünf Tagen für manche Menschen das Warten wert wäre?",,,
ps_de_000725,"Ok, lass mich sicherstellen, du denkst, dass vielleicht eine 5-Tage-Wartezeit für Handwaffen oder dieses Ding würde legitim sein","Wie wäre es mit einer fünftägigen Wartefrist für diejenigen, die Schusswaffen kaufen wollen?",,,
ps_de_000726,"Ok, lass mich sicherstellen, du denkst, dass vielleicht eine 5-Tage-Wartezeit für Handwaffen oder dieses Ding würde legitim sein","Was ist, wenn sie nur fünf Minuten draußen warten, bevor sie eine Genehmigung erhalten?",,,
ps_de_000727,"Ja, als ich einen Cocker Spaniel hatte, war es ein Outdoor-Hund und uh, ich glaube ich mochte das besser, uh-huh","Ich bin eher ein fauler Haushund als ein aktiver Hund, der den ganzen Tag im Freien sein möchte.",,,
ps_de_000728,"Ja, als ich einen Cocker Spaniel hatte, war es ein Outdoor-Hund und uh, ich glaube ich mochte das besser, uh-huh","Ich mag alle trainierten Hunde gerne, weil sie alle sehr brav sind.",,,
ps_de_000729,"Ja, als ich einen Cocker Spaniel hatte, war es ein Outdoor-Hund und uh, ich glaube ich mochte das besser, uh-huh","Ich denke, ich bevorzuge Draußen-Hunde wie den Cocker Spaniel, den ich früher hatte.",,,
ps_de_000730,"Nun, anscheinend werden sie in sieben Tagen unseren Hintergrund überprüfen und sicherstellen, dass du nicht im Gefängnis warst oder auch nicht",Die Überprüfung der Vergangenheit dauert eine Weile.,,,
ps_de_000731,"Nun, anscheinend werden sie in sieben Tagen unseren Hintergrund überprüfen und sicherstellen, dass du nicht im Gefängnis warst oder auch nicht",Die Hintergrundprüfung wird über einen Monat dauern.,,,
ps_de_000732,"Nun, anscheinend werden sie in sieben Tagen unseren Hintergrund überprüfen und sicherstellen, dass du nicht im Gefängnis warst oder auch nicht",Sie werden angeblich in den nächsten sieben Tagen eine Hintergrundüberprüfung durchführen.,,,
ps_de_000733,"Du weißt, dass ich lieber viel lieber in ein Flugzeug steigen würde, um dorthin zu kommen und mich dann zu amüsieren",Fliegen würde viel sicherer da zu kommen.,,,
ps_de_000734,"Du weißt, dass ich lieber viel lieber in ein Flugzeug steigen würde, um dorthin zu kommen und mich dann zu amüsieren","Ich kann es kaum erwarten, aus dem Flugzeug zu kommen und mich zu amüsieren, sobald wir ankommen.",,,
ps_de_000735,"Du weißt, dass ich lieber viel lieber in ein Flugzeug steigen würde, um dorthin zu kommen und mich dann zu amüsieren",Ich würde nie fliegen.,,,
ps_de_000736,"Vor einigen Monaten hatten sie eine sechsköpfige Juries. Ich dachte immer, dass es zwölf wären. Zwölf bewährte Männer sozusagen","Ich lag falsch, dass Jurys immer aus zwölf Personen bestehen.",,,
ps_de_000737,"Vor einigen Monaten hatten sie eine sechsköpfige Juries. Ich dachte immer, dass es zwölf wären. Zwölf bewährte Männer sozusagen",In der Jury sitzen immer 13 Geschworene.,,,
ps_de_000738,"Vor einigen Monaten hatten sie eine sechsköpfige Juries. Ich dachte immer, dass es zwölf wären. Zwölf bewährte Männer sozusagen","Sie können so viele Leute auswählen, wie sie in der Jury haben wollen.",,,
ps_de_000739,"alle uh Credit Union CEOs und Leute so. Sie war also sehr daran interessiert, was mit den Kreditgenossenschaften lost ist",Kreditgenossenschaften kümmerten sie überhaupt nicht.,,,
ps_de_000740,"alle uh Credit Union CEOs und Leute so. Sie war also sehr daran interessiert, was mit den Kreditgenossenschaften lost ist",Sie war an Kreditgenossenschaften interessiert.,,,
ps_de_000741,"alle uh Credit Union CEOs und Leute so. Sie war also sehr daran interessiert, was mit den Kreditgenossenschaften lost ist","Sie war daran interessiert, mehr darüber zu erfahren, wie Kreditgenossenschaften ihr Geld verdienten.",,,
ps_de_000742,"Ich weiß, dass alle und ich meine alle immer beschäftigt und besorgt sind und so viele Leute setzen sich nicht hin und reden einfach miteinander und wissen, dass alles okay sein wird","Alles, was ich sehe, sind Leute, die rumsitzen und über ihre Probleme sprechen.",,,
ps_de_000743,"Ich weiß, dass alle und ich meine alle immer beschäftigt und besorgt sind und so viele Leute setzen sich nicht hin und reden einfach miteinander und wissen, dass alles okay sein wird","Nur wenige Leute werden tatsächlich über Probleme, die sie haben, sprechen.",,,
ps_de_000744,"Ich weiß, dass alle und ich meine alle immer beschäftigt und besorgt sind und so viele Leute setzen sich nicht hin und reden einfach miteinander und wissen, dass alles okay sein wird",Leute scheinen sich nie einfach hinzusetzen und über ihre Probleme und Sorgen zu reden.,,,
ps_de_000745,"Brian in Plano Texas, wie geht es dir heute?",Wie geht es dir Mary?,,,
ps_de_000746,"Brian in Plano Texas, wie geht es dir heute?",Wie läuft dein Tag?,,,
ps_de_000747,"Brian in Plano Texas, wie geht es dir heute?",Plano in Texas ist ein großartiger Ort.,,,
ps_de_000748,Also ähm gut es bringt nichts außer Chaos.,Chaos ist alles was du bekommen wirst.,,,
ps_de_000749,Also ähm gut es bringt nichts außer Chaos.,Es ist sehr ruhig und verursacht keine Probleme.,,,
ps_de_000750,Also ähm gut es bringt nichts außer Chaos.,"Manche Leute mögen das Chaos, das es schafft.",,,
ps_de_000751,"Ja, das ist, was ich gerade getan habe. Ich hab uh Darkman. Hast du es gesehen? Uh, hab ich nicht, vermute ich. Ich werde es mir heute abend anschauen.",Ich habe Darkman schon etwa viermal gesehen.,,,
ps_de_000752,"Ja, das ist, was ich gerade getan habe. Ich hab uh Darkman. Hast du es gesehen? Uh, hab ich nicht, vermute ich. Ich werde es mir heute abend anschauen.","Ich habe Darkman noch nicht gesehen, also Ich entscheidet es Heutenacht zu gucken.",,,
ps_de_000753,"Ja, das ist, was ich gerade getan habe. Ich hab uh Darkman. Hast du es gesehen? Uh, hab ich nicht, vermute ich. Ich werde es mir heute abend anschauen.","Ich hörte, Darkman sei ein guter Film.",,,
ps_de_000754,"Oh meno, Englisch war mein Hauptfach, also mag ich es zu lesen.",Ich lese solange ich mich erinnern kann.,,,
ps_de_000755,"Oh meno, Englisch war mein Hauptfach, also mag ich es zu lesen.","Ich hatte Englisch im Hauptfach, ich mag es also zu lesen.",,,
ps_de_000756,"Oh meno, Englisch war mein Hauptfach, also mag ich es zu lesen.","Ich studierte Englisch als Hauptfach, was mich in die Armut geführt hat, weswegen ich es nicht ertragen kann einen einzigen Roman in die Hand zu nehmen.",,,
ps_de_000757,"und, oh jee, es geht mir nicht aus dem Kopf, dass er eintausendachthundert Dollar für einen Papageien gezahlt hat, das war einfach irrsinnig.",Er hat den Papagei gestohlen.,,,
ps_de_000758,"und, oh jee, es geht mir nicht aus dem Kopf, dass er eintausendachthundert Dollar für einen Papageien gezahlt hat, das war einfach irrsinnig.","Ich konnte nicht glauben, dass er 1800 Dollar für einen Papagei gezahlt hat.",,,
ps_de_000759,"und, oh jee, es geht mir nicht aus dem Kopf, dass er eintausendachthundert Dollar für einen Papageien gezahlt hat, das war einfach irrsinnig.",Der Papagei war schön mit mehreren Farben.,,,
ps_de_000760,"Und du bist die Minderheit und du bist fest damit, aber ähm",Minderheiten könnten in diesem Fall den größeren Vorteil haben.,,,
ps_de_000761,"Und du bist die Minderheit und du bist fest damit, aber ähm",Leider werdet ihr immer eine Minderheit bleiben.,,,
ps_de_000762,"Und du bist die Minderheit und du bist fest damit, aber ähm",Sie sind keine Minderheit.,,,
ps_de_000763,es ist wahrscheinlich eher weil ich die Abdeckung an Informationen mag als dass zu wenig Zeit um die Ausgabe zu lesen der Grund ist.,"Ich mag die Reportage die hat, weil ich habe nie die Zeit um zu sitzen und die Zeitung zu lesen.",,,
ps_de_000764,es ist wahrscheinlich eher weil ich die Abdeckung an Informationen mag als dass zu wenig Zeit um die Ausgabe zu lesen der Grund ist.,"Ich brauche mindestens eine Stunde pro Tag, um die Zeitung zu lesen, damit ich es mir nicht ansehen muss.",,,
ps_de_000765,es ist wahrscheinlich eher weil ich die Abdeckung an Informationen mag als dass zu wenig Zeit um die Ausgabe zu lesen der Grund ist.,"Sie decken viel mehr ab, als Sie von der Zeitung bekommen.",,,
ps_de_000766,"selbst und ich mag einige ihrer songs, aber da ich als generelle regel stimme, würde ich auch keinen rap wählen","Ich bin kein Rap-Fan, aber ich mag einige der Songs, die sie haben.",,,
ps_de_000767,"selbst und ich mag einige ihrer songs, aber da ich als generelle regel stimme, würde ich auch keinen rap wählen","Ich liebe Rap, aber ihre Songs sind schrecklich.",,,
ps_de_000768,"selbst und ich mag einige ihrer songs, aber da ich als generelle regel stimme, würde ich auch keinen rap wählen",Sie hatten ein paar Spitzenreiter.,,,
ps_de_000769,Zufriedenheit von dem was ich gehört habe.,Von meiner Erfahrung her klingt es nach Erfolg.,,,
ps_de_000770,Zufriedenheit von dem was ich gehört habe.,"Ich habe dem Meeting entnommen, dass die Dinge sehr gut gelaufen sind.",,,
ps_de_000771,Zufriedenheit von dem was ich gehört habe.,Ich habe nichts außer Beschwerden gehört.,,,
ps_de_000772,"Sie wissen, es ist leicht zu sagen, wir werden ein Beton Loch bauen und nichts wird passieren und dann werden sie sagen, die einzige Möglichkeit, das zu testen, ist über einen langen Zeitraum hinweg",Testung nimmt besonders viel Zeit mit der Konstruktion der Bildung von konkreten Löchern.,,,
ps_de_000773,"Sie wissen, es ist leicht zu sagen, wir werden ein Beton Loch bauen und nichts wird passieren und dann werden sie sagen, die einzige Möglichkeit, das zu testen, ist über einen langen Zeitraum hinweg","Sie müssen dem Beton Zeit zum aushärten geben, bevor sie mit jeglichen Tests beginnen.",,,
ps_de_000774,"Sie wissen, es ist leicht zu sagen, wir werden ein Beton Loch bauen und nichts wird passieren und dann werden sie sagen, die einzige Möglichkeit, das zu testen, ist über einen langen Zeitraum hinweg","Zeit ist nicht nötig, wenn man etwas aus Beton baut, es trocknet schnell und kann sofort getestet werden.",,,
ps_de_000775,"Nein, nicht unbedingt äh es kann ein Haus für Menschen sein, die Ihnen helfen, mit einem X Betrag von Dollars um zu gehen",Manchmal ist es hausinteme Leute die die helfen.,,,
ps_de_000776,"Nein, nicht unbedingt äh es kann ein Haus für Menschen sein, die Ihnen helfen, mit einem X Betrag von Dollars um zu gehen",Sie nutzen nie in house Leute um ihr zu helfen.,,,
ps_de_000777,"Nein, nicht unbedingt äh es kann ein Haus für Menschen sein, die Ihnen helfen, mit einem X Betrag von Dollars um zu gehen","Sie brauchen sicherlich Hilfe, wenn Sie versuchen, mit dem X Betrag von Dollar umzugehen.",,,
ps_de_000778,"Und er, naja, er wurde wieder vernünftig. Er war, also ich würde sagen, er war zu 95 % er selbst.","Nachdem er sich zusammenriss, schien er wieder er selbst zu sein.",,,
ps_de_000779,"Und er, naja, er wurde wieder vernünftig. Er war, also ich würde sagen, er war zu 95 % er selbst.",Er hat nie versucht etwas zu ändern.,,,
ps_de_000780,"Und er, naja, er wurde wieder vernünftig. Er war, also ich würde sagen, er war zu 95 % er selbst.",Er war nur weggetreten für 2 Minuten.,,,
ps_de_000781,"So viel dazu, ist ein Problem, Nach Welchen Kriterien suchen sie wenn sie sich umsehen?",Dieses Problem hat eine einfache Lösung.,,,
ps_de_000782,"So viel dazu, ist ein Problem, Nach Welchen Kriterien suchen sie wenn sie sich umsehen?",Es gibt ein Problem.,,,
ps_de_000783,"So viel dazu, ist ein Problem, Nach Welchen Kriterien suchen sie wenn sie sich umsehen?","Wonach suchst du, wenn du die Preise für etwas vergleichst?",,,
ps_de_000784,war schön mit dir zu sprechen.,Mit dir zu reden war sehr nervig.,,,
ps_de_000785,war schön mit dir zu sprechen.,Das war ein nettes Gespräch.,,,
ps_de_000786,war schön mit dir zu sprechen.,Wir sprechen uns bald wieder.,,,
ps_de_000787,"Oh, ich sehe oh der Staat braucht es nicht gut, das ist eher das, das ist eher ungewöhnlich, nicht wahr?","Auch wenn es nicht erforderlich ist, sollte es getan werden.",,,
ps_de_000788,"Oh, ich sehe oh der Staat braucht es nicht gut, das ist eher das, das ist eher ungewöhnlich, nicht wahr?","Es ist seltsam, dass der Staat es nicht benötigt.",,,
ps_de_000789,"Oh, ich sehe oh der Staat braucht es nicht gut, das ist eher das, das ist eher ungewöhnlich, nicht wahr?","Das macht Sinn, dass der Staat es benötigt.",,,
ps_de_000790,"Oh ja, ein paar Orte sind gut, wenn man sie per UPS oder oder auf andere Weise aussendet aber",Manche Standorte verschicken ihre Produkte nur mit der UPS Medienpost.,,,
ps_de_000791,"Oh ja, ein paar Orte sind gut, wenn man sie per UPS oder oder auf andere Weise aussendet aber",Einige Orte versenden mit UPS.,,,
ps_de_000792,"Oh ja, ein paar Orte sind gut, wenn man sie per UPS oder oder auf andere Weise aussendet aber",Sie werden nur FedEx benutzen.,,,
ps_de_000793,"Nun, ich denke nicht he ich denke nicht, dass er das machen will, aber er wäre sicher wie ein älterer Staatsmann oder was auch immer","Ich glaube nicht, dass er in dieser Lage sein will.",,,
ps_de_000794,"Nun, ich denke nicht he ich denke nicht, dass er das machen will, aber er wäre sicher wie ein älterer Staatsmann oder was auch immer","Ich glaube nicht, dass er König sein möchte.",,,
ps_de_000795,"Nun, ich denke nicht he ich denke nicht, dass er das machen will, aber er wäre sicher wie ein älterer Staatsmann oder was auch immer","Ich weiß, er würde es lieben, das zu tun!",,,
ps_de_000796,"wenn sie weitergegeben werden oder etwas, das ich nicht ganz verstanden habe",Ich verstehe es sehr gut.,,,
ps_de_000797,"wenn sie weitergegeben werden oder etwas, das ich nicht ganz verstanden habe",Ich war ein wenig verwirrt.,,,
ps_de_000798,"wenn sie weitergegeben werden oder etwas, das ich nicht ganz verstanden habe","Ich war verwirrt darüber, wie es sich alles ereignet.",,,
ps_de_000799,"Ja ich habe zwei Jungs, zwölf und sechszehn","Ich habe auch eine Tochter, die jünger ist als die Jungen.",,,
ps_de_000800,"Ja ich habe zwei Jungs, zwölf und sechszehn","Ich habe zwei Jungs, die beide in ihren Zwanzigern sind.",,,
ps_de_000801,"Ja ich habe zwei Jungs, zwölf und sechszehn",Meine Jungs sind zwölf und sechzehn Jahre alt.,,,
ps_de_000802,"Oh Gott, natürlich, der Name, also, der Name ist mir gerade entfallen aber das ist der Parlamentsfrieden.","Ich wusste sofort, dass der Name Piece of Parliament war.",,,
ps_de_000803,"Oh Gott, natürlich, der Name, also, der Name ist mir gerade entfallen aber das ist der Parlamentsfrieden.",Oft habe ich Probleme Namen sofort zu erinnern.,,,
ps_de_000804,"Oh Gott, natürlich, der Name, also, der Name ist mir gerade entfallen aber das ist der Parlamentsfrieden.","Der Name entfiel mir zunächst, aber es wird als der Parlaments-Frieden bezeichnet.",,,
ps_de_000805,"Es ist, es ist,  eine automatische Plastikwaffe, die feuert",Es ist eine automatische Waffe aus Plastik.,,,
ps_de_000806,"Es ist, es ist,  eine automatische Plastikwaffe, die feuert",Es ist beständiger als eine Metallwaffe.,,,
ps_de_000807,"Es ist, es ist,  eine automatische Plastikwaffe, die feuert",Die Waffe ist aus Karton gebaut.,,,
ps_de_000808,"ähm, sie sind ziemlich toll, sie sind ein bisschen wie ein blaues Grasland, ähm, sie sind echt lustig, ich meine, sie sind",Sie sind seit zwei Jahren eine Band.,,,
ps_de_000809,"ähm, sie sind ziemlich toll, sie sind ein bisschen wie ein blaues Grasland, ähm, sie sind echt lustig, ich meine, sie sind",Sie spielen Bluegrass Musik.,,,
ps_de_000810,"ähm, sie sind ziemlich toll, sie sind ein bisschen wie ein blaues Grasland, ähm, sie sind echt lustig, ich meine, sie sind",Sie spielen Jazzmusik.,,,
ps_de_000811,"Ja, sie werden schnell überfüllt. die Menge ist auch ein wenig eleganter, hat mehr von einer Yuppie-Menge",Die Leute sind immer sehr lässig gekleidet.,,,
ps_de_000812,"Ja, sie werden schnell überfüllt. die Menge ist auch ein wenig eleganter, hat mehr von einer Yuppie-Menge","Die Menge mag es, sich anzuziehen.",,,
ps_de_000813,"Ja, sie werden schnell überfüllt. die Menge ist auch ein wenig eleganter, hat mehr von einer Yuppie-Menge",Ihre Kleidung ist sehr stilvoll.,,,
ps_de_000814,"OK, ich habe eine Freundin, die einen Teenager als Kind hat und jedes Jahr bei Schulbeginn nimmt sie mich zum Kleidungsshopping mit, weil sie zuviel kämpfen.",Mit der Tochter meiner Freundin komme ich besser zurecht als mit meiner Freundin.,,,
ps_de_000815,"OK, ich habe eine Freundin, die einen Teenager als Kind hat und jedes Jahr bei Schulbeginn nimmt sie mich zum Kleidungsshopping mit, weil sie zuviel kämpfen.","Ich muss die Tochter meiner Freundin mit Klamotten kaufen nehmen, bevor das Schuljahr jedes Jahr anfängt.",,,
ps_de_000816,"OK, ich habe eine Freundin, die einen Teenager als Kind hat und jedes Jahr bei Schulbeginn nimmt sie mich zum Kleidungsshopping mit, weil sie zuviel kämpfen.",Die Tochter meiner Freundin weigert sich mit mir einzukaufen.,,,
ps_de_000817,"Weißt Du, ich bin gestern in die Bibliothek gegangen, um mich umzusehen, und habe dieses neue Buch von PJ O'Rourke namens ähm ähm Parliament of Horrors gefunden und es geht um ähm",Wirklich wie Bücher von PJ O'Rourke.,,,
ps_de_000818,"Weißt Du, ich bin gestern in die Bibliothek gegangen, um mich umzusehen, und habe dieses neue Buch von PJ O'Rourke namens ähm ähm Parliament of Horrors gefunden und es geht um ähm",Ich habe gestern ein PJ O'Rourke-Buch aus der Bibliothek geholt.,,,
ps_de_000819,"Weißt Du, ich bin gestern in die Bibliothek gegangen, um mich umzusehen, und habe dieses neue Buch von PJ O'Rourke namens ähm ähm Parliament of Horrors gefunden und es geht um ähm",I gehe nie in die Bibliothek.,,,
ps_de_000820,"Es sind, ähm, ungefähr zwanzig Minuten","Ich denke, es ist fast zwanzig Minuten, aber ich bin mir nicht sicher.",,,
ps_de_000821,"Es sind, ähm, ungefähr zwanzig Minuten",Es sind etwa zwanzig Minuten.,,,
ps_de_000822,"Es sind, ähm, ungefähr zwanzig Minuten",Es dauert exakt zehn Minuten.,,,
ps_de_000823,Ja das stimmt aber  aber eh ich denke ich meine sogar mehr als das ich meine wenn du aus der Schule aussteigst,"Es ist ziemlich nah dran, was ich meine.",,,
ps_de_000824,Ja das stimmt aber  aber eh ich denke ich meine sogar mehr als das ich meine wenn du aus der Schule aussteigst,"Nein, das stimmt überhaupt nicht.",,,
ps_de_000825,Ja das stimmt aber  aber eh ich denke ich meine sogar mehr als das ich meine wenn du aus der Schule aussteigst,"Ja, das ist die Wahrheit.",,,
ps_de_000826,Oh es ist großartig was du aus einer kleinen rausbekommen kannst,"Es ist erstaunlich, wie ein wenig viel produzieren kann.",,,
ps_de_000827,Oh es ist großartig was du aus einer kleinen rausbekommen kannst,Menschen lieben es herauszufinden wie viel sie aus etwas kleinem machen können.,,,
ps_de_000828,Oh es ist großartig was du aus einer kleinen rausbekommen kannst,"Es ist nicht möglich, dass so wenig genug wäre.",,,
ps_de_000829,"und uh, es war einfach wirklich gut, ich wusste, dass es traurig sein würde und ich wusste, dass jemand sterben würde","Ich wusste voraus der Zeit, dass jemand sterben würde und dass, es deprimiermend würde.",,,
ps_de_000830,"und uh, es war einfach wirklich gut, ich wusste, dass es traurig sein würde und ich wusste, dass jemand sterben würde","Ich hatte gehofft, dass es ein paar heitere Momente haben würde.",,,
ps_de_000831,"und uh, es war einfach wirklich gut, ich wusste, dass es traurig sein würde und ich wusste, dass jemand sterben würde","Ich rechnete nicht damit, dass jemand sterben würde.",,,
ps_de_000832,einander in die Quere kommen,"Natürlich, jedem aus dem Weg gehen.",,,
ps_de_000833,einander in die Quere kommen,"Ja, sich gegenseitig in die Quere kommen.",,,
ps_de_000834,einander in die Quere kommen,"Ja, es könnte als Hindernis zwischen einander gesehen werden.",,,
ps_de_000835,"ja, gut ich hatte tatsächlich ältere Sänger, oder ältere ältere Sänger ältere Schwestern",Alle meine Schwestern waren jünger als ich.,,,
ps_de_000836,"ja, gut ich hatte tatsächlich ältere Sänger, oder ältere ältere Sänger ältere Schwestern",Ich hatte ältere Schwestern.,,,
ps_de_000837,"ja, gut ich hatte tatsächlich ältere Sänger, oder ältere ältere Sänger ältere Schwestern",Meine Schwestern waren viel älter als ich.,,,
ps_de_000838,"Sie wissen, es ist wahrscheinlich zwanzig, ich weiß nicht, zwanzig mal sechs oder so etwas und es ist erstaunlich, wie Sie wissen können, wie viele Pflanzen Sie dort pflanzen können",Es enthält sehr viel mehr Pflanzen als man erwarten würde.,,,
ps_de_000839,"Sie wissen, es ist wahrscheinlich zwanzig, ich weiß nicht, zwanzig mal sechs oder so etwas und es ist erstaunlich, wie Sie wissen können, wie viele Pflanzen Sie dort pflanzen können","Es ist lächerlich, dass du kaum keine Pflanzen dadrin passen kannst.",,,
ps_de_000840,"Sie wissen, es ist wahrscheinlich zwanzig, ich weiß nicht, zwanzig mal sechs oder so etwas und es ist erstaunlich, wie Sie wissen können, wie viele Pflanzen Sie dort pflanzen können","Die Anzahl der Pflanzen, die es halten kann, hängt von der Art der Pflanzen ab, die du einpflanzt.",,,
ps_de_000841,"Oh, Der mit dem Wolf tanzt, den haben wir erst vor kurzem gesehen. Was haben wir noch geschaut, äh, Das Schweigen der Lämmer.",Ich habe Der mit dem Wolf tanzt gesehen.,,,
ps_de_000842,"Oh, Der mit dem Wolf tanzt, den haben wir erst vor kurzem gesehen. Was haben wir noch geschaut, äh, Das Schweigen der Lämmer.",Ich sah diesen Dance with Wolves Film Freitagnacht.,,,
ps_de_000843,"Oh, Der mit dem Wolf tanzt, den haben wir erst vor kurzem gesehen. Was haben wir noch geschaut, äh, Das Schweigen der Lämmer.",Ich habe noch nie einen Film mit Kevin Costner gesehen.,,,
ps_de_000844,"aber es ist ein Gebietstyp, in dem wir leben, natürlich, die Lebenshaltungskosten sind auch nicht so schlecht, aber es macht einen Unterschied aus",Es ist viel billiger hier zu leben als in jedem anderen Staat.,,,
ps_de_000845,"aber es ist ein Gebietstyp, in dem wir leben, natürlich, die Lebenshaltungskosten sind auch nicht so schlecht, aber es macht einen Unterschied aus","Es ist nicht so teuer, hier zu leben.",,,
ps_de_000846,"aber es ist ein Gebietstyp, in dem wir leben, natürlich, die Lebenshaltungskosten sind auch nicht so schlecht, aber es macht einen Unterschied aus","Dies ist der teuerste Ort, wo Sie leben können!",,,
ps_de_000847,"Ich weiß nicht, aber ich denke immer noch daran, als sie mir auf dem Land sagte, dass ich sei wie","Ich glaube, es war draußen auf dem Land.",,,
ps_de_000848,"Ich weiß nicht, aber ich denke immer noch daran, als sie mir auf dem Land sagte, dass ich sei wie","Ich glaube, das neue Haus liegt weit draußen auf dem Land, Meilen von allem entfernt.",,,
ps_de_000849,"Ich weiß nicht, aber ich denke immer noch daran, als sie mir auf dem Land sagte, dass ich sei wie",Es ist mitten in der Stadt.,,,
ps_de_000850,"ähm nein ich habe noch nie einen organisiert, aber wir sind wir haben einen äh wir werden einen haben am Gedenktag denke ich es gab einen die letzten zwei Jahre",Sie machen es jedes Jahr zum Memorial Day.,,,
