item_num,sentence,option1,option2,correct_answer_num,correct_letter,correct_text
246,"Natalie helped Monica to get into a treatment program, after _ told of her drug addiction.",Natalie,Monica,2.0,B,Monica
247,"Natalie helped Monica to get into a treatment program, after _ heard of her drug addiction.",Natalie,Monica,1.0,A,Natalie
248,Nelson went to the doctors office without Dennis because _ had to change his prescription.,Nelson,Dennis,1.0,A,Nelson
249,Nelson went to the doctors office without Dennis because _ had to change the engine oil.,Nelson,Dennis,2.0,B,Dennis
250,"Ian asked Kevin to help with their taxes because _ was a successful, trained accountant.",Ian,Kevin,2.0,B,Kevin
251,"Ian was asked by Kevin to help with their taxes because _ was a successful, trained accountant.",Ian,Kevin,1.0,A,Ian
252,Justin was very good at playing music on the guitar unlike Craig because _ was very musical.,Justin,Craig,1.0,A,Justin
253,Justin was very good at playing music on the guitar unlike Craig because _ was very sporty.,Justin,Craig,2.0,B,Craig
254,"Jason was bald, but Hunter had a full head of hair, so _ had no need to buy hair gel.",Jason,Hunter,1.0,A,Jason
255,"Jason was bald, but Hunter had a full head of hair, so _ needed to buy hair gel.",Jason,Hunter,2.0,B,Hunter
256,"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was covered in snow.",Lawrence,Aaron,2.0,B,Aaron
257,"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was free from snow.",Lawrence,Aaron,1.0,A,Lawrence
258,"Patricia always had to clean up after Angela, because _ didn't care about living in filth.",Patricia,Angela,2.0,B,Angela
259,"Patricia always had to clean up after Angela, because _ didn't want to live in filth.",Patricia,Angela,1.0,A,Patricia
260,"Jeffrey believed Robert was spying on him during the private event, because _ was sneaky.",Jeffrey,Robert,2.0,B,Robert
261,"Jeffrey believed Robert was spying on him during the private event, because _ was paranoid.",Jeffrey,Robert,1.0,A,Jeffrey
262,"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is a new teacher.",Christopher,Ian,1.0,A,Christopher
263,"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is an experienced teacher.",Christopher,Ian,2.0,B,Ian
264,Emily was having difficulty going through puberty but not Christine because _ had very weak acne causing hormones.,Emily,Christine,2.0,B,Christine
265,Emily was having difficulty going through puberty but not Christine because _ had very strong acne causing hormones.,Emily,Christine,1.0,A,Emily
266,"Hunter likes tulips and Ryan does not, so _ went to buy some from the store.",Hunter,Ryan,1.0,A,Hunter
267,"Hunter likes tulips and Ryan does not, so _ refused to buy some from the store.",Hunter,Ryan,2.0,B,Ryan
268,"Victoria decided to choose express shipping while Katrina did not, so _ got her order last.",Victoria,Katrina,2.0,B,Katrina
269,"Victoria decided to choose express shipping while Katrina did not, so _ got her order first.",Victoria,Katrina,1.0,A,Victoria
270,Victoria was more fashionable than Elena because _ always was concerned about leaving dandruff on their shirts.,Victoria,Elena,2.0,B,Elena
271,Victoria was more fashionable than Elena but  _ always was concerned about leaving dandruff on their shirts.,Victoria,Elena,1.0,A,Victoria
272,Carrie needed to be vigilant about her bone health which Natalie worries about since _ is concerned.,Carrie,Natalie,2.0,B,Natalie
273,Carrie needed to be vigilant about her bone health which Natalie worries about since _ is elderly.,Carrie,Natalie,1.0,A,Carrie
274,Sarah was a much better surgeon than Maria so _ always got the easier cases.,Sarah,Maria,2.0,B,Maria
275,Sarah was a much better surgeon than Maria so _ always got the harder cases.,Sarah,Maria,1.0,A,Sarah
276,"At night, Jeffrey always stays up later than Hunter to watch TV because _ wakes up late.",Jeffrey,Hunter,1.0,A,Jeffrey
277,Michael just bought brand new wheels for his truck unlike Leslie because _ wheels were new and perfect.,Michael,Leslie,2.0,B,Leslie
278,Michael just bought brand new wheels for his truck unlike Leslie because _ wheels were old and used.,Michael,Leslie,1.0,A,Michael
279,"Leslie was nervous around parrots but Neil was not, since _ was bitten by a bird early in life.",Leslie,Neil,1.0,A,Leslie
280,Christmas was a special holiday to Eric but not Adam since _ was a Jew.,Eric,Adam,2.0,B,Adam
281,Benjamin was chosen instead of Brett to be the makeup artist for the play because _ was less experienced.,Benjamin,Brett,2.0,B,Brett
282,"Cynthia violated the rights of Amy, because _ had too much passivity with other people.",Cynthia,Amy,2.0,B,Amy
283,All the clutter in the house excited Leslie but not Derrick because cleaning energized _ very much.,Leslie,Derrick,1.0,A,Leslie
284,"Since Craig threw aluminum cans in the trash and Benjamin recycled, _ was environmentally irresponsible.",Craig,Benjamin,1.0,A,Craig
285,"Christine was going to Jessica's house to do some cleaning in the kitchen, because _ was a energetic person.",Christine,Jessica,1.0,A,Christine
286,"Leslie had a lot of issues that Kyle was tired of dealing with, so _ felt abandoned when they finally moved out.",Leslie,Kyle,1.0,A,Leslie
287,"Jessica enjoyed a simple, basic life with Betty, but _ was bored having a quiet existence.",Jessica,Betty,2.0,B,Betty
288,Joel researched laws and helped to open a preschool for Eric. Because _ is very good with kids.,Joel,Eric,2.0,B,Eric
289,"Tanya told Emily she couldn't come to work because her cat had an infection, but _ was lying.",Tanya,Emily,1.0,A,Tanya
290,"Angela thinks her husband might be cheating with Lindsey, and _ confesses at the dinner party.",Angela,Lindsey,2.0,B,Lindsey
291,"Donald's understanding of math isn't as good as Joseph's, so _ is more likely a professor.",Donald,Joseph,2.0,B,Joseph
292,Brian was jealous of Brett's new car because _ couldn't afford to buy a new car.,Brian,Brett,1.0,A,Brian
293,"On Monday, Patricia made Felicia eggs for an early breakfast, but _ does not like fried eggs.",Patricia,Felicia,2.0,B,Felicia
294,Hunter was a better baker than Logan so _ made the kitchen a mess when they tried to make an apple pie.,Hunter,Logan,2.0,B,Logan
295,Jennifer was more of a morning person than Natalie although _ always went to bed early and got a good night's rest.,Jennifer,Natalie,2.0,B,Natalie
296,Jennifer was more of a morning person than Natalie because _ always went to bed early and got a good night's rest.,Jennifer,Natalie,1.0,A,Jennifer
297,"Alcohol is a love of Matthew's, but Ryan can't stand the stuff because _ is a sober alcoholic.",Matthew,Ryan,2.0,B,Ryan
298,"Randy gave their heart to Brian, and _ soon told them that they should have kept their heart to themselves.",Randy,Brian,2.0,B,Brian
299,"Although she was being prosecuted, Monica was welcomed into the sanctuary of the church by Samantha because _ was a sinful criminal.",Monica,Samantha,1.0,A,Monica
300,"Laura used too much super glue on Erins hands, so _ needed to get to the doctor to separate their hands.",Laura,Erin,2.0,B,Erin
301,The bartender cut Carrie off but continued to serve Emily because _ was too drunk.,Carrie,Emily,1.0,A,Carrie
302,Mary was helping Patricia's daughter put on makeup but  _ watches a lot of makeup tutorials.,Mary,Patricia,2.0,B,Patricia
303,Mary was helping Patricia's daughter put on makeup because _ watches a lot of makeup tutorials.,Mary,Patricia,1.0,A,Mary
304,"Aaron didn't know Dennis had a peanut allergy, so when _ made peanut chicken an ambulance was called.",Aaron,Dennis,1.0,A,Aaron
305,"Aaron didn't know Dennis had a peanut allergy, so when _ ate peanut chicken an ambulance was called.",Aaron,Dennis,2.0,B,Dennis
306,"Brett asked Joel for advice and guidance about waxing his mustache, and afterwards _ felt burdened.",Brett,Joel,2.0,B,Joel
307,Amy went over to the waiting room at the hospital to calm Samantha because _ was placid.,Amy,Samantha,1.0,A,Amy
308,Megan forgot to buy deodorant at the store so they borrowed Jessica's deodorant and _ never found out.,Megan,Jessica,2.0,B,Jessica
309,Megan forgot to buy deodorant at the store so they borrowed Jessica's deodorant and _ hoped they never found out.,Megan,Jessica,1.0,A,Megan
310,"Amy thought she was the mirror image of Natalie , but _ could not be convinced to see the similarity.",Amy,Natalie,2.0,B,Natalie
311,"Amy thought she was the mirror image of Natalie , but _ could not persuade her to see the similarity.",Amy,Natalie,1.0,A,Amy
312,"Emily never had as much money to spend as Carrie, because _ had a good job.",Emily,Carrie,2.0,B,Carrie
313,Steven believes they can buy happiness but Craig thinks otherwise as _ is very realistic.,Steven,Craig,2.0,B,Craig
314,Steven believes they can buy happiness but Craig thinks otherwise as _ is very materialistic.,Steven,Craig,1.0,A,Steven
315,The game of chess was easy to play for Angela but not Rebecca because _ had a analytical mind.,Angela,Rebecca,1.0,A,Angela
316,The game of chess was easy to play for Angela but not Rebecca because  _ did not have an analytical mind.,Angela,Rebecca,2.0,B,Rebecca
317,"The plan devised by Christine to get Kayla to like them failed, as _ did not really try it.",Christine,Kayla,1.0,A,Christine
318,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the coach.,Rachel,Megan,1.0,A,Rachel
319,Throughout the practice Rachel pushed the limits of Megan to get ready for the game because _ was the athlete.,Rachel,Megan,2.0,B,Megan
320,"Sarah was quickly promoted to manager over Kayla, because _ excelled at angering other people.",Sarah,Kayla,2.0,B,Kayla
321,Dennis knows that Jeffrey is an animal lover and _ knows he wants to go to the zoo to see them.,Dennis,Jeffrey,1.0,A,Dennis
322,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very healthy diet.",Betty,Elena,2.0,B,Elena
323,"Betty drank chocolate shakes while Elena drank carrot juice, and _ had a very unhealthy diet.",Betty,Elena,1.0,A,Betty
324,"When Steven found that their T-shirt had shrunk in the laundry, Robert's first reaction was to laugh, and _ then became angry.",Steven,Robert,1.0,A,Steven
325,"When Steven found that their T-shirt had shrunk in the laundry, Robert's first reaction was to laugh, and _ became apologetic.",Steven,Robert,2.0,B,Robert
326,It was easy for Amy but not Rachel to create a meal because _ had taken woodshop in school.,Amy,Rachel,2.0,B,Rachel
327,"The house of Aaron took some damage from the storm but not Michael's house, because _ lived farther away.",Aaron,Michael,2.0,B,Michael
328,"Jennifer dragged Felicia along to a self help workshop about how to succeed, because _ wanted some company.",Jennifer,Felicia,1.0,A,Jennifer
329,"Logan reads a lot, while Donald almost never picks up a book because _ is a plumber.",Logan,Donald,2.0,B,Donald
330,"Logan reads a lot, while Donald almost never picks up a book because _ is a student.",Logan,Donald,1.0,A,Logan
331,Betty made the choice to reduce Samantha's salary after _ started cutting back on efficiency.,Betty,Samantha,2.0,B,Samantha
332,"During the rescue mission, Maria pulled Rebecca away from the minefield since _ was a civilian.",Maria,Rebecca,2.0,B,Rebecca
333,"Laura brought extensions to Monica at the salon, so that _ could get their dreads treated professionally.",Laura,Monica,1.0,A,Laura
334,"Laura brought extensions to Monica at the salon, so that _ could treat their dreads professionally.",Laura,Monica,2.0,B,Monica
335,Jessica wanted Mary to help them decorate their new house because _ asked them not to do it alone.,Jessica,Mary,2.0,B,Mary
336,William went on the ride more than Matthew did because _ thought it was scary.,William,Matthew,2.0,B,Matthew
337,"Megan took Monica to a wood shack in the mountains, because _ was a kidnapper trying to hide.",Megan,Monica,1.0,A,Megan
338,Samuel tried unsuccessfully to get Brett to skip school because _ was a truant that didn't follow the rules.,Samuel,Brett,1.0,A,Samuel
339,Kayla prepared a foot soak bath for Cynthia for their birthday so _ is pouring in water.,Kayla,Cynthia,1.0,A,Kayla
340,Hunter chose to eat a banana for breakfast every morning but Michael did not because _ is unconcerned about their health.,Hunter,Michael,2.0,B,Michael
341,Patricia decided to buy Felicia dinner because they had been through a lot and _ just inherited some money.,Patricia,Felicia,1.0,A,Patricia
342,Patricia decided to buy Felicia dinner because they had been through a lot and _ just lost some money.,Patricia,Felicia,2.0,B,Felicia
343,"Sarah thought that Elena was overpacking for Hawaii, because _ had a very full suitcase.",Sarah,Elena,2.0,B,Elena
344,William liked to be outside more than Kyle so _ spent time arguing against getting a pool.,William,Kyle,2.0,B,Kyle
345,William liked to be outside more than Kyle so _ spent time arguing for getting a pool.,William,Kyle,1.0,A,William
346,"Monica gives Jessica a book about posture, because _ has been trying to get better at ballet dancing.",Monica,Jessica,2.0,B,Jessica
347,The sliding glass door was broken when Eric pushed Ian through it because _ is a pushover.,Eric,Ian,2.0,B,Ian
348,"Jessica wants to protect herself from infectious diseases so she goes to doctor Samantha, because _ is careful.",Jessica,Samantha,1.0,A,Jessica
349,Rachel told Patricia to pick up some baby powder at the store because _ had sweaty feet.,Rachel,Patricia,1.0,A,Rachel
350,Rachel told Patricia to pick up some baby powder at the store but _ had sweaty feet too.,Rachel,Patricia,2.0,B,Patricia
351,Neil looked all over the neighborhood for their missing dog until Samuel called and _ got their dog back.,Neil,Samuel,1.0,A,Neil
352,"At work, Mary uses a broiler a lot, but Rebecca uses a chainsaw. That's because _ is a tree cutter.",Mary,Rebecca,2.0,B,Rebecca
353,Adam's mindset was a lot stronger than William's because _ was able to control it.,Adam,William,1.0,A,Adam
354,The maid took away a cozy blanket from Lawrence but not Nick because _ was very hot.,Lawrence,Nick,1.0,A,Lawrence
355,The maid took away a cozy blanket from Lawrence but not Nick because _ was very cold.,Lawrence,Nick,2.0,B,Nick
356,Brett asked Nelson where they were because _ had no idea after he fell asleep.,Brett,Nelson,1.0,A,Brett
357,Brett asked Nelson where they were because _ had had been driving after he fell asleep.,Brett,Nelson,2.0,B,Nelson
358,"Craig gifted Eric a new picnic table, because _ borrowed some money a while ago.",Craig,Eric,1.0,A,Craig
359,"Craig gifted Eric a new picnic table, because _ lent him some money a while ago.",Craig,Eric,2.0,B,Eric
360,"Victoria was eager to make the big sale to Sarah , as _ needed the money that day.",Victoria,Sarah,1.0,A,Victoria
361,"Victoria was eager to make the big sale to Sarah , as _ had the money that day.",Victoria,Sarah,2.0,B,Sarah
362,"Robert took voice lessons from Randy, because _ was known to be on American Idol.",Robert,Randy,2.0,B,Randy
363,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a flat stomach.,Cynthia,Laura,1.0,A,Cynthia
364,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a fat stomach.,Cynthia,Laura,2.0,B,Laura
365,Lawrence liked watching foreign movies with subtitles unlike Jason because _ criticized the original language of the film.,Lawrence,Jason,2.0,B,Jason
366,Lawrence liked watching foreign movies with subtitles unlike Jason because _ appreciated the original language of the film.,Lawrence,Jason,1.0,A,Lawrence
367,"Victoria was still grieving the death of a friend more than Elena, because _ had a more distant relationship with the friend.",Victoria,Elena,2.0,B,Elena
368,"Victoria was still grieving the death of a friend more than Elena, because _ had a very close relationship with the friend.",Victoria,Elena,1.0,A,Victoria
369,"Cynthia had a much harder life than Amy, so when _ said life was good, it was an unusual sentiment.",Cynthia,Amy,1.0,A,Cynthia
370,The courage of Ian was a lot stronger than Michael because _ had been through a lot in life.,Ian,Michael,1.0,A,Ian
371,"Lawrence dealt the cards to Joseph at the blackjack table, because _ was a professional player.",Lawrence,Joseph,2.0,B,Joseph
372,"Samantha strictly followed their diet while Sarah ate what they felt like, and _ ate chicken and broccoli all week.",Samantha,Sarah,1.0,A,Samantha
373,It seemed more likely that Brett would wear a fedora rather than Justin because _ was known to dress stylishly.,Brett,Justin,1.0,A,Brett
374,It seemed more likely that Brett would wear a fedora rather than Justin because _ did not often dress stylishly.,Brett,Justin,2.0,B,Justin
375,William did not mind if it took them a while to prepare a meal but Adam did because _ was very meticulous.,William,Adam,1.0,A,William
376,Kevin ate large amounts of food but not Adam. _ didn't have to get checked to see if they had a tapeworm.,Kevin,Adam,2.0,B,Adam
377,The computer of Victoria ran faster than that of Carrie because _ downloaded less files.,Victoria,Carrie,1.0,A,Victoria
378,The computer of Victoria ran slower than that of Carrie because _ downloaded less files.,Victoria,Carrie,2.0,B,Carrie
379,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was flexible.,Elena,Amy,1.0,A,Elena
380,Elena enjoyed yoga classes while Amy preferred other forms of exercise; this was because _ was inflexible.,Elena,Amy,2.0,B,Amy
381,"The cake that Lawrence tried to bake for Ryan didn't rise, and _ felt forgiving abut it.",Lawrence,Ryan,2.0,B,Ryan
382,Natalie took a longer time to take a bath than Jennifer because _ liked relaxing in the tub.,Natalie,Jennifer,1.0,A,Natalie
383,Emily said that Victoria's hijab was silly and old fashioned. _ heard some very offensive things.,Emily,Victoria,2.0,B,Victoria
384,Emily said that Victoria's hijab was silly and old fashioned. _ said some very offensive things.,Emily,Victoria,1.0,A,Emily
385,It is likely that Donald but not Jason would get the job promotion because _ never stayed late and never did extra work.,Donald,Jason,2.0,B,Jason
386,"There are lots of pills in the home of Neil, but none in the house of Logan, so _ must be healthy.",Neil,Logan,2.0,B,Logan
387,Carrie asked Betty where the children were on the playground because _ could not see them.,Carrie,Betty,1.0,A,Carrie
388,Samantha had to get car insurance and Jessica did not because _ just got a new car.,Samantha,Jessica,1.0,A,Samantha
389,The stain was lighter on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Jason,Donald,2.0,B,Donald
390,The stain was darker on Jason's shirt than Donald's because _ spilled red wine and not white wine.,Jason,Donald,1.0,A,Jason
391,Ian needed to adjust the mirror and Craig did not because _ was shorter than the owner of the car.,Ian,Craig,1.0,A,Ian
392,Ian needed to adjust the mirror and Craig did not because _ was the same height as the owner of the car.,Ian,Craig,2.0,B,Craig
393,"William lived in a rougher part of town than Eric, so _ trained their dog as a guard dog.",William,Eric,1.0,A,William
394,Jennifer returned the pan to Sarah because _ had borrowed it from her for the potluck party.,Jennifer,Sarah,1.0,A,Jennifer
395,Jennifer returned the pan to Sarah because _ had loaned it to her for the potluck party.,Jennifer,Sarah,2.0,B,Sarah
396,The doctor told Kevin to exercise more often but not Neil. _ had always been lazy and unmotivated.,Kevin,Neil,1.0,A,Kevin
397,The doctor told Kevin to exercise more often but not Neil. _ had always been active and self-motivated.,Kevin,Neil,2.0,B,Neil
398,Ryan had to use a calculator on the test but Michael didn't because _ was very bad at math.,Ryan,Michael,1.0,A,Ryan
399,"Christine accepted the over night challenge from Laura, because _ had a better chance of winning.",Christine,Laura,1.0,A,Christine
400,"Victoria taught Elena how to count in Malay for their trip, because _ was a visitor of the island.",Victoria,Elena,2.0,B,Elena
401,Betty assisted Kayla with the daily analysis task they were assigned and then _ ask for help herself.,Betty,Kayla,1.0,A,Betty
402,The store sold Michael a fake phone but not Eric so _ could still make a call.,Michael,Eric,2.0,B,Eric
403,"The dog that Laura found was dirtier than Amy's dog, since _ dog lived in the street.",Laura,Amy,1.0,A,Laura
404,The ambulance went to the hospital without Nelson inside but with Ryan because _ drove there in a car.,Nelson,Ryan,1.0,A,Nelson
405,It took a less time for Katrina to read the book than Cynthia since _ was a better reader.,Katrina,Cynthia,1.0,A,Katrina
406,It was easy for Matthew but not Logan to practice yoga because _ wanted to improve their mind and body.,Matthew,Logan,1.0,A,Matthew
407,"Patricia was called back for a second interview but not Victoria, as _ had passed the background check.",Patricia,Victoria,1.0,A,Patricia
408,"Patricia was called back for a second interview but not Victoria, as _ had failed the background check.",Patricia,Victoria,2.0,B,Victoria
409,"Michael was a very calm person with yoga but Jeffrey was hyper so, _ decided to take a yoga class.",Michael,Jeffrey,2.0,B,Jeffrey
410,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very bad cook.,Patricia,Carrie,1.0,A,Patricia
411,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very good cook.,Patricia,Carrie,2.0,B,Carrie
412,Jessica spends a lot more money on frivolous things than Rachel because _ has more disposable income.,Jessica,Rachel,1.0,A,Jessica
413,Erin showed Maria to use the fork and knife in a proper manner as _ attended etiquette school.,Erin,Maria,1.0,A,Erin
414,Ian won a fish from Kenneth at the carnival so _ bagged it up and sent it home.,Ian,Kenneth,2.0,B,Kenneth
415,The hotline was staffed by Christine when Tanya called in because _ was a volunteer.,Christine,Tanya,1.0,A,Christine
416,Steven helped Derrick do research on the paper because _ did not have access to the internet.,Steven,Derrick,2.0,B,Derrick
417,Steven helped Derrick do research on the paper because _ had access to the internet.,Steven,Derrick,1.0,A,Steven
418,Rebecca asked Kayla to turn the lights out but _ did not want to go to sleep.,Rebecca,Kayla,2.0,B,Kayla
419,"Dennis is changing the sand in a pool filter for Joseph, because _ is a bit lazy.",Dennis,Joseph,2.0,B,Joseph
420,Hunter gave Justin two weeks to respond after sending him a demand letter. .After that _ will sue him in the court.,Hunter,Justin,1.0,A,Hunter
421,Jason considers he and Benjamin to be friends so _ puts a lot of effort into their relationship.,Jason,Benjamin,1.0,A,Jason
422,Jason considers he and Benjamin to be friends even though _ puts little effort into their relationship.,Jason,Benjamin,2.0,B,Benjamin
423,"Randy only ever added a little bit of hot sauce to his food, especially compared to Adam, as _ was much more sensitive to spice.",Randy,Adam,1.0,A,Randy
424,The snow came down so much that Michael had to go plow Kevins driveway because _ agreed to take care of his neighbors.,Michael,Kevin,1.0,A,Michael
425,The snow came down so much that Michael had to go plow Kevins driveway because _ needed the help of his neighbors.,Michael,Kevin,2.0,B,Kevin
426,Police arrested Maria but let Cynthia go as _ had some paint on their hand from the spray paint used for graffiti.,Maria,Cynthia,1.0,A,Maria
427,Police arrested Maria but let Cynthia go as _ had no paint on their hand from the spray paint used for graffiti.,Maria,Cynthia,2.0,B,Cynthia
428,Hunter bought a vehicle to commute in but not Dennis because _ had a driving distance to work.,Hunter,Dennis,1.0,A,Hunter
429,Jeffrey went to the doctor to treat their ailments but not Robert so _ became sicker.,Jeffrey,Robert,2.0,B,Robert
430,"Maria asked Cynthia if she could borrow some fuel for her car, as _ had a shortage of it.",Maria,Cynthia,1.0,A,Maria
431,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was smaller.",Nelson,Justin,1.0,A,Nelson
432,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was bigger.",Nelson,Justin,2.0,B,Justin
433,"Monica is looking to buy some new furniture and Carrie just bought some, so _ is starting to anticipate their purchase arrival.",Monica,Carrie,2.0,B,Carrie
434,Aaron showed Donald how to use google play on an android because _ owned an apple phone.,Aaron,Donald,2.0,B,Donald
435,Katrina turned out to be much more spoiled than Felicia because _ did not have wealthy or generous parents.,Katrina,Felicia,2.0,B,Felicia
436,Katrina turned out to be much more spoiled than Felicia because _ had wealthy and generous parents.,Katrina,Felicia,1.0,A,Katrina
437,Sarah rolls her eyes as Monica extolls the virtues of vinegar as a cleaning solution for everything since _ is bored.,Sarah,Monica,1.0,A,Sarah
438,Nelson always had the best friendships except with Neil since _ was always so polite.,Nelson,Neil,1.0,A,Nelson
439,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently offered a position.",Derrick,William,1.0,A,Derrick
440,"Derrick really liked working in Human Resources and William wanted to work at the same company, and _ subsequently accepted a position.",Derrick,William,2.0,B,William
441,Jennifer wanted to get romance in a relationship while Elena did not because _ liked to watch romantic comedies.,Jennifer,Elena,1.0,A,Jennifer
442,"Adam loved dogs but Jason was afraid of them, so only _ petted the poodle.",Adam,Jason,1.0,A,Adam
443,"Elena brought the horse to the stables owned by Cynthia, so _ could buy the animal.",Elena,Cynthia,2.0,B,Cynthia
444,"Elena brought the horse to the stables owned by Cynthia, so _ could sell the animal.",Elena,Cynthia,1.0,A,Elena
445,Brett wanted to get a massage but Kenneth did not. This is because _ was feeling relaxed.,Brett,Kenneth,2.0,B,Kenneth
446,Kevin was worried about Eric's infections so _ decided to go to an emergency clinic.,Kevin,Eric,2.0,B,Eric
447,The bird squawked at Mary's rushed approached and quieted when Jennifer came in since _ was threatening.,Mary,Jennifer,1.0,A,Mary
448,Ryan was always behind Donald in high school because _ had a diagnosed learning disability.,Ryan,Donald,1.0,A,Ryan
449,Craig had problems with dry skin but not Hunter since _ used a soothing skin lotion.,Craig,Hunter,2.0,B,Hunter
450,Craig had problems with dry skin but not Hunter because _ used an irritating skin lotion.,Craig,Hunter,1.0,A,Craig
451,Carrie loves putting sugar in coffee as opposed to Laura because _ thinks the coffee tastes better.,Carrie,Laura,1.0,A,Carrie
452,"Brett was actively engaged in weight loss whereas Benjamin was trying to gain weight, so _ maximized their caloric intake.",Brett,Benjamin,2.0,B,Benjamin
453,Monica had trouble paying off their loan unlike Sarah because _ was an infrequent gambler.,Monica,Sarah,2.0,B,Sarah
454,"Kevin drew the blood from Ian's arm, because _ was giving it to do some tests.",Kevin,Ian,2.0,B,Ian
455,Betty learned to play the cello well but Erin did not because _ was very impatient.,Betty,Erin,2.0,B,Erin
456,Erin was eating more than Betty was eating for dinner because _ had a big lunch.,Erin,Betty,2.0,B,Betty
457,Erin was eating more than Betty was eating for dinner because _ had skipped lunch.,Erin,Betty,1.0,A,Erin
458,Christine was watching makeup tutorials while Amy was not because _ wanted to forget how to put blush on correctly.,Christine,Amy,2.0,B,Amy
459,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother later.,Erin,Patricia,2.0,B,Patricia
460,Erin has a teenager whereas Patricia has toddler-age children because _ became a mother first.,Erin,Patricia,1.0,A,Erin
461,Kayla was very civil when dealing with Emily so that _ would be accepted by her.,Kayla,Emily,1.0,A,Kayla
462,"Erin ordered a martini when Tanya only ordered a tonic water with lemon, because _ was pregnant.",Erin,Tanya,2.0,B,Tanya
463,Donald has a problem with hearing in his ears unlike Benjamin because _ worked in a quiet area.,Donald,Benjamin,2.0,B,Benjamin
464,"Neil was a very popular kid in school unlike Jeffrey, because _ was very extroverted.",Neil,Jeffrey,1.0,A,Neil
465,Betty used glue to fix Megan's toy because _ was too young to use superglue.,Betty,Megan,2.0,B,Megan
466,Jason but not Craig asked the company if they were currently hiring because _ has a job.,Jason,Craig,2.0,B,Craig
467,The game on television was very important for Ian but not Dennis because _ was into music instead.,Ian,Dennis,2.0,B,Dennis
468,"At their high school's homecoming dance, Natalie stayed on the floor for the slow dance while Maria got food during it, because _ had broken up with her significant other.",Natalie,Maria,2.0,B,Maria
469,"At their high school's homecoming dance, Natalie stayed on the floor for the slow dance while Maria got food during it, because _ currently had a significant other.",Natalie,Maria,1.0,A,Natalie
470,Samantha had to use the potty while Felicia used the restroom because _ is a grownup.,Samantha,Felicia,2.0,B,Felicia
471,Erin read a book to Monica because _ was old enough to be able to read.,Erin,Monica,1.0,A,Erin
472,Tanya read the contract carefully before signing it but Patricia didn't. _ didn't get ripped off by the shady merchant.,Tanya,Patricia,1.0,A,Tanya
473,"Refraining from drinking was easy for Kyle but not Eric, as _ never enjoyed the taste of alcohol.",Kyle,Eric,1.0,A,Kyle
474,Cynthia ate all of the dessert while Sarah did not have any since _ was not trying to lose any weight.,Cynthia,Sarah,1.0,A,Cynthia
475,Adam was cold and Michael was hot so _ removed a heavy jacket to withstand the freezing weather.,Adam,Michael,2.0,B,Michael
476,"Erin was sick of the pests like Amy always cutting out their internet, so _ decided to lay low.",Erin,Amy,2.0,B,Amy
477,"William wanted to go biking but Aaron wanted to stay home, so _ went out by themselves.",William,Aaron,1.0,A,William
478,Angela loved to wear sun glasses but Jessica didn't. _ bought a fancy new pair of shoes.,Angela,Jessica,2.0,B,Jessica
479,Monica was caught napping in class more often than Katrina because _ stayed up all night.,Monica,Katrina,1.0,A,Monica
480,Christine had really good grammar but Cynthia didn't have good grammar because _ studied math in college.,Christine,Cynthia,2.0,B,Cynthia
481,Jessica was given a sapphire ring by Christine for her birthday because _ really likes sapphires.,Jessica,Christine,1.0,A,Jessica
482,The waist of Joel measured more inches than that of Kevin because _ ate much less.,Joel,Kevin,2.0,B,Kevin
483,The lips on Cynthia were much bigger than Monica because _ got hit with a softball in the mouth.,Cynthia,Monica,1.0,A,Cynthia
484,The lips on Cynthia were much smaller than Monica because _ got hit with a softball in the mouth.,Cynthia,Monica,2.0,B,Monica
485,Mary goes around telling everyone that Christine is too clingy because _ likes  to be touched..,Mary,Christine,2.0,B,Christine
486,The parakeet flew to Hunter but flew past Samuel because _ had some bird seed in their hand.,Hunter,Samuel,1.0,A,Hunter
487,"Christopher tried to empty all the water from the tank in the yard because Michael had asked him to, but _ wasn't able to get it all out.",Christopher,Michael,1.0,A,Christopher
488,"A very active Randy injured their elbow playing basketball against Lawrence, so _ said sorry.",Randy,Lawrence,2.0,B,Lawrence
489,"The apartment that Samantha lived in was a lot smaller than Megan, because _ had a little salary.",Samantha,Megan,1.0,A,Samantha
490,Kevin was not able to run fast compared to William because _ had no broken bones in his body.,Kevin,William,2.0,B,William
