sample_id,row_id,uid,type,premise,hypothesis
3,7,test_type5_possessive_0071,type5_possessive,"Sam believes that if Joseph passes the exam, his parents will take him out for a celebratory dinner.",Joseph has parents.
3,8,test_type1_possessive_0939,type1_possessive,"It's not the case that if Jacob has a responsible granddaughter, he'll reserve a seat for his responsible granddaughter.",Jacob has a responsible granddaughter.
3,9,test_type1_possessive_0887,type1_possessive,"Is it true that if Wendy has an intelligent stepson, she'll choose a house for her intelligent stepson?",Wendy has an intelligent stepson.
3,10,test_type1_possessive_0892,type1_possessive,"Sam believes that if Guy has an inspiring grandson, he'll kiss his inspiring grandson.",Guy has an inspiring grandson.
3,11,test_type4_possessive_0343,type4_possessive,"Sam believes that if Stephen is a photographer, he'll bring his camera to impress the guests.",Stephen has a camera.
3,12,test_type5_again_0577,type5_again,"If Jacob wins the competition, he'll never overcome a disease again.",Jacob has overcome a disease before.
3,13,test_type1_possessive_0877,type1_possessive,"Sam believes that if John has a curious best friend, he'll cheer his curious best friend up immensely.",John has a curious best friend.
3,14,test_type5_possessive_0290,type5_possessive,"It's not the case that if Lily arrives on time, her colleague will meet her at the train station.",Lily has a colleague.
3,15,test_type5_possessive_0212,type5_possessive,"Is it true that if Christopher drives to the conference, his colleague will meet him at the venue?",Christopher has a colleague.
3,16,test_type3_possessive_1328,type3_possessive,"Is it true that if Valerie has some foods, she will cook her favorite chicken dish?",Valerie has a favorite chicken dish.
3,17,test_type5_again_2166,type5_again,"If Andrew travels to London, he'll never raise a toast to celebrate his birthday again.",Andrew has not raised a toast to celebrate his birthday before.
3,18,test_type2_possessive_1130,type2_possessive,"If Kimberley has a playful granddaughter, she registers her granddaughter for school.",Kimberley has a granddaughter.
3,19,test_type5_possessive_0307,type5_possessive,"Sam believes that if Barbara finishes his project on time, his manager will give him a promotion.",Barbara has a manager.
3,20,test_type2_possessive_1752,type2_possessive,"If Homer has a genius son, he evaluates his son's performance in the test.",Homer did not evaluate his genius son's performance in the test.
3,21,test_type3_again_1810,type3_again,"If the policeman ever saw a sheep, he didn't see Merino again.",The policeman saw a Merino sheep again.
3,22,test_type3_possessive_1923,type3_possessive,"If Raymond has wigs, he will style his hair with a lace front wig.",Raymond did not style his hair with a lace front wig.
3,23,test_type5_possessive_0048,type5_possessive,"Is it true that if Victoria decides to move to New York, her best friend will help her find an apartment?",Victoria has a best friend.
3,24,test_type3_again_1268,type3_again,"Is it true that if the old man ever planted a seed in his garden, he didn't plant sunflower seeds again?",The old man has planted sunflower seeds.
3,25,test_type3_again_1227,type3_again,"If the woman ever drew a zebra, she didn't sketch a plains zebra again.",The woman has sketched a plains zebra.
3,26,test_type5_possessive_0106,type5_possessive,"It's not the case that if Evelyn decides to move to the new city, her best friend will help her find an apartment.",Evelyn has a best friend.
3,27,test_type5_possessive_2058,type5_possessive,"If Henry agrees to go to the concert, his best friend will drive him to the venue.",Henry does not have a best friend.
3,28,test_type5_possessive_2022,type5_possessive,"If Scarlett finishes her exam early, her friend will take her out for lunch.",Scarlett does not have a friend.
3,29,test_type3_possessive_1899,type3_possessive,"If Lori has potted trees, she will carefully prune her bonsai tree.",Lori did not carefully prune her bonsai tree.
3,30,test_type5_again_0503,type5_again,"Sam believes that if Oliver takes the bus to the concert, he'll never gossip with a friend of Mihan again.",Oliver has gossiped with a friend of Mihan before.
3,31,test_type4_possessive_0331,type4_possessive,"Sam believes that if Clyde is a paleontologist, he'll bring his field excavation tools with him.",Clyde has field excavation tools.
3,32,test_type3_again_1808,type3_again,"If Curtis ever pet a cat, he didn't pet a Persian again.",Curtis petted a Persian cat again.
3,33,test_type1_possessive_1582,type1_possessive,"If Amir has a deceitful son, he'll report his deceitful son to the police.",Amir did not report his deceitful son to the police.
3,34,test_type1_again_1474,type1_again,"If Michelle learned from a mentor at school, she'll never learn from a mentor at school again.",Michelle learned from a mentor at school again.
3,35,test_type4_possessive_0375,type4_possessive,"Sam believes that if Kathleen is a ski instructor, she'll apply ski wax to her skis.",Kathleen has ski wax.
3,36,test_type4_possessive_0418,type4_possessive,"It's not the case that if Nadin is a swimmer, she'll bring her swimsuit.",Nadin has a swimsuit.
3,37,test_type1_possessive_1597,type1_possessive,"If Michelle has a talented cousin, she'll express her feelings to her talented cousin.",Michelle did not express her feelings to her talented cousin.
3,38,test_type1_possessive_1550,type1_possessive,"If Jacob has an intelligent sister, he'll sit with his intelligent sister.",Jacob did not sit with his intelligent sister.
3,39,test_type1_possessive_0906,type1_possessive,"If the doctor has a reliable spouse, she'll steal her reliable spouse's money for sure.",The doctor has a reliable spouse.
3,40,test_type2_again_1670,type2_again,"If the policeman questions this motive, he'll never question a motive again.",The policeman questioned this motive again.
3,41,test_type1_again_0828,type1_again,"Is it true that if Angela reviewed a plan, she'll never review a plan again?",Angela reviewed a plan.
3,42,test_type2_possessive_1746,type2_possessive,"If Alan has an enthusiastic granddaughter, he travels with his granddaughter.",Alan did not travel with his enthusiastic granddaughter.
3,43,test_type1_again_2178,type1_again,"If Lisa picked a flower for Tammy, she'll never pick a flower for Tammy again.",Lisa did pick a flower for Tammy again.
3,44,test_type5_again_0492,type5_again,"Is it true that if Aiden passes his driving test, he'll never fix a problem caused by Tammy again?",Aiden has fixed a problem caused by Tammy before.
3,45,test_type4_possessive_0329,type4_possessive,"If Clyde is a paleontologist, he'll bring his field excavation tools with him.",Clyde has field excavation tools.
3,46,test_type1_possessive_0948,type1_possessive,"If the actor has a trustable uncle, he'll promise his trustable uncle to stay.",The actor has a trustable uncle.
3,47,test_type3_possessive_1854,type3_possessive,"If Stephen has siblings, he'll take his 5-year-old sibling to the playground.",Stephen did not take his 5-year-old sibling to the playground.
3,48,test_type5_possessive_0205,type5_possessive,"If Sophia passes her driving test, her brother will let her borrow his car for the weekend.",Sophia has a brother.
3,49,test_type4_possessive_1999,type4_possessive,"If Vanessa has a baby brother, I wonder how loudly Vanessa's baby brother cries.",Vanessa does not have a baby brother.
3,50,test_type1_possessive_0868,type1_possessive,"Is it true that if the policeman has a chatty stepdaughter, he'll laugh with his chatty stepdaughter?",The policeman has a chatty stepdaughter.
3,51,test_type4_possessive_2292,type4_possessive,"Is it true that if Liam is an aerospace engineer, he'll test the designs in his wind tunnel?",Liam does not have a wind tunnel.
3,52,test_type5_possessive_0275,type5_possessive,"Sam believes that if Isabella finishes her presentation early, her boss will give her the rest of the day off.",Isabella has a boss.
3,53,test_type1_possessive_0894,type1_possessive,"Sam believes that if the actor has a trustable uncle, he'll promise his trustable uncle to stay.",The actor has a trustable uncle.
3,54,test_type5_again_0648,type5_again,"Is it true that if Henry arrives early, she'll never negotiate a contract again?",Henry has negotiated a contract before.
3,55,test_type1_possessive_0875,type1_possessive,"Is it true that if the merchant has a supportive sister, he'll store his supportive sister's stuff?",The merchant has a supportive sister.
3,56,test_type4_possessive_1384,type4_possessive,"It's not the case that if Victoria's dad has a private pilot, I wonder how well Victoria's dad's private pilot navigates.",Victoria's dad has a private pilot.
3,57,test_type1_again_2186,type1_again,"Sam believes that if Kimberley treated a symptom of the disease, she'll never treat a symptom of the disease again.",Kimberley did not treat a symptom of the disease.
3,58,test_type5_again_0454,type5_again,"It's not the case that if Amelia finishes her work early, she'll never borrow a book from Sina again.",Amelia has borrowed a book from Sina before.
3,59,test_type2_again_1624,type2_again,"If Jennifer delivers this package to Sarah, she'll never deliver a package to Sarah again.",Jennifer delivered this package to Sarah again.
3,60,test_type3_again_1253,type3_again,"It's not the case that if the pilot ever landed in a chaotic airport, he didn't land in Heathrow Airport again.",The pilot has landed in Heathrow Airport.
3,61,test_type5_possessive_0114,type5_possessive,"It's not the case that if Donna completes her project on time, her manager will give her a bonus.",Donna has a manager.
3,62,test_type3_possessive_1894,type3_possessive,"If Heidi has labmates, she will introduce her communicative labmate to the research team.",Heidi did not introduce her communicative labmate to the research team.
3,63,test_type1_possessive_1586,type1_possessive,"If the women have an ambitious stepsister, they'll issue their ambitious stepsister a ticket.",The women did not issue their ambitious stepsister a ticket.
3,64,test_type5_again_0529,type5_again,"If Evelyn decides to move to the new city, she'll never offer an insight to solve the problem again.",Evelyn has offered an insight to solve the problem before.
3,65,test_type2_possessive_1147,type2_possessive,"It's not the case that if Tammy has a smart brother, he looks at his brother with love.",Tammy has a brother.
3,66,test_type4_possessive_0413,type4_possessive,"If David is a farmer, he'll bring his shovel.",David has a shovel.
3,67,test_type5_again_0638,type5_again,"It's not the case that if Zoey passes the exam, she'll never match a color in his paintings again.",Zoey has matched a color in her paintings before.
3,68,test_type1_again_1450,type1_again,"If Angela wrote a horror novel, she'll never write a horror novel again.",Angela wrote a horror novel again.
3,69,test_type2_possessive_1115,type2_possessive,"If Melissa has a reserved introvert friend, she runs with her friend.",Melissa has a friend.
3,70,test_type3_possessive_1341,type3_possessive,"It's not the case that if Raymond has wigs, he will style his hair with a lace front wig.",Raymond has a lace front wig.
3,71,test_type5_possessive_0223,type5_possessive,"Sam believes that if Henry arrives early, his friend will drive him to the concert.",Henry has a friend.
3,72,test_type5_possessive_2045,type5_possessive,"If Sandra's car breaks down, her brother will come and give her a ride home from work.",Sandra does not have a brother.
3,73,test_type1_possessive_0931,type1_possessive,"If John has a curious best friend, he'll cheer his curious best friend up immensely.",John has a curious best friend.
3,74,test_type5_again_2119,type5_again,"If Ashley's flight is delayed, she'll never qualify for a discount at the shopping mall again.",Ashley has not qualified for a discount at the shopping mall before.
3,75,test_type4_possessive_1431,type4_possessive,"If Helen has onions in her garden, I wonder how sweet Helen's onions taste.",Helen has onions in her garden.
3,76,test_type5_again_0522,type5_again,"It's not the case that if Michael passes his driving test, he'll never laugh with a friend of Mina again.",Michael has laughed with a friend of Mina before.
3,77,test_type2_possessive_1074,type2_possessive,"It's not the case that if Tammy has a young stepsister, he furnishes his stepsister's room.",Tammy has a stepsister.
3,78,test_type2_again_1640,type2_again,"If Michelle rejects this offer by the president, she'll never reject an offer by the president again.",Michelle rejected this offer by the president again.
3,79,test_type4_possessive_0373,type4_possessive,"If Kathleen is a ski instructor, she'll apply ski wax to her skis.",Kathleen has ski wax.
3,80,test_type5_possessive_0139,type5_possessive,"Sam believes that if Grace finishes her work early, her colleagues will take her out for lunch.",Grace has colleagues.
3,81,test_type2_possessive_1075,type2_possessive,"Sam believes that if Angela has a reserved introvert stepsister, she proposes her stepsister to have dinner together.",Angela has a stepsister.
3,82,test_type5_possessive_0177,type5_possessive,"If Charles's team wins the championship, their coach will treat them to a celebratory dinner.",Charles has a coach.
3,83,test_type5_again_2126,type5_again,"If Margaret travels to Paris, she'll never suggest an idea in the meeting again.",Margaret has not suggested an idea in the meeting before.
3,84,test_type4_possessive_2291,type4_possessive,"Sam believes that if Liam is an aerospace engineer, he'll test the designs in his wind tunnel.",Liam does not have a wind tunnel.
3,85,test_type2_possessive_2242,type2_possessive,"Is it true that if Dan has a dutiful son, he starts a business for his son?",Dan does not have a dutiful son.
3,86,test_type4_possessive_1441,type4_possessive,"Is it true that if Frank has an old clock, I wonder how clear Frank's old clock chimes?",Frank has an old clock.
3,87,test_type3_again_1841,type3_again,"If the merchant ever booked a room in a hotel, he didn't book a room in the Hilton hotel again.",The merchant booked a room in the Hilton hotel again.
3,88,test_type1_possessive_1593,type1_possessive,"If Homer has a reliable brother, he'll nominate his reliable brother for an award.",Homer did not nominate his reliable brother for an award.
3,89,test_type5_again_0506,type5_again,"It's not the case that if Lily agrees to attend the conference, she'll never ground a child at the daycare again.",Lily has grounded a child at the daycare before.
3,90,test_type2_possessive_1697,type2_possessive,"If the women have a cheerful cat, they play with their cat.",The women did not play with their cheerful cat.
3,91,test_type1_again_1488,type1_again,"If Bob authorized a transaction by his friend, he'll never authorize a transaction by his friend again.",Bob authorized a transaction by his friend again.
3,92,test_type2_again_0971,type2_again,"Sam believes that if Benjamin toasts this celebration for his wife, he'll never toast a celebration for his wife again.",Benjamin has toasted a celebration for his wife before.
3,93,test_type3_possessive_2279,type3_possessive,"If the prince has toys, he'll gift his LEGO sets to Sam.",The prince has toys.
3,94,test_type5_possessive_2013,type5_possessive,"If Ethan arrives on time, his colleague will give him a ride to the meeting.",Ethan does not have a colleague.
3,95,test_type5_again_0693,type5_again,"If Kimberly travels to Paris, she'll never toast a celebration for his wife again.",Kimberly has toasted a celebration for her wife before.
3,96,test_type4_possessive_1957,type4_possessive,"If this town has a train, I wonder how fast this town's train travels.",This town does not have a train.
3,97,test_type3_possessive_1924,type3_possessive,"If Claire has lipsticks, she will wear her solid lipstick.",Claire did not wear her solid lipstick.
3,98,test_type2_possessive_1154,type2_possessive,"Sam believes that if the lady has a young niece, she recognizes her niece immediately.",The lady has a niece.
3,99,test_type4_possessive_0395,type4_possessive,"Sam believes that if Vanessa is a boxing coach, she'll teach the clients boxing techniques on her punching bag.",Vanessa has a punching bag.
3,100,test_type5_again_0434,type5_again,"It's not the case that if Jennifer finishes her presentation early, she'll never play a musical instrument again.",Jennifer has played a musical instrument before.
